order_id,product_id,quantity,sales_amount
O00974,P00818,3,784.80
O00974,P00831,1,309.70
O00974,P00844,2,715.60
O00975,P00825,1,287.50
O00976,P00832,2,626.80
O00976,P00845,3,1084.50
O00977,P00839,3,1017.90
O00977,P00852,1,387.40
O00977,P00865,2,871.00
O00978,P00846,1,365.20
O00979,P00853,2,782.20
O00979,P00866,3,1317.60
O00980,P00860,3,1251.00
O00980,P00873,1,465.10
O00980,P00886,2,1026.40
O00981,P00867,1,442.90
O00982,P00874,2,937.60
O00982,P00887,3,1550.70
O00983,P00881,3,1484.10
O00983,P00894,1,542.80
O00983,P00907,2,1181.80
O00984,P00888,1,520.60
O00985,P00895,2,1093.00
O00985,P00908,3,1783.80
O00986,P00902,3,1717.20
O00986,P00915,1,620.50
O00986,P00928,2,1337.20
O00987,P00909,1,598.30
O00988,P00916,2,1248.40
O00988,P00929,3,2016.90
O00989,P00923,3,1950.30
O00989,P00936,1,698.20
O00989,P00949,2,1492.60
O00990,P00930,1,676.00
O00991,P00937,2,1403.80
O00991,P00950,3,2250.00
O00992,P00944,3,2183.40
O00992,P00957,1,775.90
O00992,P00970,2,1648.00
O00993,P00951,1,753.70
O00994,P00958,2,1559.20
O00994,P00971,3,2483.10
O00995,P00965,3,2416.50
O00995,P00978,1,853.60
O00995,P00991,2,1803.40
O00996,P00972,1,831.40
O00997,P00979,2,1714.60
O00997,P00992,3,2716.20
O00998,P00986,3,2649.60
O00998,P00999,1,931.30
O00998,P01012,2,108.80
O00999,P00993,1,909.10
O01000,P01000,2,20.00
O01000,P01013,3,174.30
O01001,P01007,3,107.70
O01001,P01020,1,84.00
O01001,P01033,2,264.20
O01002,P01014,1,61.80
O01003,P01021,2,175.40
O01003,P01034,3,407.40
O01004,P01028,3,340.80
O01004,P01041,1,161.70
O01004,P01054,2,419.60
O01005,P01035,1,139.50
O01006,P01042,2,330.80
O01006,P01055,3,640.50
O01007,P01049,3,573.90
O01007,P01062,1,239.40
O01007,P01075,2,575.00
O01008,P01056,1,217.20
O01009,P01063,2,486.20
O01009,P01076,3,873.60
O01010,P01070,3,807.00
O01010,P01083,1,317.10
O01010,P01096,2,730.40
O01011,P01077,1,294.90
O01012,P01084,2,641.60
O01012,P01097,3,1106.70
O01013,P01091,3,1040.10
O01013,P01104,1,394.80
O01013,P01117,2,885.80
O01014,P01098,1,372.60
O01015,P01105,2,797.00
O01015,P01118,3,1339.80
O01016,P01112,3,1273.20
O01016,P01125,1,472.50
O01016,P01138,2,1041.20
O01017,P01119,1,450.30
O01018,P01126,2,952.40
O01018,P01139,3,1572.90
O01019,P01133,3,1506.30
O01019,P01146,1,550.20
O01019,P01159,2,1196.60
O01020,P01140,1,528.00
O01021,P01147,2,1107.80
O01021,P01160,3,1806.00
O01022,P01154,3,1739.40
O01022,P01167,1,627.90
O01022,P01180,2,1352.00
O01023,P01161,1,605.70
O01024,P01168,2,1263.20
O01024,P01181,3,2039.10
O01025,P01175,3,1972.50
O01025,P01188,1,705.60
O01025,P00001,2,27.40
O01026,P01182,1,683.40
O01027,P01189,2,1418.60
O01027,P00002,3,52.20
O01028,P01196,3,2205.60
O01028,P00009,1,43.30
O01028,P00022,2,182.80
O01029,P00003,1,21.10
O01030,P00010,2,94.00
O01030,P00023,3,285.30
O01031,P00017,3,218.70
O01031,P00030,1,121.00
O01031,P00043,2,338.20
O01032,P00024,1,98.80
O01033,P00031,2,249.40
O01033,P00044,3,518.40
O01034,P00038,3,451.80
O01034,P00051,1,198.70
O01034,P00064,2,493.60
O01035,P00045,1,176.50
O01036,P00052,2,404.80
O01036,P00065,3,751.50
O01037,P00059,3,684.90
O01037,P00072,1,276.40
O01037,P00085,2,649.00
O01038,P00066,1,254.20
O01039,P00073,2,560.20
O01039,P00086,3,984.60
O01040,P00080,3,918.00
O01040,P00093,1,354.10
O01040,P00106,2,804.40
O01041,P00087,1,331.90
O01042,P00094,2,715.60
O01042,P00107,3,1217.70
O01043,P00101,3,1151.10
O01043,P00114,1,431.80
O01043,P00127,2,959.80
O01044,P00108,1,409.60
O01045,P00115,2,871.00
O01045,P00128,3,1450.80
O01046,P00122,3,1384.20
O01046,P00135,1,509.50
O01046,P00148,2,1115.20
O01047,P00129,1,487.30
O01048,P00136,2,1026.40
O01048,P00149,3,1683.90
O01049,P00143,3,1617.30
O01049,P00156,1,587.20
O01049,P00169,2,1270.60
O01050,P00150,1,565.00
O01051,P00157,2,1181.80
O01051,P00170,3,1917.00
O01052,P00164,3,1850.40
O01052,P00177,1,664.90
O01052,P00190,2,1426.00
O01053,P00171,1,642.70
O01054,P00178,2,1337.20
O01054,P00191,3,2150.10
O01055,P00185,3,2083.50
O01055,P00198,1,742.60
O01055,P00211,2,1581.40
O01056,P00192,1,720.40
O01057,P00199,2,1492.60
O01057,P00212,3,2383.20
O01058,P00206,3,2316.60
O01058,P00219,1,820.30
O01058,P00232,2,1736.80
O01059,P00213,1,798.10
O01060,P00220,2,1648.00
O01060,P00233,3,2616.30
O01061,P00227,3,2549.70
O01061,P00240,1,898.00
O01061,P00253,2,42.20
O01062,P00234,1,875.80
O01063,P00241,2,1803.40
O01063,P00254,3,74.40
O01064,P00248,3,2782.80
O01064,P00261,1,50.70
O01064,P00274,2,197.60
O01065,P00255,1,28.50
O01066,P00262,2,108.80
O01066,P00275,3,307.50
O01067,P00269,3,240.90
O01067,P00282,1,128.40
O01067,P00295,2,353.00
O01068,P00276,1,106.20
O01069,P00283,2,264.20
O01069,P00296,3,540.60
O01070,P00290,3,474.00
O01070,P00303,1,206.10
O01070,P00316,2,508.40
O01071,P00297,1,183.90
O01072,P00304,2,419.60
O01072,P00317,3,773.70
O01073,P00311,3,707.10
O01073,P00324,1,283.80
O01073,P00337,2,663.80
O01074,P00318,1,261.60
O01075,P00325,2,575.00
O01075,P00338,3,1006.80
O01076,P00332,3,940.20
O01076,P00345,1,361.50
O01076,P00358,2,819.20
O01077,P00339,1,339.30
O01078,P00346,2,730.40
O01078,P00359,3,1239.90
O01079,P00353,3,1173.30
O01079,P00366,1,439.20
O01079,P00379,2,974.60
O01080,P00360,1,417.00
O01081,P00367,2,885.80
O01081,P00380,3,1473.00
O01082,P00374,3,1406.40
O01082,P00387,1,516.90
O01082,P00400,2,1130.00
O01083,P00381,1,494.70
O01084,P00388,2,1041.20
O01084,P00401,3,1706.10
O01085,P00395,3,1639.50
O01085,P00408,1,594.60
O01085,P00421,2,1285.40
O01086,P00402,1,572.40
O01087,P00409,2,1196.60
O01087,P00422,3,1939.20
O01088,P00416,3,1872.60
O01088,P00429,1,672.30
O01088,P00442,2,1440.80
O01089,P00423,1,650.10
O01090,P00430,2,1352.00
O01090,P00443,3,2172.30
O01091,P00437,3,2105.70
O01091,P00450,1,750.00
O01091,P00463,2,1596.20
O01092,P00444,1,727.80
O01093,P00451,2,1507.40
O01093,P00464,3,2405.40
O01094,P00458,3,2338.80
O01094,P00471,1,827.70
O01094,P00484,2,1751.60
O01095,P00465,1,805.50
O01096,P00472,2,1662.80
O01096,P00485,3,2638.50
O01097,P00479,3,2571.90
O01097,P00492,1,905.40
O01097,P00505,2,57.00
O01098,P00486,1,883.20
O01099,P00493,2,1818.20
O01099,P00506,3,96.60
O01100,P00500,3,30.00
O01100,P00513,1,58.10
O01100,P00526,2,212.40
O01101,P00507,1,35.90
O01102,P00514,2,123.60
O01102,P00527,3,329.70
O01103,P00521,3,263.10
O01103,P00534,1,135.80
O01103,P00547,2,367.80
O01104,P00528,1,113.60
O01105,P00535,2,279.00
O01105,P00548,3,562.80
O01106,P00542,3,496.20
O01106,P00555,1,213.50
O01106,P00568,2,523.20
O01107,P00549,1,191.30
O01108,P00556,2,434.40
O01108,P00569,3,795.90
O01109,P00563,3,729.30
O01109,P00576,1,291.20
O01109,P00589,2,678.60
O01110,P00570,1,269.00
O01111,P00577,2,589.80
O01111,P00590,3,1029.00
O01112,P00584,3,962.40
O01112,P00597,1,368.90
O01112,P00610,2,834.00
O01113,P00591,1,346.70
O01114,P00598,2,745.20
O01114,P00611,3,1262.10
O01115,P00605,3,1195.50
O01115,P00618,1,446.60
O01115,P00631,2,989.40
O01116,P00612,1,424.40
O01117,P00619,2,900.60
O01117,P00632,3,1495.20
O01118,P00626,3,1428.60
O01118,P00639,1,524.30
O01118,P00652,2,1144.80
O01119,P00633,1,502.10
O01120,P00640,2,1056.00
O01120,P00653,3,1728.30
O01121,P00647,3,1661.70
O01121,P00660,1,602.00
O01121,P00673,2,1300.20
O01122,P00654,1,579.80
O01123,P00661,2,1211.40
O01123,P00674,3,1961.40
O01124,P00668,3,1894.80
O01124,P00681,1,679.70
O01124,P00694,2,1455.60
O01125,P00675,1,657.50
O01126,P00682,2,1366.80
O01126,P00695,3,2194.50
O01127,P00689,3,2127.90
O01127,P00702,1,757.40
O01127,P00715,2,1611.00
O01128,P00696,1,735.20
O01129,P00703,2,1522.20
O01129,P00716,3,2427.60
O01130,P00710,3,2361.00
O01130,P00723,1,835.10
O01130,P00736,2,1766.40
O01131,P00717,1,812.90
O01132,P00724,2,1677.60
O01132,P00737,3,2660.70
O01133,P00731,3,2594.10
O01133,P00744,1,912.80
O01133,P00757,2,71.80
O01134,P00738,1,890.60
O01135,P00745,2,1833.00
O01135,P00758,3,118.80
O01136,P00752,3,52.20
O01136,P00765,1,65.50
O01136,P00778,2,227.20
O01137,P00759,1,43.30
O01138,P00766,2,138.40
O01138,P00779,3,351.90
O01139,P00773,3,285.30
O01139,P00786,1,143.20
O01139,P00799,2,382.60
O01140,P00780,1,121.00
O01141,P00787,2,293.80
O01141,P00800,3,585.00
O01142,P00794,3,518.40
O01142,P00807,1,220.90
O01142,P00820,2,538.00
O01143,P00801,1,198.70
O01144,P00808,2,449.20
O01144,P00821,3,818.10
O01145,P00815,3,751.50
O01145,P00828,1,298.60
O01145,P00841,2,693.40
O01146,P00822,1,276.40
O01147,P00829,2,604.60
O01147,P00842,3,1051.20
O01148,P00836,3,984.60
O01148,P00849,1,376.30
O01148,P00862,2,848.80
O01149,P00843,1,354.10
O01150,P00850,2,760.00
O01150,P00863,3,1284.30
O01151,P00857,3,1217.70
O01151,P00870,1,454.00
O01151,P00883,2,1004.20
O01152,P00864,1,431.80
O01153,P00871,2,915.40
O01153,P00884,3,1517.40
O01154,P00878,3,1450.80
O01154,P00891,1,531.70
O01154,P00904,2,1159.60
O01155,P00885,1,509.50
O01156,P00892,2,1070.80
O01156,P00905,3,1750.50
O01157,P00899,3,1683.90
O01157,P00912,1,609.40
O01157,P00925,2,1315.00
O01158,P00906,1,587.20
O01159,P00913,2,1226.20
O01159,P00926,3,1983.60
O01160,P00920,3,1917.00
O01160,P00933,1,687.10
O01160,P00946,2,1470.40
O01161,P00927,1,664.90
O01162,P00934,2,1381.60
O01162,P00947,3,2216.70
O01163,P00941,3,2150.10
O01163,P00954,1,764.80
O01163,P00967,2,1625.80
O01164,P00948,1,742.60
O01165,P00955,2,1537.00
O01165,P00968,3,2449.80
O01166,P00962,3,2383.20
O01166,P00975,1,842.50
O01166,P00988,2,1781.20
O01167,P00969,1,820.30
O01168,P00976,2,1692.40
O01168,P00989,3,2682.90
O01169,P00983,3,2616.30
O01169,P00996,1,920.20
O01169,P01009,2,86.60
O01170,P00990,1,898.00
O01171,P00997,2,1847.80
O01171,P01010,3,141.00
O01172,P01004,3,74.40
O01172,P01017,1,72.90
O01172,P01030,2,242.00
O01173,P01011,1,50.70
O01174,P01018,2,153.20
O01174,P01031,3,374.10
O01175,P01025,3,307.50
O01175,P01038,1,150.60
O01175,P01051,2,397.40
O01176,P01032,1,128.40
O01177,P01039,2,308.60
O01177,P01052,3,607.20
O01178,P01046,3,540.60
O01178,P01059,1,228.30
O01178,P01072,2,552.80
O01179,P01053,1,206.10
O01180,P01060,2,464.00
O01180,P01073,3,840.30
O01181,P01067,3,773.70
O01181,P01080,1,306.00
O01181,P01093,2,708.20
O01182,P01074,1,283.80
O01183,P01081,2,619.40
O01183,P01094,3,1073.40
O01184,P01088,3,1006.80
O01184,P01101,1,383.70
O01184,P01114,2,863.60
O01185,P01095,1,361.50
O01186,P01102,2,774.80
O01186,P01115,3,1306.50
O01187,P01109,3,1239.90
O01187,P01122,1,461.40
O01187,P01135,2,1019.00
O01188,P01116,1,439.20
O01189,P01123,2,930.20
O01189,P01136,3,1539.60
O01190,P01130,3,1473.00
O01190,P01143,1,539.10
O01190,P01156,2,1174.40
O01191,P01137,1,516.90
O01192,P01144,2,1085.60
O01192,P01157,3,1772.70
O01193,P01151,3,1706.10
O01193,P01164,1,616.80
O01193,P01177,2,1329.80
O01194,P01158,1,594.60
O01195,P01165,2,1241.00
O01195,P01178,3,2005.80
O01196,P01172,3,1939.20
O01196,P01185,1,694.50
O01196,P01198,2,1485.20
O01197,P01179,1,672.30
O01198,P01186,2,1396.40
O01198,P01199,3,2238.90
O01199,P01193,3,2172.30
O01199,P00006,1,32.20
O01199,P00019,2,160.60
O01200,P01200,1,750.00
O01201,P00007,2,71.80
O01201,P00020,3,252.00
O01202,P00014,3,185.40
O01202,P00027,1,109.90
O01202,P00040,2,316.00
O01203,P00021,1,87.70
O01204,P00028,2,227.20
O01204,P00041,3,485.10
O01205,P00035,3,418.50
O01205,P00048,1,187.60
O01205,P00061,2,471.40
O01206,P00042,1,165.40
O01207,P00049,2,382.60
O01207,P00062,3,718.20
O01208,P00056,3,651.60
O01208,P00069,1,265.30
O01208,P00082,2,626.80
O01209,P00063,1,243.10
O01210,P00070,2,538.00
O01210,P00083,3,951.30
O01211,P00077,3,884.70
O01211,P00090,1,343.00
O01211,P00103,2,782.20
O01212,P00084,1,320.80
O01213,P00091,2,693.40
O01213,P00104,3,1184.40
O01214,P00098,3,1117.80
O01214,P00111,1,420.70
O01214,P00124,2,937.60
O01215,P00105,1,398.50
O01216,P00112,2,848.80
O01216,P00125,3,1417.50
O01217,P00119,3,1350.90
O01217,P00132,1,498.40
O01217,P00145,2,1093.00
O01218,P00126,1,476.20
O01219,P00133,2,1004.20
O01219,P00146,3,1650.60
O01220,P00140,3,1584.00
O01220,P00153,1,576.10
O01220,P00166,2,1248.40
O01221,P00147,1,553.90
O01222,P00154,2,1159.60
O01222,P00167,3,1883.70
O01223,P00161,3,1817.10
O01223,P00174,1,653.80
O01223,P00187,2,1403.80
O01224,P00168,1,631.60
O01225,P00175,2,1315.00
O01225,P00188,3,2116.80
O01226,P00182,3,2050.20
O01226,P00195,1,731.50
O01226,P00208,2,1559.20
O01227,P00189,1,709.30
O01228,P00196,2,1470.40
O01228,P00209,3,2349.90
O01229,P00203,3,2283.30
O01229,P00216,1,809.20
O01229,P00229,2,1714.60
O01230,P00210,1,787.00
O01231,P00217,2,1625.80
O01231,P00230,3,2583.00
O01232,P00224,3,2516.40
O01232,P00237,1,886.90
O01232,P00250,2,20.00
O01233,P00231,1,864.70
O01234,P00238,2,1781.20
O01234,P00251,3,41.10
O01235,P00245,3,2749.50
O01235,P00258,1,39.60
O01235,P00271,2,175.40
O01236,P00252,1,17.40
O01237,P00259,2,86.60
O01237,P00272,3,274.20
O01238,P00266,3,207.60
O01238,P00279,1,117.30
O01238,P00292,2,330.80
O01239,P00273,1,95.10
O01240,P00280,2,242.00
O01240,P00293,3,507.30
O01241,P00287,3,440.70
O01241,P00300,1,195.00
O01241,P00313,2,486.20
O01242,P00294,1,172.80
O01243,P00301,2,397.40
O01243,P00314,3,740.40
O01244,P00308,3,673.80
O01244,P00321,1,272.70
O01244,P00334,2,641.60
O01245,P00315,1,250.50
O01246,P00322,2,552.80
O01246,P00335,3,973.50
O01247,P00329,3,906.90
O01247,P00342,1,350.40
O01247,P00355,2,797.00
O01248,P00336,1,328.20
O01249,P00343,2,708.20
O01249,P00356,3,1206.60
O01250,P00350,3,1140.00
O01250,P00363,1,428.10
O01250,P00376,2,952.40
O01251,P00357,1,405.90
O01252,P00364,2,863.60
O01252,P00377,3,1439.70
O01253,P00371,3,1373.10
O01253,P00384,1,505.80
O01253,P00397,2,1107.80
O01254,P00378,1,483.60
O01255,P00385,2,1019.00
O01255,P00398,3,1672.80
O01256,P00392,3,1606.20
O01256,P00405,1,583.50
O01256,P00418,2,1263.20
O01257,P00399,1,561.30
O01258,P00406,2,1174.40
O01258,P00419,3,1905.90
O01259,P00413,3,1839.30
O01259,P00426,1,661.20
O01259,P00439,2,1418.60
O01260,P00420,1,639.00
O01261,P00427,2,1329.80
O01261,P00440,3,2139.00
O01262,P00434,3,2072.40
O01262,P00447,1,738.90
O01262,P00460,2,1574.00
O01263,P00441,1,716.70
O01264,P00448,2,1485.20
O01264,P00461,3,2372.10
O01265,P00455,3,2305.50
O01265,P00468,1,816.60
O01265,P00481,2,1729.40
O01266,P00462,1,794.40
O01267,P00469,2,1640.60
O01267,P00482,3,2605.20
O01268,P00476,3,2538.60
O01268,P00489,1,894.30
O01268,P00502,2,34.80
O01269,P00483,1,872.10
O01270,P00490,2,1796.00
O01270,P00503,3,63.30
O01271,P00497,3,2771.70
O01271,P00510,1,47.00
O01271,P00523,2,190.20
O01272,P00504,1,24.80
O01273,P00511,2,101.40
O01273,P00524,3,296.40
O01274,P00518,3,229.80
O01274,P00531,1,124.70
O01274,P00544,2,345.60
O01275,P00525,1,102.50
O01276,P00532,2,256.80
O01276,P00545,3,529.50
O01277,P00539,3,462.90
O01277,P00552,1,202.40
O01277,P00565,2,501.00
O01278,P00546,1,180.20
O01279,P00553,2,412.20
O01279,P00566,3,762.60
O01280,P00560,3,696.00
O01280,P00573,1,280.10
O01280,P00586,2,656.40
O01281,P00567,1,257.90
O01282,P00574,2,567.60
O01282,P00587,3,995.70
O01283,P00581,3,929.10
O01283,P00594,1,357.80
O01283,P00607,2,811.80
O01284,P00588,1,335.60
O01285,P00595,2,723.00
O01285,P00608,3,1228.80
O01286,P00602,3,1162.20
O01286,P00615,1,435.50
O01286,P00628,2,967.20
O01287,P00609,1,413.30
O01288,P00616,2,878.40
O01288,P00629,3,1461.90
O01289,P00623,3,1395.30
O01289,P00636,1,513.20
O01289,P00649,2,1122.60
O01290,P00630,1,491.00
O01291,P00637,2,1033.80
O01291,P00650,3,1695.00
O01292,P00644,3,1628.40
O01292,P00657,1,590.90
O01292,P00670,2,1278.00
O01293,P00651,1,568.70
O01294,P00658,2,1189.20
O01294,P00671,3,1928.10
O01295,P00665,3,1861.50
O01295,P00678,1,668.60
O01295,P00691,2,1433.40
O01296,P00672,1,646.40
O01297,P00679,2,1344.60
O01297,P00692,3,2161.20
O01298,P00686,3,2094.60
O01298,P00699,1,746.30
O01298,P00712,2,1588.80
O01299,P00693,1,724.10
O01300,P00700,2,1500.00
O01300,P00713,3,2394.30
O01301,P00707,3,2327.70
O01301,P00720,1,824.00
O01301,P00733,2,1744.20
O01302,P00714,1,801.80
O01303,P00721,2,1655.40
O01303,P00734,3,2627.40
O01304,P00728,3,2560.80
O01304,P00741,1,901.70
O01304,P00754,2,49.60
O01305,P00735,1,879.50
O01306,P00742,2,1810.80
O01306,P00755,3,85.50
O01307,P00749,3,2793.90
O01307,P00762,1,54.40
O01307,P00775,2,205.00
O01308,P00756,1,32.20
O01309,P00763,2,116.20
O01309,P00776,3,318.60
O01310,P00770,3,252.00
O01310,P00783,1,132.10
O01310,P00796,2,360.40
O01311,P00777,1,109.90
O01312,P00784,2,271.60
O01312,P00797,3,551.70
O01313,P00791,3,485.10
O01313,P00804,1,209.80
O01313,P00817,2,515.80
O01314,P00798,1,187.60
O01315,P00805,2,427.00
O01315,P00818,3,784.80
O01316,P00812,3,718.20
O01316,P00825,1,287.50
O01316,P00838,2,671.20
O01317,P00819,1,265.30
O01318,P00826,2,582.40
O01318,P00839,3,1017.90
O01319,P00833,3,951.30
O01319,P00846,1,365.20
O01319,P00859,2,826.60
O01320,P00840,1,343.00
O01321,P00847,2,737.80
O01321,P00860,3,1251.00
O01322,P00854,3,1184.40
O01322,P00867,1,442.90
O01322,P00880,2,982.00
O01323,P00861,1,420.70
O01324,P00868,2,893.20
O01324,P00881,3,1484.10
O01325,P00875,3,1417.50
O01325,P00888,1,520.60
O01325,P00901,2,1137.40
O01326,P00882,1,498.40
O01327,P00889,2,1048.60
O01327,P00902,3,1717.20
O01328,P00896,3,1650.60
O01328,P00909,1,598.30
O01328,P00922,2,1292.80
O01329,P00903,1,576.10
O01330,P00910,2,1204.00
O01330,P00923,3,1950.30
O01331,P00917,3,1883.70
O01331,P00930,1,676.00
O01331,P00943,2,1448.20
O01332,P00924,1,653.80
O01333,P00931,2,1359.40
O01333,P00944,3,2183.40
O01334,P00938,3,2116.80
O01334,P00951,1,753.70
O01334,P00964,2,1603.60
O01335,P00945,1,731.50
O01336,P00952,2,1514.80
O01336,P00965,3,2416.50
O01337,P00959,3,2349.90
O01337,P00972,1,831.40
O01337,P00985,2,1759.00
O01338,P00966,1,809.20
O01339,P00973,2,1670.20
O01339,P00986,3,2649.60
O01340,P00980,3,2583.00
O01340,P00993,1,909.10
O01340,P01006,2,64.40
O01341,P00987,1,886.90
O01342,P00994,2,1825.60
O01342,P01007,3,107.70
O01343,P01001,3,41.10
O01343,P01014,1,61.80
O01343,P01027,2,219.80
O01344,P01008,1,39.60
O01345,P01015,2,131.00
O01345,P01028,3,340.80
O01346,P01022,3,274.20
O01346,P01035,1,139.50
O01346,P01048,2,375.20
O01347,P01029,1,117.30
O01348,P01036,2,286.40
O01348,P01049,3,573.90
O01349,P01043,3,507.30
O01349,P01056,1,217.20
O01349,P01069,2,530.60
O01350,P01050,1,195.00
O01351,P01057,2,441.80
O01351,P01070,3,807.00
O01352,P01064,3,740.40
O01352,P01077,1,294.90
O01352,P01090,2,686.00
O01353,P01071,1,272.70
O01354,P01078,2,597.20
O01354,P01091,3,1040.10
O01355,P01085,3,973.50
O01355,P01098,1,372.60
O01355,P01111,2,841.40
O01356,P01092,1,350.40
O01357,P01099,2,752.60
O01357,P01112,3,1273.20
O01358,P01106,3,1206.60
O01358,P01119,1,450.30
O01358,P01132,2,996.80
O01359,P01113,1,428.10
O01360,P01120,2,908.00
O01360,P01133,3,1506.30
O01361,P01127,3,1439.70
O01361,P01140,1,528.00
O01361,P01153,2,1152.20
O01362,P01134,1,505.80
O01363,P01141,2,1063.40
O01363,P01154,3,1739.40
O01364,P01148,3,1672.80
O01364,P01161,1,605.70
O01364,P01174,2,1307.60
O01365,P01155,1,583.50
O01366,P01162,2,1218.80
O01366,P01175,3,1972.50
O01367,P01169,3,1905.90
O01367,P01182,1,683.40
O01367,P01195,2,1463.00
O01368,P01176,1,661.20
O01369,P01183,2,1374.20
O01369,P01196,3,2205.60
O01370,P01190,3,2139.00
O01370,P00003,1,21.10
O01370,P00016,2,138.40
O01371,P01197,1,738.90
O01372,P00004,2,49.60
O01372,P00017,3,218.70
O01373,P00011,3,152.10
O01373,P00024,1,98.80
O01373,P00037,2,293.80
O01374,P00018,1,76.60
O01375,P00025,2,205.00
O01375,P00038,3,451.80
O01376,P00032,3,385.20
O01376,P00045,1,176.50
O01376,P00058,2,449.20
O01377,P00039,1,154.30
O01378,P00046,2,360.40
O01378,P00059,3,684.90
O01379,P00053,3,618.30
O01379,P00066,1,254.20
O01379,P00079,2,604.60
O01380,P00060,1,232.00
O01381,P00067,2,515.80
O01381,P00080,3,918.00
O01382,P00074,3,851.40
O01382,P00087,1,331.90
O01382,P00100,2,760.00
O01383,P00081,1,309.70
O01384,P00088,2,671.20
O01384,P00101,3,1151.10
O01385,P00095,3,1084.50
O01385,P00108,1,409.60
O01385,P00121,2,915.40
O01386,P00102,1,387.40
O01387,P00109,2,826.60
O01387,P00122,3,1384.20
O01388,P00116,3,1317.60
O01388,P00129,1,487.30
O01388,P00142,2,1070.80
O01389,P00123,1,465.10
O01390,P00130,2,982.00
O01390,P00143,3,1617.30
O01391,P00137,3,1550.70
O01391,P00150,1,565.00
O01391,P00163,2,1226.20
O01392,P00144,1,542.80
O01393,P00151,2,1137.40
O01393,P00164,3,1850.40
O01394,P00158,3,1783.80
O01394,P00171,1,642.70
O01394,P00184,2,1381.60
O01395,P00165,1,620.50
O01396,P00172,2,1292.80
O01396,P00185,3,2083.50
O01397,P00179,3,2016.90
O01397,P00192,1,720.40
O01397,P00205,2,1537.00
O01398,P00186,1,698.20
O01399,P00193,2,1448.20
O01399,P00206,3,2316.60
O01400,P00200,3,2250.00
O01400,P00213,1,798.10
O01400,P00226,2,1692.40
O01401,P00207,1,775.90
O01402,P00214,2,1603.60
O01402,P00227,3,2549.70
O01403,P00221,3,2483.10
O01403,P00234,1,875.80
O01403,P00247,2,1847.80
O01404,P00228,1,853.60
O01405,P00235,2,1759.00
O01405,P00248,3,2782.80
O01406,P00242,3,2716.20
O01406,P00255,1,28.50
O01406,P00268,2,153.20
O01407,P00249,1,931.30
O01408,P00256,2,64.40
O01408,P00269,3,240.90
O01409,P00263,3,174.30
O01409,P00276,1,106.20
O01409,P00289,2,308.60
O01410,P00270,1,84.00
O01411,P00277,2,219.80
O01411,P00290,3,474.00
O01412,P00284,3,407.40
O01412,P00297,1,183.90
O01412,P00310,2,464.00
O01413,P00291,1,161.70
O01414,P00298,2,375.20
O01414,P00311,3,707.10
O01415,P00305,3,640.50
O01415,P00318,1,261.60
O01415,P00331,2,619.40
O01416,P00312,1,239.40
O01417,P00319,2,530.60
O01417,P00332,3,940.20
O01418,P00326,3,873.60
O01418,P00339,1,339.30
O01418,P00352,2,774.80
O01419,P00333,1,317.10
O01420,P00340,2,686.00
O01420,P00353,3,1173.30
O01421,P00347,3,1106.70
O01421,P00360,1,417.00
O01421,P00373,2,930.20
O01422,P00354,1,394.80
O01423,P00361,2,841.40
O01423,P00374,3,1406.40
O01424,P00368,3,1339.80
O01424,P00381,1,494.70
O01424,P00394,2,1085.60
O01425,P00375,1,472.50
O01426,P00382,2,996.80
O01426,P00395,3,1639.50
O01427,P00389,3,1572.90
O01427,P00402,1,572.40
O01427,P00415,2,1241.00
O01428,P00396,1,550.20
O01429,P00403,2,1152.20
O01429,P00416,3,1872.60
O01430,P00410,3,1806.00
O01430,P00423,1,650.10
O01430,P00436,2,1396.40
O01431,P00417,1,627.90
O01432,P00424,2,1307.60
O01432,P00437,3,2105.70
O01433,P00431,3,2039.10
O01433,P00444,1,727.80
O01433,P00457,2,1551.80
O01434,P00438,1,705.60
O01435,P00445,2,1463.00
O01435,P00458,3,2338.80
O01436,P00452,3,2272.20
O01436,P00465,1,805.50
O01436,P00478,2,1707.20
O01437,P00459,1,783.30
O01438,P00466,2,1618.40
O01438,P00479,3,2571.90
O01439,P00473,3,2505.30
O01439,P00486,1,883.20
O01439,P00499,2,1862.60
O01440,P00480,1,861.00
O01441,P00487,2,1773.80
O01441,P00500,3,30.00
O01442,P00494,3,2738.40
O01442,P00507,1,35.90
O01442,P00520,2,168.00
O01443,P00501,1,13.70
O01444,P00508,2,79.20
O01444,P00521,3,263.10
O01445,P00515,3,196.50
O01445,P00528,1,113.60
O01445,P00541,2,323.40
O01446,P00522,1,91.40
O01447,P00529,2,234.60
O01447,P00542,3,496.20
O01448,P00536,3,429.60
O01448,P00549,1,191.30
O01448,P00562,2,478.80
O01449,P00543,1,169.10
O01450,P00550,2,390.00
O01450,P00563,3,729.30
O01451,P00557,3,662.70
O01451,P00570,1,269.00
O01451,P00583,2,634.20
O01452,P00564,1,246.80
O01453,P00571,2,545.40
O01453,P00584,3,962.40
O01454,P00578,3,895.80
O01454,P00591,1,346.70
O01454,P00604,2,789.60
O01455,P00585,1,324.50
O01456,P00592,2,700.80
O01456,P00605,3,1195.50
O01457,P00599,3,1128.90
O01457,P00612,1,424.40
O01457,P00625,2,945.00
O01458,P00606,1,402.20
O01459,P00613,2,856.20
O01459,P00626,3,1428.60
O01460,P00620,3,1362.00
O01460,P00633,1,502.10
