promotion_id,promotion_name,promotion_type,discount_amount,start_date,end_date
PR00734,Bundle Promo 00734,Bundle,33.82,2026-01-15,2026-02-14
PR00735,BOGO Promo 00735,BOGO,16.87,2026-01-16,2026-02-15
PR00736,Percent Promo 00736,Percent,25.21,2026-01-17,2026-02-16
PR00737,Amount Promo 00737,Amount,7.14,2026-01-18,2026-02-17
PR00738,Bundle Promo 00738,Bundle,8.22,2026-01-19,2026-02-18
PR00739,BOGO Promo 00739,BOGO,14.41,2026-01-20,2026-02-19
PR00740,Percent Promo 00740,Percent,32.55,2026-01-21,2026-02-20
PR00741,Amount Promo 00741,Amount,15.84,2026-01-22,2026-02-21
PR00742,Bundle Promo 00742,Bundle,26.62,2026-01-23,2026-02-22
PR00743,BOGO Promo 00743,BOGO,36.89,2026-01-24,2026-02-23
PR00744,Percent Promo 00744,Percent,15.50,2026-01-25,2026-02-24
PR00745,Amount Promo 00745,Amount,32.28,2026-01-26,2026-02-25
PR00746,Bundle Promo 00746,Bundle,10.62,2026-01-27,2026-02-26
PR00747,BOGO Promo 00747,BOGO,8.34,2026-01-28,2026-02-27
PR00748,Percent Promo 00748,Percent,36.15,2026-01-29,2026-02-28
PR00749,Amount Promo 00749,Amount,11.17,2026-01-30,2026-03-01
PR00750,Bundle Promo 00750,Bundle,11.83,2026-01-31,2026-03-02
PR00751,BOGO Promo 00751,BOGO,38.62,2026-02-01,2026-03-03
PR00752,Percent Promo 00752,Percent,39.62,2026-02-02,2026-03-04
PR00753,Amount Promo 00753,Amount,37.44,2026-02-03,2026-03-05
PR00754,Bundle Promo 00754,Bundle,23.06,2026-02-04,2026-03-06
PR00755,BOGO Promo 00755,BOGO,14.55,2026-02-05,2026-03-07
PR00756,Percent Promo 00756,Percent,25.46,2026-02-06,2026-03-08
PR00757,Amount Promo 00757,Amount,24.80,2026-02-07,2026-03-09
PR00758,Bundle Promo 00758,Bundle,13.12,2026-02-08,2026-03-10
PR00759,BOGO Promo 00759,BOGO,10.24,2026-02-09,2026-03-11
PR00760,Percent Promo 00760,Percent,22.52,2026-02-10,2026-03-12
PR00761,Amount Promo 00761,Amount,32.32,2026-02-11,2026-03-13
PR00762,Bundle Promo 00762,Bundle,15.21,2026-02-12,2026-03-14
PR00763,BOGO Promo 00763,BOGO,27.59,2026-02-13,2026-03-15
PR00764,Percent Promo 00764,Percent,10.25,2026-02-14,2026-03-16
PR00765,Amount Promo 00765,Amount,12.27,2026-02-15,2026-03-17
PR00766,Bundle Promo 00766,Bundle,10.71,2026-02-16,2026-03-18
PR00767,BOGO Promo 00767,BOGO,22.47,2026-02-17,2026-03-19
PR00768,Percent Promo 00768,Percent,18.22,2026-02-18,2026-03-20
PR00769,Amount Promo 00769,Amount,20.91,2026-02-19,2026-03-21
PR00770,Bundle Promo 00770,Bundle,38.24,2026-02-20,2026-03-22
PR00771,BOGO Promo 00771,BOGO,30.78,2026-02-21,2026-03-23
PR00772,Percent Promo 00772,Percent,12.28,2026-02-22,2026-03-24
PR00773,Amount Promo 00773,Amount,6.80,2026-02-23,2026-03-25
PR00774,Bundle Promo 00774,Bundle,23.13,2026-02-24,2026-03-26
PR00775,BOGO Promo 00775,BOGO,6.35,2026-02-25,2026-03-27
PR00776,Percent Promo 00776,Percent,39.45,2026-02-26,2026-03-28
PR00777,Amount Promo 00777,Amount,6.33,2026-02-27,2026-03-29
PR00778,Bundle Promo 00778,Bundle,7.33,2026-02-28,2026-03-30
PR00779,BOGO Promo 00779,BOGO,29.44,2026-03-01,2026-03-31
PR00780,Percent Promo 00780,Percent,27.32,2026-03-02,2026-04-01
PR00781,Amount Promo 00781,Amount,14.40,2026-03-03,2026-04-02
PR00782,Bundle Promo 00782,Bundle,8.27,2026-03-04,2026-04-03
PR00783,BOGO Promo 00783,BOGO,17.94,2026-03-05,2026-04-04
PR00784,Percent Promo 00784,Percent,9.61,2026-03-06,2026-04-05
PR00785,Amount Promo 00785,Amount,28.32,2026-03-07,2026-04-06
PR00786,Bundle Promo 00786,Bundle,9.61,2026-03-08,2026-04-07
PR00787,BOGO Promo 00787,BOGO,32.09,2026-03-09,2026-04-08
PR00788,Percent Promo 00788,Percent,37.66,2026-03-10,2026-04-09
PR00789,Amount Promo 00789,Amount,17.21,2026-03-11,2026-04-10
PR00790,Bundle Promo 00790,Bundle,39.41,2026-03-12,2026-04-11
PR00791,BOGO Promo 00791,BOGO,32.09,2026-03-13,2026-04-12
PR00792,Percent Promo 00792,Percent,22.44,2026-03-14,2026-04-13
PR00793,Amount Promo 00793,Amount,35.22,2026-03-15,2026-04-14
PR00794,Bundle Promo 00794,Bundle,27.54,2026-03-16,2026-04-15
PR00795,BOGO Promo 00795,BOGO,22.73,2026-03-17,2026-04-16
PR00796,Percent Promo 00796,Percent,30.17,2026-03-18,2026-04-17
PR00797,Amount Promo 00797,Amount,35.89,2026-03-19,2026-04-18
PR00798,Bundle Promo 00798,Bundle,27.00,2026-03-20,2026-04-19
PR00799,BOGO Promo 00799,BOGO,16.93,2026-03-21,2026-04-20
PR00800,Percent Promo 00800,Percent,19.25,2026-03-22,2026-04-21
PR00801,Amount Promo 00801,Amount,15.64,2026-03-23,2026-04-22
PR00802,Bundle Promo 00802,Bundle,31.17,2026-03-24,2026-04-23
PR00803,BOGO Promo 00803,BOGO,28.10,2026-03-25,2026-04-24
PR00804,Percent Promo 00804,Percent,37.80,2026-03-26,2026-04-25
PR00805,Amount Promo 00805,Amount,19.26,2026-03-27,2026-04-26
PR00806,Bundle Promo 00806,Bundle,10.65,2026-03-28,2026-04-27
PR00807,BOGO Promo 00807,BOGO,38.96,2026-03-29,2026-04-28
PR00808,Percent Promo 00808,Percent,30.19,2026-03-30,2026-04-29
PR00809,Amount Promo 00809,Amount,32.35,2026-03-31,2026-04-30
PR00810,Bundle Promo 00810,Bundle,25.43,2026-04-01,2026-05-01
PR00811,BOGO Promo 00811,BOGO,6.07,2026-04-02,2026-05-02
PR00812,Percent Promo 00812,Percent,17.80,2026-04-03,2026-05-03
PR00813,Amount Promo 00813,Amount,28.30,2026-04-04,2026-05-04
PR00814,Bundle Promo 00814,Bundle,29.42,2026-04-05,2026-05-05
PR00815,BOGO Promo 00815,BOGO,9.61,2026-04-06,2026-05-06
PR00816,Percent Promo 00816,Percent,14.41,2026-04-07,2026-05-07
PR00817,Amount Promo 00817,Amount,33.19,2026-04-08,2026-05-08
PR00818,Bundle Promo 00818,Bundle,38.32,2026-04-09,2026-05-09
PR00819,BOGO Promo 00819,BOGO,25.52,2026-04-10,2026-05-10
PR00820,Percent Promo 00820,Percent,25.01,2026-04-11,2026-05-11
PR00821,Amount Promo 00821,Amount,33.68,2026-04-12,2026-05-12
PR00822,Bundle Promo 00822,Bundle,30.39,2026-04-13,2026-05-13
PR00823,BOGO Promo 00823,BOGO,13.95,2026-04-14,2026-05-14
PR00824,Percent Promo 00824,Percent,13.18,2026-04-15,2026-05-15
PR00825,Amount Promo 00825,Amount,21.63,2026-04-16,2026-05-16
PR00826,Bundle Promo 00826,Bundle,11.24,2026-04-17,2026-05-17
PR00827,BOGO Promo 00827,BOGO,20.86,2026-04-18,2026-05-18
PR00828,Percent Promo 00828,Percent,8.51,2026-04-19,2026-05-19
PR00829,Amount Promo 00829,Amount,23.89,2026-04-20,2026-05-20
PR00830,Bundle Promo 00830,Bundle,21.48,2026-04-21,2026-05-21
PR00831,BOGO Promo 00831,BOGO,31.43,2026-04-22,2026-05-22
PR00832,Percent Promo 00832,Percent,5.14,2026-04-23,2026-05-23
PR00833,Amount Promo 00833,Amount,16.21,2026-04-24,2026-05-24
PR00834,Bundle Promo 00834,Bundle,25.10,2026-04-25,2026-05-25
PR00835,BOGO Promo 00835,BOGO,21.68,2026-04-26,2026-05-26
PR00836,Percent Promo 00836,Percent,17.33,2026-04-27,2026-05-27
PR00837,Amount Promo 00837,Amount,36.93,2026-04-28,2026-05-28
PR00838,Bundle Promo 00838,Bundle,24.47,2026-04-29,2026-05-29
PR00839,BOGO Promo 00839,BOGO,26.47,2026-04-30,2026-05-30
PR00840,Percent Promo 00840,Percent,25.72,2026-01-01,2026-01-31
PR00841,Amount Promo 00841,Amount,38.63,2026-01-02,2026-02-01
PR00842,Bundle Promo 00842,Bundle,17.30,2026-01-03,2026-02-02
PR00843,BOGO Promo 00843,BOGO,19.97,2026-01-04,2026-02-03
PR00844,Percent Promo 00844,Percent,29.21,2026-01-05,2026-02-04
PR00845,Amount Promo 00845,Amount,23.82,2026-01-06,2026-02-05
PR00846,Bundle Promo 00846,Bundle,25.40,2026-01-07,2026-02-06
PR00847,BOGO Promo 00847,BOGO,30.65,2026-01-08,2026-02-07
PR00848,Percent Promo 00848,Percent,7.24,2026-01-09,2026-02-08
PR00849,Amount Promo 00849,Amount,13.98,2026-01-10,2026-02-09
PR00850,Bundle Promo 00850,Bundle,18.31,2026-01-11,2026-02-10
PR00851,BOGO Promo 00851,BOGO,16.62,2026-01-12,2026-02-11
PR00852,Percent Promo 00852,Percent,8.65,2026-01-13,2026-02-12
PR00853,Amount Promo 00853,Amount,35.44,2026-01-14,2026-02-13
PR00854,Bundle Promo 00854,Bundle,34.53,2026-01-15,2026-02-14
PR00855,BOGO Promo 00855,BOGO,6.80,2026-01-16,2026-02-15
PR00856,Percent Promo 00856,Percent,21.00,2026-01-17,2026-02-16
PR00857,Amount Promo 00857,Amount,32.20,2026-01-18,2026-02-17
PR00858,Bundle Promo 00858,Bundle,12.22,2026-01-19,2026-02-18
PR00859,BOGO Promo 00859,BOGO,10.51,2026-01-20,2026-02-19
PR00860,Percent Promo 00860,Percent,18.71,2026-01-21,2026-02-20
PR00861,Amount Promo 00861,Amount,6.76,2026-01-22,2026-02-21
PR00862,Bundle Promo 00862,Bundle,11.73,2026-01-23,2026-02-22
PR00863,BOGO Promo 00863,BOGO,35.79,2026-01-24,2026-02-23
PR00864,Percent Promo 00864,Percent,27.18,2026-01-25,2026-02-24
PR00865,Amount Promo 00865,Amount,21.34,2026-01-26,2026-02-25
PR00866,Bundle Promo 00866,Bundle,33.48,2026-01-27,2026-02-26
PR00867,BOGO Promo 00867,BOGO,16.14,2026-01-28,2026-02-27
PR00868,Percent Promo 00868,Percent,39.79,2026-01-29,2026-02-28
PR00869,Amount Promo 00869,Amount,24.70,2026-01-30,2026-03-01
PR00870,Bundle Promo 00870,Bundle,30.71,2026-01-31,2026-03-02
PR00871,BOGO Promo 00871,BOGO,14.08,2026-02-01,2026-03-03
PR00872,Percent Promo 00872,Percent,39.89,2026-02-02,2026-03-04
PR00873,Amount Promo 00873,Amount,35.06,2026-02-03,2026-03-05
PR00874,Bundle Promo 00874,Bundle,36.43,2026-02-04,2026-03-06
PR00875,BOGO Promo 00875,BOGO,37.87,2026-02-05,2026-03-07
PR00876,Percent Promo 00876,Percent,32.07,2026-02-06,2026-03-08
PR00877,Amount Promo 00877,Amount,14.24,2026-02-07,2026-03-09
PR00878,Bundle Promo 00878,Bundle,13.48,2026-02-08,2026-03-10
PR00879,BOGO Promo 00879,BOGO,15.39,2026-02-09,2026-03-11
PR00880,Percent Promo 00880,Percent,36.19,2026-02-10,2026-03-12
PR00881,Amount Promo 00881,Amount,21.23,2026-02-11,2026-03-13
PR00882,Bundle Promo 00882,Bundle,13.39,2026-02-12,2026-03-14
PR00883,BOGO Promo 00883,BOGO,21.22,2026-02-13,2026-03-15
PR00884,Percent Promo 00884,Percent,37.58,2026-02-14,2026-03-16
PR00885,Amount Promo 00885,Amount,5.30,2026-02-15,2026-03-17
PR00886,Bundle Promo 00886,Bundle,36.65,2026-02-16,2026-03-18
PR00887,BOGO Promo 00887,BOGO,36.40,2026-02-17,2026-03-19
PR00888,Percent Promo 00888,Percent,17.43,2026-02-18,2026-03-20
PR00889,Amount Promo 00889,Amount,31.16,2026-02-19,2026-03-21
PR00890,Bundle Promo 00890,Bundle,29.50,2026-02-20,2026-03-22
PR00891,BOGO Promo 00891,BOGO,18.40,2026-02-21,2026-03-23
PR00892,Percent Promo 00892,Percent,21.47,2026-02-22,2026-03-24
PR00893,Amount Promo 00893,Amount,11.70,2026-02-23,2026-03-25
PR00894,Bundle Promo 00894,Bundle,39.27,2026-02-24,2026-03-26
PR00895,BOGO Promo 00895,BOGO,22.84,2026-02-25,2026-03-27
PR00896,Percent Promo 00896,Percent,24.42,2026-02-26,2026-03-28
PR00897,Amount Promo 00897,Amount,31.03,2026-02-27,2026-03-29
PR00898,Bundle Promo 00898,Bundle,24.66,2026-02-28,2026-03-30
PR00899,BOGO Promo 00899,BOGO,19.29,2026-03-01,2026-03-31
PR00900,Percent Promo 00900,Percent,8.13,2026-03-02,2026-04-01
PR00901,Amount Promo 00901,Amount,26.69,2026-03-03,2026-04-02
PR00902,Bundle Promo 00902,Bundle,38.81,2026-03-04,2026-04-03
PR00903,BOGO Promo 00903,BOGO,14.75,2026-03-05,2026-04-04
PR00904,Percent Promo 00904,Percent,9.71,2026-03-06,2026-04-05
PR00905,Amount Promo 00905,Amount,35.47,2026-03-07,2026-04-06
PR00906,Bundle Promo 00906,Bundle,12.65,2026-03-08,2026-04-07
PR00907,BOGO Promo 00907,BOGO,39.13,2026-03-09,2026-04-08
PR00908,Percent Promo 00908,Percent,39.44,2026-03-10,2026-04-09
PR00909,Amount Promo 00909,Amount,7.69,2026-03-11,2026-04-10
PR00910,Bundle Promo 00910,Bundle,36.87,2026-03-12,2026-04-11
PR00911,BOGO Promo 00911,BOGO,22.99,2026-03-13,2026-04-12
PR00912,Percent Promo 00912,Percent,38.84,2026-03-14,2026-04-13
PR00913,Amount Promo 00913,Amount,23.93,2026-03-15,2026-04-14
PR00914,Bundle Promo 00914,Bundle,31.67,2026-03-16,2026-04-15
PR00915,BOGO Promo 00915,BOGO,12.32,2026-03-17,2026-04-16
PR00916,Percent Promo 00916,Percent,28.73,2026-03-18,2026-04-17
PR00917,Amount Promo 00917,Amount,18.77,2026-03-19,2026-04-18
PR00918,Bundle Promo 00918,Bundle,22.39,2026-03-20,2026-04-19
PR00919,BOGO Promo 00919,BOGO,29.98,2026-03-21,2026-04-20
PR00920,Percent Promo 00920,Percent,38.48,2026-03-22,2026-04-21
PR00921,Amount Promo 00921,Amount,26.18,2026-03-23,2026-04-22
PR00922,Bundle Promo 00922,Bundle,13.61,2026-03-24,2026-04-23
PR00923,BOGO Promo 00923,BOGO,38.04,2026-03-25,2026-04-24
PR00924,Percent Promo 00924,Percent,11.89,2026-03-26,2026-04-25
PR00925,Amount Promo 00925,Amount,13.51,2026-03-27,2026-04-26
PR00926,Bundle Promo 00926,Bundle,33.87,2026-03-28,2026-04-27
PR00927,BOGO Promo 00927,BOGO,29.46,2026-03-29,2026-04-28
PR00928,Percent Promo 00928,Percent,31.16,2026-03-30,2026-04-29
PR00929,Amount Promo 00929,Amount,12.34,2026-03-31,2026-04-30
PR00930,Bundle Promo 00930,Bundle,16.36,2026-04-01,2026-05-01
PR00931,BOGO Promo 00931,BOGO,15.30,2026-04-02,2026-05-02
PR00932,Percent Promo 00932,Percent,25.57,2026-04-03,2026-05-03
PR00933,Amount Promo 00933,Amount,8.38,2026-04-04,2026-05-04
PR00934,Bundle Promo 00934,Bundle,26.60,2026-04-05,2026-05-05
PR00935,BOGO Promo 00935,BOGO,38.84,2026-04-06,2026-05-06
PR00936,Percent Promo 00936,Percent,18.39,2026-04-07,2026-05-07
PR00937,Amount Promo 00937,Amount,36.49,2026-04-08,2026-05-08
PR00938,Bundle Promo 00938,Bundle,14.07,2026-04-09,2026-05-09
PR00939,BOGO Promo 00939,BOGO,39.51,2026-04-10,2026-05-10
PR00940,Percent Promo 00940,Percent,33.76,2026-04-11,2026-05-11
PR00941,Amount Promo 00941,Amount,17.60,2026-04-12,2026-05-12
PR00942,Bundle Promo 00942,Bundle,6.65,2026-04-13,2026-05-13
PR00943,BOGO Promo 00943,BOGO,34.53,2026-04-14,2026-05-14
PR00944,Percent Promo 00944,Percent,26.05,2026-04-15,2026-05-15
PR00945,Amount Promo 00945,Amount,14.14,2026-04-16,2026-05-16
PR00946,Bundle Promo 00946,Bundle,6.50,2026-04-17,2026-05-17
PR00947,BOGO Promo 00947,BOGO,26.12,2026-04-18,2026-05-18
PR00948,Percent Promo 00948,Percent,15.22,2026-04-19,2026-05-19
PR00949,Amount Promo 00949,Amount,23.85,2026-04-20,2026-05-20
PR00950,Bundle Promo 00950,Bundle,34.05,2026-04-21,2026-05-21
PR00951,BOGO Promo 00951,BOGO,39.20,2026-04-22,2026-05-22
PR00952,Percent Promo 00952,Percent,6.10,2026-04-23,2026-05-23
PR00953,Amount Promo 00953,Amount,14.57,2026-04-24,2026-05-24
PR00954,Bundle Promo 00954,Bundle,19.61,2026-04-25,2026-05-25
PR00955,BOGO Promo 00955,BOGO,17.57,2026-04-26,2026-05-26
PR00956,Percent Promo 00956,Percent,37.18,2026-04-27,2026-05-27
PR00957,Amount Promo 00957,Amount,24.16,2026-04-28,2026-05-28
PR00958,Bundle Promo 00958,Bundle,24.55,2026-04-29,2026-05-29
PR00959,BOGO Promo 00959,BOGO,28.37,2026-04-30,2026-05-30
PR00960,Percent Promo 00960,Percent,7.04,2026-01-01,2026-01-31
PR00961,Amount Promo 00961,Amount,14.48,2026-01-02,2026-02-01
PR00962,Bundle Promo 00962,Bundle,22.30,2026-01-03,2026-02-02
PR00963,BOGO Promo 00963,BOGO,38.83,2026-01-04,2026-02-03
PR00964,Percent Promo 00964,Percent,37.20,2026-01-05,2026-02-04
PR00965,Amount Promo 00965,Amount,37.91,2026-01-06,2026-02-05
PR00966,Bundle Promo 00966,Bundle,6.11,2026-01-07,2026-02-06
PR00967,BOGO Promo 00967,BOGO,19.86,2026-01-08,2026-02-07
PR00968,Percent Promo 00968,Percent,25.75,2026-01-09,2026-02-08
PR00969,Amount Promo 00969,Amount,14.55,2026-01-10,2026-02-09
PR00970,Bundle Promo 00970,Bundle,13.41,2026-01-11,2026-02-10
PR00971,BOGO Promo 00971,BOGO,35.49,2026-01-12,2026-02-11
PR00972,Percent Promo 00972,Percent,16.95,2026-01-13,2026-02-12
PR00973,Amount Promo 00973,Amount,21.85,2026-01-14,2026-02-13
PR00974,Bundle Promo 00974,Bundle,13.80,2026-01-15,2026-02-14
PR00975,BOGO Promo 00975,BOGO,29.34,2026-01-16,2026-02-15
PR00976,Percent Promo 00976,Percent,35.55,2026-01-17,2026-02-16
PR00977,Amount Promo 00977,Amount,23.74,2026-01-18,2026-02-17
PR00978,Bundle Promo 00978,Bundle,15.99,2026-01-19,2026-02-18
PR00979,BOGO Promo 00979,BOGO,35.45,2026-01-20,2026-02-19
PR00980,Percent Promo 00980,Percent,37.14,2026-01-21,2026-02-20
PR00981,Amount Promo 00981,Amount,23.55,2026-01-22,2026-02-21
PR00982,Bundle Promo 00982,Bundle,26.24,2026-01-23,2026-02-22
PR00983,BOGO Promo 00983,BOGO,25.18,2026-01-24,2026-02-23
PR00984,Percent Promo 00984,Percent,32.04,2026-01-25,2026-02-24
PR00985,Amount Promo 00985,Amount,38.72,2026-01-26,2026-02-25
PR00986,Bundle Promo 00986,Bundle,31.01,2026-01-27,2026-02-26
PR00987,BOGO Promo 00987,BOGO,12.16,2026-01-28,2026-02-27
PR00988,Percent Promo 00988,Percent,35.33,2026-01-29,2026-02-28
PR00989,Amount Promo 00989,Amount,10.22,2026-01-30,2026-03-01
PR00990,Bundle Promo 00990,Bundle,29.18,2026-01-31,2026-03-02
PR00991,BOGO Promo 00991,BOGO,33.70,2026-02-01,2026-03-03
PR00992,Percent Promo 00992,Percent,10.67,2026-02-02,2026-03-04
PR00993,Amount Promo 00993,Amount,36.77,2026-02-03,2026-03-05
PR00994,Bundle Promo 00994,Bundle,5.95,2026-02-04,2026-03-06
PR00995,BOGO Promo 00995,BOGO,18.11,2026-02-05,2026-03-07
PR00996,Percent Promo 00996,Percent,8.50,2026-02-06,2026-03-08
PR00997,Amount Promo 00997,Amount,6.23,2026-02-07,2026-03-09
PR00998,Bundle Promo 00998,Bundle,23.82,2026-02-08,2026-03-10
PR00999,BOGO Promo 00999,BOGO,38.16,2026-02-09,2026-03-11
PR01000,Percent Promo 01000,Percent,31.00,2026-02-10,2026-03-12
