payment_id,order_id,payment_status,approved_amount,approved_at
PAY00774,O00774,Success,883.70,2026-05-04T18:18:00+09:00
PAY00775,O00775,Success,1762.08,2026-05-04T18:25:00+09:00
PAY00776,O00776,Success,2955.24,2026-05-04T18:32:00+09:00
PAY00777,O00777,Failed,0.00,2026-05-04T18:39:00+09:00
PAY00778,O00778,Failed,0.00,2026-05-04T18:46:00+09:00
PAY00779,O00779,Success,5087.18,2026-05-04T18:53:00+09:00
PAY00780,O00780,RetrySuccess,2186.64,2026-05-04T19:00:00+09:00
PAY00781,O00781,RetrySuccess,1100.42,2026-05-04T19:07:00+09:00
PAY00782,O00782,Success,313.15,2026-05-04T19:14:00+09:00
PAY00783,O00783,Success,1502.23,2026-05-04T19:21:00+09:00
PAY00784,O00784,Success,872.20,2026-05-04T19:28:00+09:00
PAY00785,O00785,Failed,0.00,2026-05-04T19:35:00+09:00
PAY00786,O00786,Failed,0.00,2026-05-04T19:42:00+09:00
PAY00787,O00787,Failed,0.00,2026-05-04T19:49:00+09:00
PAY00788,O00788,RetrySuccess,1798.35,2026-05-04T19:56:00+09:00
PAY00789,O00789,RetrySuccess,3970.20,2026-05-04T20:03:00+09:00
PAY00790,O00790,Success,1125.04,2026-05-04T20:10:00+09:00
PAY00791,O00791,Success,666.19,2026-05-04T20:17:00+09:00
PAY00792,O00792,Failed,0.00,2026-05-04T20:24:00+09:00
PAY00793,O00793,RetrySuccess,2465.27,2026-05-04T20:31:00+09:00
PAY00794,O00794,RetrySuccess,1801.99,2026-05-04T20:38:00+09:00
PAY00795,O00795,Success,1583.26,2026-05-04T20:45:00+09:00
PAY00796,O00796,Success,1206.82,2026-05-04T20:52:00+09:00
PAY00797,O00797,Success,2135.27,2026-05-04T20:59:00+09:00
PAY00798,O00798,Success,3490.89,2026-05-04T21:06:00+09:00
PAY00799,O00799,RetrySuccess,1322.73,2026-05-04T21:13:00+09:00
PAY00800,O00800,RetrySuccess,71.53,2026-05-04T21:20:00+09:00
PAY00801,O00801,Success,1828.28,2026-05-04T21:27:00+09:00
PAY00802,O00802,Failed,0.00,2026-05-04T21:34:00+09:00
PAY00803,O00803,RetrySuccess,718.40,2026-05-04T21:41:00+09:00
PAY00804,O00804,RetrySuccess,2547.03,2026-05-04T21:48:00+09:00
PAY00805,O00805,Success,840.74,2026-05-04T21:55:00+09:00
PAY00806,O00806,Success,1816.05,2026-05-04T22:02:00+09:00
PAY00807,O00807,RetrySuccess,584.58,2026-05-04T22:09:00+09:00
PAY00808,O00808,RetrySuccess,965.58,2026-05-04T22:16:00+09:00
PAY00809,O00809,RetrySuccess,1813.50,2026-05-04T22:23:00+09:00
PAY00810,O00810,RetrySuccess,2343.36,2026-05-04T22:30:00+09:00
PAY00811,O00811,RetrySuccess,1376.03,2026-05-04T22:37:00+09:00
PAY00812,O00812,Failed,0.00,2026-05-04T22:44:00+09:00
PAY00813,O00813,RetrySuccess,2014.14,2026-05-04T22:51:00+09:00
PAY00814,O00814,Failed,0.00,2026-05-04T22:58:00+09:00
PAY00815,O00815,Failed,0.00,2026-05-04T23:05:00+09:00
PAY00816,O00816,RetrySuccess,2464.14,2026-05-04T23:12:00+09:00
PAY00817,O00817,RetrySuccess,2652.28,2026-05-04T23:19:00+09:00
PAY00818,O00818,Success,2659.60,2026-05-04T23:26:00+09:00
PAY00819,O00819,RetrySuccess,2155.45,2026-05-04T23:33:00+09:00
PAY00820,O00820,Success,2119.37,2026-05-04T23:40:00+09:00
PAY00821,O00821,Success,3016.37,2026-05-04T23:47:00+09:00
PAY00822,O00822,RetrySuccess,901.72,2026-05-04T23:54:00+09:00
PAY00823,O00823,Success,1894.16,2026-05-05T00:01:00+09:00
PAY00824,O00824,Success,798.74,2026-05-05T00:08:00+09:00
PAY00825,O00825,Success,3425.30,2026-05-05T00:15:00+09:00
PAY00826,O00826,Failed,0.00,2026-05-05T00:22:00+09:00
PAY00827,O00827,Failed,0.00,2026-05-05T00:29:00+09:00
PAY00828,O00828,Failed,0.00,2026-05-05T00:36:00+09:00
PAY00829,O00829,RetrySuccess,1928.91,2026-05-05T00:43:00+09:00
PAY00830,O00830,Failed,0.00,2026-05-05T00:50:00+09:00
PAY00831,O00831,Success,1789.78,2026-05-05T00:57:00+09:00
PAY00832,O00832,RetrySuccess,1577.06,2026-05-05T01:04:00+09:00
PAY00833,O00833,Success,1378.91,2026-05-05T01:11:00+09:00
PAY00834,O00834,Success,1065.86,2026-05-05T01:18:00+09:00
PAY00835,O00835,Failed,0.00,2026-05-05T01:25:00+09:00
PAY00836,O00836,RetrySuccess,1607.73,2026-05-05T01:32:00+09:00
PAY00837,O00837,Success,348.92,2026-05-05T01:39:00+09:00
PAY00838,O00838,Success,860.80,2026-05-05T01:46:00+09:00
PAY00839,O00839,Failed,0.00,2026-05-05T01:53:00+09:00
PAY00840,O00840,Failed,0.00,2026-05-05T02:00:00+09:00
PAY00841,O00841,Failed,0.00,2026-05-05T02:07:00+09:00
PAY00842,O00842,Success,74.52,2026-05-05T02:14:00+09:00
PAY00843,O00843,Success,227.88,2026-05-05T02:21:00+09:00
PAY00844,O00844,Failed,0.00,2026-05-05T02:28:00+09:00
PAY00845,O00845,Success,507.00,2026-05-05T02:35:00+09:00
PAY00846,O00846,Failed,0.00,2026-05-05T02:42:00+09:00
PAY00847,O00847,Failed,0.00,2026-05-05T02:49:00+09:00
PAY00848,O00848,Success,1374.27,2026-05-05T02:56:00+09:00
PAY00849,O00849,Failed,0.00,2026-05-05T03:03:00+09:00
PAY00850,O00850,Failed,0.00,2026-05-05T03:10:00+09:00
PAY00851,O00851,Failed,0.00,2026-05-05T03:17:00+09:00
PAY00852,O00852,Failed,0.00,2026-05-05T03:24:00+09:00
PAY00853,O00853,RetrySuccess,1232.92,2026-05-05T03:31:00+09:00
PAY00854,O00854,Success,3543.31,2026-05-05T03:38:00+09:00
PAY00855,O00855,Failed,0.00,2026-05-05T03:45:00+09:00
PAY00856,O00856,RetrySuccess,2264.49,2026-05-05T03:52:00+09:00
PAY00857,O00857,Failed,0.00,2026-05-05T03:59:00+09:00
PAY00858,O00858,Failed,0.00,2026-05-05T04:06:00+09:00
PAY00859,O00859,Success,1544.83,2026-05-05T04:13:00+09:00
PAY00860,O00860,Success,2091.87,2026-05-05T04:20:00+09:00
PAY00861,O00861,RetrySuccess,1265.90,2026-05-05T04:27:00+09:00
PAY00862,O00862,Failed,0.00,2026-05-05T04:34:00+09:00
PAY00863,O00863,Success,391.24,2026-05-05T04:41:00+09:00
PAY00864,O00864,RetrySuccess,1776.55,2026-05-05T04:48:00+09:00
PAY00865,O00865,Success,1010.70,2026-05-05T04:55:00+09:00
PAY00866,O00866,RetrySuccess,2219.56,2026-05-05T05:02:00+09:00
PAY00867,O00867,Success,371.82,2026-05-05T05:09:00+09:00
PAY00868,O00868,Success,381.14,2026-05-05T05:16:00+09:00
PAY00869,O00869,Success,1026.03,2026-05-05T05:23:00+09:00
PAY00870,O00870,Failed,0.00,2026-05-05T05:30:00+09:00
PAY00871,O00871,Success,472.34,2026-05-05T05:37:00+09:00
PAY00872,O00872,Failed,0.00,2026-05-05T05:44:00+09:00
PAY00873,O00873,Failed,0.00,2026-05-05T05:51:00+09:00
PAY00874,O00874,Success,710.69,2026-05-05T05:58:00+09:00
PAY00875,O00875,Failed,0.00,2026-05-05T06:05:00+09:00
PAY00876,O00876,Success,4385.65,2026-05-05T06:12:00+09:00
PAY00877,O00877,Failed,0.00,2026-05-05T06:19:00+09:00
PAY00878,O00878,Failed,0.00,2026-05-05T06:26:00+09:00
PAY00879,O00879,Failed,0.00,2026-05-05T06:33:00+09:00
PAY00880,O00880,Success,2502.88,2026-05-05T06:40:00+09:00
PAY00881,O00881,Success,360.79,2026-05-05T06:47:00+09:00
PAY00882,O00882,Failed,0.00,2026-05-05T06:54:00+09:00
PAY00883,O00883,Success,116.79,2026-05-05T07:01:00+09:00
PAY00884,O00884,Success,1550.56,2026-05-05T07:08:00+09:00
PAY00885,O00885,Failed,0.00,2026-05-05T07:15:00+09:00
PAY00886,O00886,Failed,0.00,2026-05-05T07:22:00+09:00
PAY00887,O00887,Success,149.00,2026-05-05T07:29:00+09:00
PAY00888,O00888,RetrySuccess,2883.13,2026-05-05T07:36:00+09:00
PAY00889,O00889,Success,1154.07,2026-05-05T07:43:00+09:00
PAY00890,O00890,Failed,0.00,2026-05-05T07:50:00+09:00
PAY00891,O00891,Success,2953.79,2026-05-05T07:57:00+09:00
PAY00892,O00892,Success,3301.70,2026-05-05T08:04:00+09:00
PAY00893,O00893,Success,782.90,2026-05-05T08:11:00+09:00
PAY00894,O00894,Success,2135.25,2026-05-05T08:18:00+09:00
PAY00895,O00895,Success,1959.68,2026-05-05T08:25:00+09:00
PAY00896,O00896,Success,1163.88,2026-05-05T08:32:00+09:00
PAY00897,O00897,Success,4298.63,2026-05-05T08:39:00+09:00
PAY00898,O00898,RetrySuccess,1579.58,2026-05-05T08:46:00+09:00
PAY00899,O00899,Failed,0.00,2026-05-05T08:53:00+09:00
PAY00900,O00900,Failed,0.00,2026-05-05T09:00:00+09:00
PAY00901,O00901,Success,3270.81,2026-05-05T09:07:00+09:00
PAY00902,O00902,RetrySuccess,1490.21,2026-05-05T09:14:00+09:00
PAY00903,O00903,Failed,0.00,2026-05-05T09:21:00+09:00
PAY00904,O00904,Failed,0.00,2026-05-05T09:28:00+09:00
PAY00905,O00905,Failed,0.00,2026-05-05T09:35:00+09:00
PAY00906,O00906,RetrySuccess,380.34,2026-05-05T09:42:00+09:00
PAY00907,O00907,RetrySuccess,727.10,2026-05-05T09:49:00+09:00
PAY00908,O00908,Failed,0.00,2026-05-05T09:56:00+09:00
PAY00909,O00909,Success,4261.44,2026-05-05T10:03:00+09:00
PAY00910,O00910,Success,2014.35,2026-05-05T10:10:00+09:00
PAY00911,O00911,Success,1014.23,2026-05-05T10:17:00+09:00
PAY00912,O00912,Failed,0.00,2026-05-05T10:24:00+09:00
PAY00913,O00913,Failed,0.00,2026-05-05T10:31:00+09:00
PAY00914,O00914,Success,640.94,2026-05-05T10:38:00+09:00
PAY00915,O00915,RetrySuccess,1430.52,2026-05-05T10:45:00+09:00
PAY00916,O00916,Failed,0.00,2026-05-05T10:52:00+09:00
PAY00917,O00917,RetrySuccess,1531.27,2026-05-05T10:59:00+09:00
PAY00918,O00918,RetrySuccess,1372.54,2026-05-05T11:06:00+09:00
PAY00919,O00919,Success,2548.12,2026-05-05T11:13:00+09:00
PAY00920,O00920,Failed,0.00,2026-05-05T11:20:00+09:00
PAY00921,O00921,Success,1589.54,2026-05-05T11:27:00+09:00
PAY00922,O00922,Success,2015.28,2026-05-05T11:34:00+09:00
PAY00923,O00923,Failed,0.00,2026-05-05T11:41:00+09:00
PAY00924,O00924,Failed,0.00,2026-05-05T11:48:00+09:00
PAY00925,O00925,RetrySuccess,2404.84,2026-05-05T11:55:00+09:00
PAY00926,O00926,RetrySuccess,2312.76,2026-05-05T12:02:00+09:00
PAY00927,O00927,Failed,0.00,2026-05-05T12:09:00+09:00
PAY00928,O00928,Success,2484.60,2026-05-05T12:16:00+09:00
PAY00929,O00929,Failed,0.00,2026-05-05T12:23:00+09:00
PAY00930,O00930,Failed,0.00,2026-05-05T12:30:00+09:00
PAY00931,O00931,Success,593.49,2026-05-05T12:37:00+09:00
PAY00932,O00932,Success,146.82,2026-05-05T12:44:00+09:00
PAY00933,O00933,Success,898.61,2026-05-05T12:51:00+09:00
PAY00934,O00934,Failed,0.00,2026-05-05T12:58:00+09:00
PAY00935,O00935,Failed,0.00,2026-05-05T13:05:00+09:00
PAY00936,O00936,Success,1542.50,2026-05-05T13:12:00+09:00
PAY00937,O00937,Success,1030.09,2026-05-05T13:19:00+09:00
PAY00938,O00938,Success,543.65,2026-05-05T13:26:00+09:00
PAY00939,O00939,RetrySuccess,1439.33,2026-05-05T13:33:00+09:00
PAY00940,O00940,Failed,0.00,2026-05-05T13:40:00+09:00
PAY00941,O00941,RetrySuccess,1333.29,2026-05-05T13:47:00+09:00
PAY00942,O00942,Failed,0.00,2026-05-05T13:54:00+09:00
PAY00943,O00943,Failed,0.00,2026-05-05T14:01:00+09:00
PAY00944,O00944,Failed,0.00,2026-05-05T14:08:00+09:00
PAY00945,O00945,Failed,0.00,2026-05-05T14:15:00+09:00
PAY00946,O00946,Failed,0.00,2026-05-05T14:22:00+09:00
PAY00947,O00947,Success,702.05,2026-05-05T14:29:00+09:00
PAY00948,O00948,RetrySuccess,949.51,2026-05-05T14:36:00+09:00
PAY00949,O00949,Failed,0.00,2026-05-05T14:43:00+09:00
PAY00950,O00950,Success,1913.86,2026-05-05T14:50:00+09:00
PAY00951,O00951,Success,601.53,2026-05-05T14:57:00+09:00
PAY00952,O00952,Failed,0.00,2026-05-05T15:04:00+09:00
PAY00953,O00953,Failed,0.00,2026-05-05T15:11:00+09:00
PAY00954,O00954,Success,1706.68,2026-05-05T15:18:00+09:00
PAY00955,O00955,Failed,0.00,2026-05-05T15:25:00+09:00
PAY00956,O00956,Success,1314.43,2026-05-05T15:32:00+09:00
PAY00957,O00957,Success,3074.88,2026-05-05T15:39:00+09:00
PAY00958,O00958,Failed,0.00,2026-05-05T15:46:00+09:00
PAY00959,O00959,Success,780.13,2026-05-05T15:53:00+09:00
PAY00960,O00960,Failed,0.00,2026-05-05T16:00:00+09:00
PAY00961,O00961,Failed,0.00,2026-05-05T16:07:00+09:00
PAY00962,O00962,Success,3952.68,2026-05-05T16:14:00+09:00
PAY00963,O00963,Failed,0.00,2026-05-05T16:21:00+09:00
PAY00964,O00964,RetrySuccess,3087.10,2026-05-05T16:28:00+09:00
PAY00965,O00965,Failed,0.00,2026-05-05T16:35:00+09:00
PAY00966,O00966,Success,497.64,2026-05-05T16:42:00+09:00
PAY00967,O00967,Success,2642.87,2026-05-05T16:49:00+09:00
PAY00968,O00968,RetrySuccess,5253.63,2026-05-05T16:56:00+09:00
PAY00969,O00969,Failed,0.00,2026-05-05T17:03:00+09:00
PAY00970,O00970,Success,304.71,2026-05-05T17:10:00+09:00
PAY00971,O00971,Failed,0.00,2026-05-05T17:17:00+09:00
PAY00972,O00972,Success,2369.03,2026-05-05T17:24:00+09:00
PAY00973,O00973,Failed,0.00,2026-05-05T17:31:00+09:00
PAY00974,O00974,Failed,0.00,2026-05-05T17:38:00+09:00
PAY00975,O00975,Success,3125.93,2026-05-05T17:45:00+09:00
PAY00976,O00976,Failed,0.00,2026-05-05T17:52:00+09:00
PAY00977,O00977,Failed,0.00,2026-05-05T17:59:00+09:00
PAY00978,O00978,Failed,0.00,2026-05-05T18:06:00+09:00
PAY00979,O00979,Success,857.44,2026-05-05T18:13:00+09:00
PAY00980,O00980,RetrySuccess,667.63,2026-05-05T18:20:00+09:00
PAY00981,O00981,Success,2435.10,2026-05-05T18:27:00+09:00
PAY00982,O00982,RetrySuccess,1126.61,2026-05-05T18:34:00+09:00
PAY00983,O00983,Failed,0.00,2026-05-05T18:41:00+09:00
PAY00984,O00984,Success,680.85,2026-05-05T18:48:00+09:00
PAY00985,O00985,Success,587.28,2026-05-05T18:55:00+09:00
PAY00986,O00986,Success,3455.89,2026-05-05T19:02:00+09:00
PAY00987,O00987,Success,2244.05,2026-05-05T19:09:00+09:00
PAY00988,O00988,Failed,0.00,2026-05-05T19:16:00+09:00
PAY00989,O00989,Failed,0.00,2026-05-05T19:23:00+09:00
PAY00990,O00990,Failed,0.00,2026-05-05T19:30:00+09:00
PAY00991,O00991,RetrySuccess,776.75,2026-05-05T19:37:00+09:00
PAY00992,O00992,Failed,0.00,2026-05-05T19:44:00+09:00
PAY00993,O00993,Success,177.60,2026-05-05T19:51:00+09:00
PAY00994,O00994,Success,746.73,2026-05-05T19:58:00+09:00
PAY00995,O00995,RetrySuccess,1060.36,2026-05-05T20:05:00+09:00
PAY00996,O00996,Success,514.89,2026-05-05T20:12:00+09:00
PAY00997,O00997,Failed,0.00,2026-05-05T20:19:00+09:00
PAY00998,O00998,Success,1970.00,2026-05-05T20:26:00+09:00
PAY00999,O00999,Failed,0.00,2026-05-05T20:33:00+09:00
PAY01000,O01000,RetrySuccess,253.98,2026-05-05T20:40:00+09:00
PAY01001,O01001,Failed,0.00,2026-05-05T20:47:00+09:00
PAY01002,O01002,Success,3001.38,2026-05-05T20:54:00+09:00
PAY01003,O01003,Failed,0.00,2026-05-05T21:01:00+09:00
PAY01004,O01004,RetrySuccess,760.75,2026-05-05T21:08:00+09:00
PAY01005,O01005,RetrySuccess,568.95,2026-05-05T21:15:00+09:00
PAY01006,O01006,RetrySuccess,359.38,2026-05-05T21:22:00+09:00
PAY01007,O01007,Failed,0.00,2026-05-05T21:29:00+09:00
PAY01008,O01008,Failed,0.00,2026-05-05T21:36:00+09:00
PAY01009,O01009,RetrySuccess,1916.99,2026-05-05T21:43:00+09:00
PAY01010,O01010,Success,1417.85,2026-05-05T21:50:00+09:00
PAY01011,O01011,Success,1478.71,2026-05-05T21:57:00+09:00
PAY01012,O01012,RetrySuccess,2836.34,2026-05-05T22:04:00+09:00
PAY01013,O01013,Success,1223.81,2026-05-05T22:11:00+09:00
PAY01014,O01014,Success,1037.78,2026-05-05T22:18:00+09:00
PAY01015,O01015,Success,301.34,2026-05-05T22:25:00+09:00
PAY01016,O01016,Failed,0.00,2026-05-05T22:32:00+09:00
PAY01017,O01017,Failed,0.00,2026-05-05T22:39:00+09:00
PAY01018,O01018,Failed,0.00,2026-05-05T22:46:00+09:00
PAY01019,O01019,RetrySuccess,484.82,2026-05-05T22:53:00+09:00
PAY01020,O01020,Failed,0.00,2026-05-05T23:00:00+09:00
PAY01021,O01021,Failed,0.00,2026-05-05T23:07:00+09:00
PAY01022,O01022,RetrySuccess,2018.27,2026-05-05T23:14:00+09:00
PAY01023,O01023,Failed,0.00,2026-05-05T23:21:00+09:00
PAY01024,O01024,Success,4261.82,2026-05-05T23:28:00+09:00
PAY01025,O01025,Success,1070.44,2026-05-05T23:35:00+09:00
PAY01026,O01026,Success,1005.33,2026-05-05T23:42:00+09:00
PAY01027,O01027,Success,2560.58,2026-05-05T23:49:00+09:00
PAY01028,O01028,Success,2064.16,2026-05-05T23:56:00+09:00
PAY01029,O01029,Failed,0.00,2026-05-06T00:03:00+09:00
PAY01030,O01030,RetrySuccess,2640.41,2026-05-06T00:10:00+09:00
PAY01031,O01031,Failed,0.00,2026-05-06T00:17:00+09:00
PAY01032,O01032,Failed,0.00,2026-05-06T00:24:00+09:00
PAY01033,O01033,Failed,0.00,2026-05-06T00:31:00+09:00
PAY01034,O01034,RetrySuccess,1157.35,2026-05-06T00:38:00+09:00
PAY01035,O01035,Success,2940.28,2026-05-06T00:45:00+09:00
PAY01036,O01036,RetrySuccess,614.11,2026-05-06T00:52:00+09:00
PAY01037,O01037,Failed,0.00,2026-05-06T00:59:00+09:00
PAY01038,O01038,Failed,0.00,2026-05-06T01:06:00+09:00
PAY01039,O01039,Success,548.79,2026-05-06T01:13:00+09:00
PAY01040,O01040,Success,675.13,2026-05-06T01:20:00+09:00
PAY01041,O01041,Failed,0.00,2026-05-06T01:27:00+09:00
PAY01042,O01042,Failed,0.00,2026-05-06T01:34:00+09:00
PAY01043,O01043,Failed,0.00,2026-05-06T01:41:00+09:00
PAY01044,O01044,Success,540.58,2026-05-06T01:48:00+09:00
PAY01045,O01045,RetrySuccess,1659.99,2026-05-06T01:55:00+09:00
PAY01046,O01046,RetrySuccess,2060.99,2026-05-06T02:02:00+09:00
PAY01047,O01047,Success,2358.55,2026-05-06T02:09:00+09:00
PAY01048,O01048,Failed,0.00,2026-05-06T02:16:00+09:00
PAY01049,O01049,RetrySuccess,2275.58,2026-05-06T02:23:00+09:00
PAY01050,O01050,RetrySuccess,1083.67,2026-05-06T02:30:00+09:00
PAY01051,O01051,Failed,0.00,2026-05-06T02:37:00+09:00
PAY01052,O01052,Failed,0.00,2026-05-06T02:44:00+09:00
PAY01053,O01053,Failed,0.00,2026-05-06T02:51:00+09:00
PAY01054,O01054,Failed,0.00,2026-05-06T02:58:00+09:00
PAY01055,O01055,Failed,0.00,2026-05-06T03:05:00+09:00
PAY01056,O01056,Success,504.42,2026-05-06T03:12:00+09:00
PAY01057,O01057,Success,3581.22,2026-05-06T03:19:00+09:00
PAY01058,O01058,Success,554.81,2026-05-06T03:26:00+09:00
PAY01059,O01059,Failed,0.00,2026-05-06T03:33:00+09:00
PAY01060,O01060,Success,2995.97,2026-05-06T03:40:00+09:00
PAY01061,O01061,RetrySuccess,638.23,2026-05-06T03:47:00+09:00
PAY01062,O01062,RetrySuccess,64.43,2026-05-06T03:54:00+09:00
PAY01063,O01063,Success,878.50,2026-05-06T04:01:00+09:00
PAY01064,O01064,RetrySuccess,2965.83,2026-05-06T04:08:00+09:00
PAY01065,O01065,Success,1390.86,2026-05-06T04:15:00+09:00
PAY01066,O01066,Failed,0.00,2026-05-06T04:22:00+09:00
PAY01067,O01067,Success,925.40,2026-05-06T04:29:00+09:00
PAY01068,O01068,RetrySuccess,2822.87,2026-05-06T04:36:00+09:00
PAY01069,O01069,Failed,0.00,2026-05-06T04:43:00+09:00
PAY01070,O01070,Failed,0.00,2026-05-06T04:50:00+09:00
PAY01071,O01071,Success,2248.66,2026-05-06T04:57:00+09:00
PAY01072,O01072,Failed,0.00,2026-05-06T05:04:00+09:00
PAY01073,O01073,Success,1550.07,2026-05-06T05:11:00+09:00
PAY01074,O01074,RetrySuccess,1919.84,2026-05-06T05:18:00+09:00
PAY01075,O01075,RetrySuccess,208.45,2026-05-06T05:25:00+09:00
PAY01076,O01076,RetrySuccess,1709.90,2026-05-06T05:32:00+09:00
PAY01077,O01077,Failed,0.00,2026-05-06T05:39:00+09:00
PAY01078,O01078,Failed,0.00,2026-05-06T05:46:00+09:00
PAY01079,O01079,Success,2232.61,2026-05-06T05:53:00+09:00
PAY01080,O01080,Failed,0.00,2026-05-06T06:00:00+09:00
PAY01081,O01081,RetrySuccess,1630.23,2026-05-06T06:07:00+09:00
PAY01082,O01082,Success,653.81,2026-05-06T06:14:00+09:00
PAY01083,O01083,RetrySuccess,2319.66,2026-05-06T06:21:00+09:00
PAY01084,O01084,Success,903.07,2026-05-06T06:28:00+09:00
PAY01085,O01085,RetrySuccess,1856.55,2026-05-06T06:35:00+09:00
PAY01086,O01086,Success,3656.35,2026-05-06T06:42:00+09:00
PAY01087,O01087,Success,874.43,2026-05-06T06:49:00+09:00
PAY01088,O01088,Success,4528.83,2026-05-06T06:56:00+09:00
PAY01089,O01089,Success,1190.53,2026-05-06T07:03:00+09:00
PAY01090,O01090,Success,1669.85,2026-05-06T07:10:00+09:00
PAY01091,O01091,Success,1720.34,2026-05-06T07:17:00+09:00
PAY01092,O01092,Success,2847.57,2026-05-06T07:24:00+09:00
PAY01093,O01093,Failed,0.00,2026-05-06T07:31:00+09:00
PAY01094,O01094,Failed,0.00,2026-05-06T07:38:00+09:00
PAY01095,O01095,Success,2389.00,2026-05-06T07:45:00+09:00
PAY01096,O01096,RetrySuccess,2614.97,2026-05-06T07:52:00+09:00
PAY01097,O01097,Success,2657.27,2026-05-06T07:59:00+09:00
PAY01098,O01098,Success,1608.15,2026-05-06T08:06:00+09:00
PAY01099,O01099,Failed,0.00,2026-05-06T08:13:00+09:00
PAY01100,O01100,Success,1459.23,2026-05-06T08:20:00+09:00
PAY01101,O01101,Failed,0.00,2026-05-06T08:27:00+09:00
PAY01102,O01102,RetrySuccess,832.04,2026-05-06T08:34:00+09:00
PAY01103,O01103,RetrySuccess,1682.72,2026-05-06T08:41:00+09:00
PAY01104,O01104,Success,448.24,2026-05-06T08:48:00+09:00
PAY01105,O01105,Success,3677.96,2026-05-06T08:55:00+09:00
PAY01106,O01106,RetrySuccess,2451.35,2026-05-06T09:02:00+09:00
PAY01107,O01107,Failed,0.00,2026-05-06T09:09:00+09:00
PAY01108,O01108,Failed,0.00,2026-05-06T09:16:00+09:00
PAY01109,O01109,Success,109.93,2026-05-06T09:23:00+09:00
PAY01110,O01110,Success,1004.18,2026-05-06T09:30:00+09:00
PAY01111,O01111,Failed,0.00,2026-05-06T09:37:00+09:00
PAY01112,O01112,Failed,0.00,2026-05-06T09:44:00+09:00
PAY01113,O01113,Success,1285.08,2026-05-06T09:51:00+09:00
PAY01114,O01114,Success,1420.22,2026-05-06T09:58:00+09:00
PAY01115,O01115,RetrySuccess,3200.12,2026-05-06T10:05:00+09:00
PAY01116,O01116,Success,1113.19,2026-05-06T10:12:00+09:00
PAY01117,O01117,Success,3823.00,2026-05-06T10:19:00+09:00
PAY01118,O01118,RetrySuccess,342.49,2026-05-06T10:26:00+09:00
PAY01119,O01119,Failed,0.00,2026-05-06T10:33:00+09:00
PAY01120,O01120,Success,2531.61,2026-05-06T10:40:00+09:00
PAY01121,O01121,Failed,0.00,2026-05-06T10:47:00+09:00
PAY01122,O01122,Success,2239.58,2026-05-06T10:54:00+09:00
PAY01123,O01123,Success,1635.39,2026-05-06T11:01:00+09:00
PAY01124,O01124,Success,2392.46,2026-05-06T11:08:00+09:00
PAY01125,O01125,Success,1088.34,2026-05-06T11:15:00+09:00
PAY01126,O01126,Failed,0.00,2026-05-06T11:22:00+09:00
PAY01127,O01127,Success,1375.29,2026-05-06T11:29:00+09:00
PAY01128,O01128,Success,314.20,2026-05-06T11:36:00+09:00
PAY01129,O01129,Failed,0.00,2026-05-06T11:43:00+09:00
PAY01130,O01130,Success,2931.36,2026-05-06T11:50:00+09:00
PAY01131,O01131,Failed,0.00,2026-05-06T11:57:00+09:00
PAY01132,O01132,Success,1980.35,2026-05-06T12:04:00+09:00
PAY01133,O01133,Success,1364.59,2026-05-06T12:11:00+09:00
PAY01134,O01134,Success,91.27,2026-05-06T12:18:00+09:00
PAY01135,O01135,RetrySuccess,2964.90,2026-05-06T12:25:00+09:00
PAY01136,O01136,Success,2776.71,2026-05-06T12:32:00+09:00
PAY01137,O01137,Success,1699.81,2026-05-06T12:39:00+09:00
PAY01138,O01138,Success,2373.30,2026-05-06T12:46:00+09:00
PAY01139,O01139,RetrySuccess,2561.88,2026-05-06T12:53:00+09:00
PAY01140,O01140,Success,2510.58,2026-05-06T13:00:00+09:00
PAY01141,O01141,RetrySuccess,3280.15,2026-05-06T13:07:00+09:00
PAY01142,O01142,Failed,0.00,2026-05-06T13:14:00+09:00
PAY01143,O01143,Failed,0.00,2026-05-06T13:21:00+09:00
PAY01144,O01144,Failed,0.00,2026-05-06T13:28:00+09:00
PAY01145,O01145,Failed,0.00,2026-05-06T13:35:00+09:00
PAY01146,O01146,RetrySuccess,242.97,2026-05-06T13:42:00+09:00
PAY01147,O01147,Success,2224.15,2026-05-06T13:49:00+09:00
PAY01148,O01148,Success,1855.74,2026-05-06T13:56:00+09:00
PAY01149,O01149,Failed,0.00,2026-05-06T14:03:00+09:00
PAY01150,O01150,Failed,0.00,2026-05-06T14:10:00+09:00
PAY01151,O01151,Success,2007.01,2026-05-06T14:17:00+09:00
PAY01152,O01152,Failed,0.00,2026-05-06T14:24:00+09:00
PAY01153,O01153,RetrySuccess,3900.77,2026-05-06T14:31:00+09:00
PAY01154,O01154,Failed,0.00,2026-05-06T14:38:00+09:00
PAY01155,O01155,Success,2166.19,2026-05-06T14:45:00+09:00
PAY01156,O01156,Failed,0.00,2026-05-06T14:52:00+09:00
PAY01157,O01157,RetrySuccess,3102.54,2026-05-06T14:59:00+09:00
PAY01158,O01158,Success,1331.28,2026-05-06T15:06:00+09:00
PAY01159,O01159,RetrySuccess,2012.43,2026-05-06T15:13:00+09:00
PAY01160,O01160,Failed,0.00,2026-05-06T15:20:00+09:00
PAY01161,O01161,Failed,0.00,2026-05-06T15:27:00+09:00
PAY01162,O01162,Failed,0.00,2026-05-06T15:34:00+09:00
