order_id,customer_id,channel_id,order_date,order_status,gross_amount,discount_applied,net_amount,order_value,currency
O00605,C00362,CH0003,2026-05-24,Completed,3159.65,356.00,2803.65,2803.65,KRW
O00606,C00363,CH0001,2026-05-28,Completed,356.10,16.63,339.47,339.47,KRW
O00607,C00363,CH0003,2026-06-26,Completed,1554.40,67.49,1486.91,1486.91,KRW
O00608,C00363,CH0002,2026-05-10,Completed,4399.71,189.81,4209.90,4209.90,KRW
O00609,C00364,CH0003,2026-06-13,Completed,527.28,57.08,470.20,470.20,KRW
O00610,C00365,CH0002,2026-06-25,Completed,4345.06,620.64,3724.42,3724.42,KRW
O00611,C00365,CH0002,2026-05-29,Completed,3630.09,197.42,3432.67,3432.67,KRW
O00612,C00366,CH0004,2026-05-24,Completed,2755.47,290.24,2465.23,2465.23,KRW
O00613,C00366,CH0002,2026-06-21,Completed,2928.63,407.32,2521.31,2521.31,KRW
O00614,C00366,CH0002,2026-05-29,Completed,1436.87,203.04,1233.83,1233.83,KRW
O00615,C00367,CH0001,2026-06-15,Completed,1519.28,72.81,1446.47,1446.47,KRW
O00616,C00367,CH0003,2026-05-13,Completed,2001.58,207.47,1794.11,1794.11,KRW
O00617,C00367,CH0004,2026-05-25,Completed,2446.58,116.79,2329.79,2329.79,KRW
O00618,C00368,CH0004,2026-05-01,Completed,4809.90,268.01,4541.89,4541.89,KRW
O00619,C00368,CH0002,2026-05-07,Completed,3498.15,345.82,3152.33,3152.33,KRW
O00620,C00369,CH0001,2026-05-25,Completed,546.50,12.00,534.50,534.50,KRW
O00621,C00370,CH0002,2026-05-21,Completed,1582.82,141.05,1441.77,1441.77,KRW
O00622,C00370,CH0003,2026-05-15,Cancelled,3710.80,163.72,3547.08,3547.08,KRW
O00623,C00370,CH0002,2026-06-24,Completed,1089.78,98.21,991.57,991.57,KRW
O00624,C00371,CH0003,2026-06-28,Completed,2538.06,33.97,2504.09,2504.09,KRW
O00625,C00371,CH0002,2026-05-14,Completed,1179.40,60.67,1118.73,1118.73,KRW
O00626,C00372,CH0002,2026-05-04,Completed,1682.51,279.80,1402.71,1402.71,KRW
O00627,C00372,CH0002,2026-05-31,Completed,1161.46,118.89,1042.57,1042.57,KRW
O00628,C00372,CH0004,2026-05-08,Completed,1245.08,136.04,1109.04,1109.04,KRW
O00629,C00373,CH0001,2026-05-18,Completed,770.01,215.82,554.19,554.19,KRW
O00630,C00374,CH0001,2026-06-29,Completed,3050.16,524.49,2525.67,2525.67,KRW
O00631,C00375,CH0004,2026-05-14,Completed,3350.04,146.22,3203.82,3203.82,KRW
O00632,C00375,CH0004,2026-05-29,Completed,728.79,41.26,687.53,687.53,KRW
O00633,C00375,CH0004,2026-05-05,Completed,1718.01,171.78,1546.23,1546.23,KRW
O00634,C00376,CH0004,2026-06-26,Completed,994.96,49.28,945.68,945.68,KRW
O00635,C00376,CH0003,2026-05-09,Completed,2522.91,122.22,2400.69,2400.69,KRW
O00636,C00376,CH0001,2026-05-28,Completed,2352.74,126.08,2226.66,2226.66,KRW
O00637,C00377,CH0002,2026-05-01,Completed,2596.14,403.46,2192.68,2192.68,KRW
O00638,C00377,CH0001,2026-06-05,Completed,1661.28,384.52,1276.76,1276.76,KRW
O00639,C00378,CH0003,2026-05-19,Completed,2001.18,176.04,1825.14,1825.14,KRW
O00640,C00379,CH0003,2026-05-03,Completed,3818.24,370.88,3447.36,3447.36,KRW
O00641,C00379,CH0004,2026-05-30,Completed,1721.25,279.08,1442.17,1442.17,KRW
O00642,C00380,CH0001,2026-05-20,Completed,2066.71,55.99,2010.72,2010.72,KRW
O00643,C00381,CH0004,2026-06-05,Completed,1245.51,203.13,1042.38,1042.38,KRW
O00644,C00382,CH0002,2026-06-29,Completed,2547.65,618.15,1929.50,1929.50,KRW
O00645,C00383,CH0001,2026-05-19,Cancelled,881.39,229.90,651.49,651.49,KRW
O00646,C00384,CH0003,2026-05-07,Completed,1544.98,3.66,1541.32,1541.32,KRW
O00647,C00384,CH0004,2026-06-02,Completed,2509.28,107.69,2401.59,2401.59,KRW
O00648,C00384,CH0004,2026-06-03,Completed,3695.25,894.93,2800.32,2800.32,KRW
O00649,C00385,CH0003,2026-06-18,Completed,1092.08,3.93,1088.15,1088.15,KRW
O00650,C00386,CH0001,2026-05-26,Completed,1453.10,16.77,1436.33,1436.33,KRW
O00651,C00387,CH0001,2026-06-20,Completed,910.78,147.29,763.49,763.49,KRW
O00652,C00387,CH0003,2026-05-22,Completed,2327.30,122.42,2204.88,2204.88,KRW
O00653,C00388,CH0001,2026-05-31,Completed,575.06,155.48,419.58,419.58,KRW
O00654,C00388,CH0002,2026-06-12,Completed,263.81,44.06,219.75,219.75,KRW
O00655,C00389,CH0004,2026-05-01,Completed,241.20,53.68,187.52,187.52,KRW
O00656,C00390,CH0003,2026-05-31,Completed,3273.06,322.94,2950.12,2950.12,KRW
O00657,C00390,CH0001,2026-05-26,Completed,1135.08,62.76,1072.32,1072.32,KRW
O00658,C00391,CH0004,2026-05-01,Completed,450.08,22.29,427.79,427.79,KRW
O00659,C00392,CH0002,2026-05-31,Cancelled,1889.70,23.39,1866.31,1866.31,KRW
O00660,C00393,CH0001,2026-05-21,Completed,3117.31,505.26,2612.05,2612.05,KRW
O00661,C00394,CH0003,2026-06-25,Completed,1187.10,152.72,1034.38,1034.38,KRW
O00662,C00394,CH0002,2026-05-19,Completed,2459.24,137.07,2322.17,2322.17,KRW
O00663,C00395,CH0001,2026-06-03,Completed,1488.55,81.04,1407.51,1407.51,KRW
O00664,C00396,CH0003,2026-05-29,Completed,961.40,53.97,907.43,907.43,KRW
O00665,C00397,CH0001,2026-06-09,Completed,1647.12,80.79,1566.33,1566.33,KRW
O00666,C00397,CH0003,2026-06-09,Completed,2169.82,44.86,2124.96,2124.96,KRW
O00667,C00398,CH0004,2026-06-16,Completed,2655.53,267.87,2387.66,2387.66,KRW
O00668,C00399,CH0003,2026-06-03,Completed,1911.14,5.00,1906.14,1906.14,KRW
O00669,C00400,CH0003,2026-06-28,Completed,208.82,27.99,180.83,180.83,KRW
O00670,C00401,CH0002,2026-05-13,Completed,1565.28,156.80,1408.48,1408.48,KRW
O00671,C00402,CH0001,2026-06-05,Completed,2585.16,431.47,2153.69,2153.69,KRW
O00672,C00402,CH0002,2026-05-05,Completed,3042.17,678.49,2363.68,2363.68,KRW
O00673,C00403,CH0001,2026-05-22,Completed,1550.55,243.35,1307.20,1307.20,KRW
O00674,C00403,CH0002,2026-05-24,Completed,2773.55,70.41,2703.14,2703.14,KRW
O00675,C00404,CH0003,2026-06-03,Completed,2480.26,347.57,2132.69,2132.69,KRW
O00676,C00404,CH0002,2026-05-19,Completed,2070.81,51.81,2019.00,2019.00,KRW
O00677,C00405,CH0003,2026-05-12,Completed,4499.89,1271.81,3228.08,3228.08,KRW
O00678,C00406,CH0002,2026-05-23,Completed,1562.39,373.27,1189.12,1189.12,KRW
O00679,C00406,CH0003,2026-05-27,Completed,2504.07,129.41,2374.66,2374.66,KRW
O00680,C00406,CH0003,2026-06-28,Completed,2815.82,463.95,2351.87,2351.87,KRW
O00681,C00407,CH0003,2026-05-06,Completed,95.56,25.37,70.19,70.19,KRW
O00682,C00408,CH0001,2026-06-10,Completed,1628.61,76.73,1551.88,1551.88,KRW
O00683,C00408,CH0003,2026-06-14,Completed,3255.99,163.63,3092.36,3092.36,KRW
O00684,C00409,CH0001,2026-06-11,Completed,1066.04,136.15,929.89,929.89,KRW
O00685,C00409,CH0004,2026-06-29,Completed,1008.82,263.20,745.62,745.62,KRW
O00686,C00410,CH0004,2026-05-02,Completed,604.34,33.95,570.39,570.39,KRW
O00687,C00411,CH0001,2026-05-05,Cancelled,3361.67,25.76,3335.91,3335.91,KRW
O00688,C00411,CH0001,2026-06-10,Completed,279.00,2.38,276.62,276.62,KRW
O00689,C00411,CH0004,2026-06-15,Completed,2834.74,310.23,2524.51,2524.51,KRW
O00690,C00412,CH0003,2026-06-01,Completed,2271.80,226.48,2045.32,2045.32,KRW
O00691,C00412,CH0003,2026-05-09,Completed,1385.20,216.64,1168.56,1168.56,KRW
O00692,C00413,CH0004,2026-05-07,Completed,2994.84,654.95,2339.89,2339.89,KRW
O00693,C00414,CH0001,2026-05-06,Completed,380.32,16.89,363.43,363.43,KRW
O00694,C00414,CH0001,2026-05-18,Completed,4460.96,42.41,4418.55,4418.55,KRW
O00695,C00415,CH0002,2026-05-12,Completed,413.67,106.08,307.59,307.59,KRW
O00696,C00416,CH0002,2026-06-10,Completed,2304.98,223.50,2081.48,2081.48,KRW
O00697,C00417,CH0003,2026-05-20,Completed,403.21,88.70,314.51,314.51,KRW
O00698,C00417,CH0001,2026-06-17,Cancelled,308.88,51.73,257.15,257.15,KRW
O00699,C00418,CH0003,2026-06-17,Completed,2015.16,29.07,1986.09,1986.09,KRW
O00700,C00419,CH0003,2026-06-09,Completed,1630.51,85.88,1544.63,1544.63,KRW
O00701,C00419,CH0004,2026-05-11,Completed,1053.36,149.56,903.80,903.80,KRW
O00702,C00420,CH0002,2026-05-06,Completed,415.80,20.34,395.46,395.46,KRW
O00703,C00421,CH0001,2026-05-28,Completed,2263.14,256.72,2006.42,2006.42,KRW
O00704,C00422,CH0004,2026-05-18,Completed,1055.10,118.92,936.18,936.18,KRW
O00705,C00423,CH0004,2026-05-23,Completed,1353.48,343.23,1010.25,1010.25,KRW
O00706,C00424,CH0003,2026-06-19,Completed,1523.34,221.61,1301.73,1301.73,KRW
O00707,C00424,CH0004,2026-05-10,Completed,741.16,102.32,638.84,638.84,KRW
O00708,C00425,CH0002,2026-05-02,Completed,2735.87,116.63,2619.24,2619.24,KRW
O00709,C00425,CH0003,2026-05-03,Completed,1110.11,105.10,1005.01,1005.01,KRW
O00710,C00426,CH0001,2026-05-04,Completed,839.95,94.03,745.92,745.92,KRW
O00711,C00426,CH0002,2026-06-08,Completed,1505.19,13.06,1492.13,1492.13,KRW
O00712,C00427,CH0002,2026-06-11,Completed,875.35,37.53,837.82,837.82,KRW
O00713,C00427,CH0001,2026-06-10,Completed,1910.28,95.80,1814.48,1814.48,KRW
O00714,C00428,CH0004,2026-05-01,Completed,633.72,54.60,579.12,579.12,KRW
O00715,C00428,CH0001,2026-05-02,Completed,113.19,3.32,109.87,109.87,KRW
O00716,C00428,CH0001,2026-06-04,Completed,3445.30,66.95,3378.35,3378.35,KRW
O00717,C00429,CH0003,2026-06-20,Completed,1552.48,177.85,1374.63,1374.63,KRW
O00718,C00430,CH0004,2026-06-01,Completed,737.82,101.74,636.08,636.08,KRW
O00719,C00431,CH0002,2026-05-06,Completed,3293.52,941.95,2351.57,2351.57,KRW
O00720,C00432,CH0004,2026-05-29,Completed,1876.23,309.85,1566.38,1566.38,KRW
O00721,C00432,CH0002,2026-05-07,Completed,1461.60,201.29,1260.31,1260.31,KRW
O00722,C00433,CH0002,2026-05-10,Completed,2460.22,107.26,2352.96,2352.96,KRW
O00723,C00434,CH0003,2026-05-04,Completed,241.58,21.20,220.38,220.38,KRW
O00724,C00435,CH0002,2026-06-28,Completed,587.52,27.70,559.82,559.82,KRW
O00725,C00435,CH0004,2026-06-09,Completed,2366.13,134.78,2231.35,2231.35,KRW
O00726,C00436,CH0002,2026-06-26,Cancelled,373.02,5.60,367.42,367.42,KRW
O00727,C00436,CH0003,2026-05-06,Completed,3998.12,113.98,3884.14,3884.14,KRW
O00728,C00437,CH0004,2026-05-18,Completed,1538.98,8.13,1530.85,1530.85,KRW
O00729,C00438,CH0004,2026-05-20,Completed,1902.07,461.97,1440.10,1440.10,KRW
O00730,C00439,CH0002,2026-05-17,Completed,144.46,1.33,143.13,143.13,KRW
O00731,C00439,CH0003,2026-06-27,Completed,1485.00,147.78,1337.22,1337.22,KRW
O00732,C00439,CH0002,2026-06-07,Completed,1968.93,57.86,1911.07,1911.07,KRW
O00733,C00440,CH0004,2026-05-11,Completed,2754.01,134.65,2619.36,2619.36,KRW
O00734,C00440,CH0002,2026-06-20,Completed,577.50,25.51,551.99,551.99,KRW
O00735,C00441,CH0002,2026-06-27,Completed,514.18,70.44,443.74,443.74,KRW
O00736,C00442,CH0001,2026-06-03,Completed,2771.75,425.33,2346.42,2346.42,KRW
O00737,C00443,CH0002,2026-06-29,Completed,1707.58,467.67,1239.91,1239.91,KRW
O00738,C00443,CH0002,2026-05-10,Completed,133.38,6.70,126.68,126.68,KRW
O00739,C00444,CH0001,2026-06-26,Completed,232.74,3.53,229.21,229.21,KRW
O00740,C00445,CH0003,2026-05-23,Completed,4598.87,712.00,3886.87,3886.87,KRW
O00741,C00445,CH0001,2026-06-16,Completed,2633.46,444.28,2189.18,2189.18,KRW
O00742,C00446,CH0003,2026-06-09,Completed,1071.84,296.75,775.09,775.09,KRW
O00743,C00446,CH0002,2026-05-28,Completed,103.00,1.57,101.43,101.43,KRW
O00744,C00447,CH0004,2026-06-17,Completed,2320.99,326.60,1994.39,1994.39,KRW
O00745,C00447,CH0002,2026-05-03,Completed,2757.42,274.16,2483.26,2483.26,KRW
O00746,C00447,CH0001,2026-06-23,Completed,670.34,10.28,660.06,660.06,KRW
O00747,C00448,CH0002,2026-06-17,Completed,1548.81,415.03,1133.78,1133.78,KRW
O00748,C00449,CH0001,2026-05-31,Completed,1152.42,60.88,1091.54,1091.54,KRW
O00749,C00450,CH0002,2026-06-28,Completed,2664.62,29.65,2634.97,2634.97,KRW
O00750,C00450,CH0004,2026-06-20,Completed,1648.49,218.94,1429.55,1429.55,KRW
O00751,C00451,CH0001,2026-05-29,Completed,1197.42,35.03,1162.39,1162.39,KRW
O00752,C00451,CH0002,2026-05-05,Completed,1673.81,94.61,1579.20,1579.20,KRW
O00753,C00451,CH0001,2026-06-03,Completed,1257.25,169.15,1088.10,1088.10,KRW
O00754,C00452,CH0002,2026-06-26,Completed,1504.02,72.97,1431.05,1431.05,KRW
O00755,C00452,CH0004,2026-06-15,Completed,5718.75,299.52,5419.23,5419.23,KRW
O00756,C00452,CH0003,2026-06-26,Completed,1753.14,78.64,1674.50,1674.50,KRW
O00757,C00453,CH0003,2026-06-22,Completed,2605.66,345.71,2259.95,2259.95,KRW
O00758,C00454,CH0003,2026-06-29,Completed,4026.95,194.33,3832.62,3832.62,KRW
O00759,C00454,CH0001,2026-05-17,Completed,2300.92,241.66,2059.26,2059.26,KRW
O00760,C00455,CH0002,2026-05-01,Completed,3727.34,583.64,3143.70,3143.70,KRW
O00761,C00456,CH0002,2026-05-18,Completed,1867.50,171.34,1696.16,1696.16,KRW
O00762,C00456,CH0002,2026-05-06,Completed,669.42,33.01,636.41,636.41,KRW
O00763,C00457,CH0002,2026-06-24,Completed,1723.24,281.43,1441.81,1441.81,KRW
O00764,C00458,CH0003,2026-05-18,Completed,356.01,4.72,351.29,351.29,KRW
O00765,C00459,CH0004,2026-06-23,Completed,856.20,87.82,768.38,768.38,KRW
O00766,C00459,CH0002,2026-06-14,Completed,2666.55,74.01,2592.54,2592.54,KRW
O00767,C00459,CH0003,2026-06-05,Completed,1381.03,36.67,1344.36,1344.36,KRW
O00768,C00460,CH0002,2026-06-24,Completed,3673.79,29.26,3644.53,3644.53,KRW
O00769,C00460,CH0002,2026-05-17,Completed,893.86,41.50,852.36,852.36,KRW
O00770,C00461,CH0002,2026-06-12,Completed,1736.27,246.33,1489.94,1489.94,KRW
O00771,C00462,CH0002,2026-06-06,Completed,1724.03,89.32,1634.71,1634.71,KRW
O00772,C00462,CH0001,2026-05-25,Completed,1935.95,99.30,1836.65,1836.65,KRW
O00773,C00463,CH0001,2026-06-02,Completed,2903.69,282.82,2620.87,2620.87,KRW
O00774,C00464,CH0001,2026-05-22,Completed,1202.36,318.66,883.70,883.70,KRW
O00775,C00465,CH0002,2026-06-24,Completed,2110.72,348.64,1762.08,1762.08,KRW
O00776,C00465,CH0002,2026-06-03,Completed,3291.67,336.43,2955.24,2955.24,KRW
O00777,C00466,CH0001,2026-05-15,Completed,3047.08,423.03,2624.05,2624.05,KRW
O00778,C00466,CH0002,2026-05-22,Completed,1957.36,310.91,1646.45,1646.45,KRW
O00779,C00466,CH0003,2026-06-29,Completed,5236.50,149.32,5087.18,5087.18,KRW
O00780,C00467,CH0003,2026-06-01,Completed,2447.76,261.12,2186.64,2186.64,KRW
O00781,C00467,CH0004,2026-05-02,Completed,1156.70,56.28,1100.42,1100.42,KRW
O00782,C00467,CH0003,2026-05-06,Completed,360.87,47.72,313.15,313.15,KRW
O00783,C00468,CH0002,2026-06-12,Completed,1953.34,451.11,1502.23,1502.23,KRW
O00784,C00469,CH0003,2026-06-15,Completed,1184.58,312.38,872.20,872.20,KRW
O00785,C00470,CH0001,2026-05-10,Completed,622.40,170.27,452.13,452.13,KRW
O00786,C00471,CH0003,2026-06-08,Completed,2018.05,311.59,1706.46,1706.46,KRW
O00787,C00471,CH0002,2026-06-02,Completed,186.30,30.57,155.73,155.73,KRW
O00788,C00471,CH0001,2026-06-16,Completed,2004.19,205.84,1798.35,1798.35,KRW
O00789,C00472,CH0004,2026-06-25,Completed,4157.88,187.68,3970.20,3970.20,KRW
O00790,C00472,CH0002,2026-05-23,Completed,1289.76,164.72,1125.04,1125.04,KRW
O00791,C00472,CH0002,2026-06-17,Cancelled,850.23,184.04,666.19,666.19,KRW
O00792,C00473,CH0003,2026-05-02,Completed,1008.94,151.75,857.19,857.19,KRW
O00793,C00473,CH0001,2026-05-07,Completed,2603.39,138.12,2465.27,2465.27,KRW
O00794,C00474,CH0001,2026-05-24,Completed,1972.31,170.32,1801.99,1801.99,KRW
O00795,C00475,CH0002,2026-05-18,Completed,1826.05,242.79,1583.26,1583.26,KRW
O00796,C00475,CH0003,2026-06-17,Completed,1278.66,71.84,1206.82,1206.82,KRW
O00797,C00476,CH0004,2026-05-02,Completed,2251.09,115.82,2135.27,2135.27,KRW
O00798,C00476,CH0002,2026-05-24,Completed,3655.38,164.49,3490.89,3490.89,KRW
O00799,C00477,CH0002,2026-06-26,Completed,1731.67,408.94,1322.73,1322.73,KRW
O00800,C00478,CH0002,2026-05-31,Cancelled,94.07,22.54,71.53,71.53,KRW
O00801,C00479,CH0002,2026-06-23,Completed,2331.57,503.29,1828.28,1828.28,KRW
O00802,C00480,CH0001,2026-06-12,Cancelled,1349.94,187.26,1162.68,1162.68,KRW
O00803,C00480,CH0001,2026-05-04,Completed,752.43,34.03,718.40,718.40,KRW
O00804,C00480,CH0003,2026-05-22,Completed,2688.21,141.18,2547.03,2547.03,KRW
O00805,C00481,CH0001,2026-05-12,Completed,935.72,94.98,840.74,840.74,KRW
O00806,C00481,CH0001,2026-06-19,Completed,2091.91,275.86,1816.05,1816.05,KRW
O00807,C00482,CH0001,2026-06-08,Completed,600.78,16.20,584.58,584.58,KRW
O00808,C00483,CH0004,2026-05-22,Completed,1120.62,155.04,965.58,965.58,KRW
O00809,C00483,CH0002,2026-05-07,Completed,2124.87,311.37,1813.50,1813.50,KRW
O00810,C00484,CH0001,2026-05-16,Completed,2365.84,22.48,2343.36,2343.36,KRW
O00811,C00485,CH0004,2026-06-06,Completed,1384.11,8.08,1376.03,1376.03,KRW
O00812,C00486,CH0001,2026-05-12,Completed,1117.42,106.30,1011.12,1011.12,KRW
O00813,C00486,CH0002,2026-05-05,Completed,2109.33,95.19,2014.14,2014.14,KRW
O00814,C00486,CH0003,2026-05-30,Completed,611.11,16.41,594.70,594.70,KRW
O00815,C00487,CH0002,2026-05-04,Completed,2231.27,111.78,2119.49,2119.49,KRW
O00816,C00487,CH0003,2026-06-15,Completed,2829.51,365.37,2464.14,2464.14,KRW
O00817,C00488,CH0001,2026-06-29,Completed,2918.25,265.97,2652.28,2652.28,KRW
O00818,C00489,CH0002,2026-06-04,Completed,3440.77,781.17,2659.60,2659.60,KRW
O00819,C00489,CH0001,2026-06-26,Completed,2539.07,383.62,2155.45,2155.45,KRW
O00820,C00490,CH0003,2026-06-17,Completed,2131.77,12.40,2119.37,2119.37,KRW
O00821,C00490,CH0003,2026-06-10,Completed,3532.77,516.40,3016.37,3016.37,KRW
O00822,C00491,CH0002,2026-05-03,Completed,1009.67,107.95,901.72,901.72,KRW
O00823,C00491,CH0002,2026-05-29,Completed,2461.74,567.58,1894.16,1894.16,KRW
O00824,C00491,CH0003,2026-06-16,Completed,836.09,37.35,798.74,798.74,KRW
O00825,C00492,CH0001,2026-05-12,Completed,3506.12,80.82,3425.30,3425.30,KRW
O00826,C00493,CH0002,2026-06-29,Completed,2358.22,125.65,2232.57,2232.57,KRW
O00827,C00494,CH0001,2026-06-23,Completed,1983.45,341.98,1641.47,1641.47,KRW
O00828,C00495,CH0001,2026-06-23,Completed,409.44,70.05,339.39,339.39,KRW
O00829,C00495,CH0002,2026-05-13,Completed,2108.16,179.25,1928.91,1928.91,KRW
O00830,C00496,CH0004,2026-05-15,Completed,773.60,195.65,577.95,577.95,KRW
O00831,C00497,CH0002,2026-05-23,Completed,2004.53,214.75,1789.78,1789.78,KRW
O00832,C00498,CH0002,2026-06-18,Completed,1812.37,235.31,1577.06,1577.06,KRW
O00833,C00499,CH0001,2026-06-11,Completed,1933.40,554.49,1378.91,1378.91,KRW
O00834,C00500,CH0003,2026-05-24,Completed,1376.85,310.99,1065.86,1065.86,KRW
O00835,C00501,CH0003,2026-06-28,Completed,376.78,94.63,282.15,282.15,KRW
O00836,C00502,CH0004,2026-05-01,Completed,2105.80,498.07,1607.73,1607.73,KRW
O00837,C00503,CH0001,2026-05-15,Completed,465.48,116.56,348.92,348.92,KRW
O00838,C00504,CH0002,2026-05-09,Cancelled,1119.23,258.43,860.80,860.80,KRW
O00839,C00505,CH0001,2026-05-19,Completed,2244.85,480.93,1763.92,1763.92,KRW
O00840,C00506,CH0002,2026-05-30,Cancelled,1428.41,387.04,1041.37,1041.37,KRW
O00841,C00507,CH0001,2026-06-29,Completed,2420.76,254.85,2165.91,2165.91,KRW
O00842,C00507,CH0001,2026-05-19,Completed,83.83,9.31,74.52,74.52,KRW
O00843,C00507,CH0004,2026-05-01,Completed,240.58,12.70,227.88,227.88,KRW
O00844,C00508,CH0003,2026-06-05,Completed,2747.60,136.90,2610.70,2610.70,KRW
O00845,C00509,CH0002,2026-06-18,Completed,591.06,84.06,507.00,507.00,KRW
O00846,C00509,CH0001,2026-05-10,Completed,1552.10,205.51,1346.59,1346.59,KRW
O00847,C00510,CH0003,2026-05-05,Completed,1655.58,406.33,1249.25,1249.25,KRW
O00848,C00510,CH0004,2026-05-23,Completed,1456.84,82.57,1374.27,1374.27,KRW
O00849,C00511,CH0004,2026-05-06,Completed,1898.55,5.76,1892.79,1892.79,KRW
O00850,C00512,CH0001,2026-06-05,Completed,2715.96,299.05,2416.91,2416.91,KRW
O00851,C00512,CH0004,2026-05-05,Completed,895.86,26.76,869.10,869.10,KRW
O00852,C00512,CH0003,2026-06-19,Completed,159.33,23.59,135.74,135.74,KRW
O00853,C00513,CH0002,2026-05-24,Completed,1356.45,123.53,1232.92,1232.92,KRW
O00854,C00514,CH0003,2026-05-24,Completed,3995.53,452.22,3543.31,3543.31,KRW
O00855,C00514,CH0004,2026-06-27,Completed,852.67,42.15,810.52,810.52,KRW
O00856,C00515,CH0001,2026-05-30,Completed,2983.91,719.42,2264.49,2264.49,KRW
O00857,C00515,CH0003,2026-05-30,Completed,2602.63,337.56,2265.07,2265.07,KRW
O00858,C00516,CH0003,2026-06-14,Completed,2437.26,109.17,2328.09,2328.09,KRW
O00859,C00516,CH0004,2026-06-17,Completed,1545.24,0.41,1544.83,1544.83,KRW
O00860,C00517,CH0004,2026-06-28,Completed,2188.81,96.94,2091.87,2091.87,KRW
O00861,C00518,CH0002,2026-05-12,Completed,1330.28,64.38,1265.90,1265.90,KRW
O00862,C00518,CH0004,2026-05-04,Completed,2865.28,308.77,2556.51,2556.51,KRW
O00863,C00518,CH0002,2026-06-05,Completed,414.57,23.33,391.24,391.24,KRW
O00864,C00519,CH0003,2026-06-18,Completed,1869.04,92.49,1776.55,1776.55,KRW
O00865,C00519,CH0001,2026-06-14,Completed,1062.16,51.46,1010.70,1010.70,KRW
O00866,C00520,CH0002,2026-05-12,Completed,2480.14,260.58,2219.56,2219.56,KRW
O00867,C00520,CH0004,2026-05-11,Completed,375.22,3.40,371.82,371.82,KRW
O00868,C00520,CH0004,2026-06-22,Completed,423.34,42.20,381.14,381.14,KRW
O00869,C00521,CH0002,2026-06-17,Completed,1046.96,20.93,1026.03,1026.03,KRW
O00870,C00521,CH0004,2026-05-05,Completed,591.59,28.34,563.25,563.25,KRW
O00871,C00522,CH0001,2026-05-26,Completed,605.10,132.76,472.34,472.34,KRW
O00872,C00523,CH0002,2026-05-05,Completed,68.06,7.26,60.80,60.80,KRW
O00873,C00524,CH0002,2026-05-13,Completed,3452.48,7.58,3444.90,3444.90,KRW
O00874,C00524,CH0003,2026-05-26,Completed,914.39,203.70,710.69,710.69,KRW
O00875,C00524,CH0004,2026-05-03,Completed,3181.81,275.95,2905.86,2905.86,KRW
O00876,C00525,CH0003,2026-06-14,Completed,5666.97,1281.32,4385.65,4385.65,KRW
O00877,C00526,CH0003,2026-05-17,Completed,1678.44,475.25,1203.19,1203.19,KRW
O00878,C00527,CH0002,2026-05-21,Completed,1823.57,286.70,1536.87,1536.87,KRW
O00879,C00528,CH0003,2026-06-16,Completed,807.18,39.01,768.17,768.17,KRW
O00880,C00528,CH0002,2026-05-09,Completed,2966.66,463.78,2502.88,2502.88,KRW
O00881,C00529,CH0004,2026-06-11,Completed,403.40,42.61,360.79,360.79,KRW
O00882,C00530,CH0001,2026-06-14,Completed,2633.02,354.85,2278.17,2278.17,KRW
O00883,C00530,CH0003,2026-06-21,Completed,117.26,0.47,116.79,116.79,KRW
O00884,C00530,CH0001,2026-05-02,Completed,1632.18,81.62,1550.56,1550.56,KRW
O00885,C00531,CH0001,2026-06-10,Completed,3887.62,372.71,3514.91,3514.91,KRW
O00886,C00531,CH0001,2026-06-23,Completed,3834.90,415.98,3418.92,3418.92,KRW
O00887,C00531,CH0001,2026-05-05,Completed,176.72,27.72,149.00,149.00,KRW
O00888,C00532,CH0003,2026-06-26,Completed,3041.67,158.54,2883.13,2883.13,KRW
O00889,C00532,CH0003,2026-05-28,Completed,1222.22,68.15,1154.07,1154.07,KRW
O00890,C00533,CH0003,2026-05-14,Completed,988.98,155.83,833.15,833.15,KRW
O00891,C00534,CH0004,2026-05-16,Completed,2984.71,30.92,2953.79,2953.79,KRW
O00892,C00535,CH0001,2026-06-14,Completed,4392.56,1090.86,3301.70,3301.70,KRW
O00893,C00535,CH0001,2026-06-11,Completed,901.79,118.89,782.90,782.90,KRW
O00894,C00536,CH0001,2026-05-30,Completed,2246.33,111.08,2135.25,2135.25,KRW
O00895,C00536,CH0001,2026-05-16,Completed,2259.18,299.50,1959.68,1959.68,KRW
O00896,C00537,CH0004,2026-05-16,Completed,1585.48,421.60,1163.88,1163.88,KRW
O00897,C00538,CH0003,2026-05-21,Completed,4765.28,466.65,4298.63,4298.63,KRW
O00898,C00539,CH0003,2026-05-04,Completed,1657.42,77.84,1579.58,1579.58,KRW
O00899,C00539,CH0004,2026-05-02,Completed,2786.49,123.75,2662.74,2662.74,KRW
O00900,C00539,CH0003,2026-05-23,Completed,1187.96,24.33,1163.63,1163.63,KRW
O00901,C00540,CH0003,2026-05-19,Completed,3349.41,78.60,3270.81,3270.81,KRW
O00902,C00540,CH0001,2026-06-11,Cancelled,1647.52,157.31,1490.21,1490.21,KRW
O00903,C00540,CH0004,2026-06-01,Completed,307.91,6.76,301.15,301.15,KRW
O00904,C00541,CH0002,2026-06-17,Completed,4143.60,1064.33,3079.27,3079.27,KRW
O00905,C00542,CH0001,2026-06-25,Completed,163.42,7.10,156.32,156.32,KRW
