snapshot_id,product_id,snapshot_date,on_hand_qty,reserved_qty
S01469,P00269,2026-05-13,427,63
S01470,P00270,2026-05-14,430,65
S01471,P00271,2026-05-15,433,67
S01472,P00272,2026-05-16,436,69
S01473,P00273,2026-05-17,439,71
S01474,P00274,2026-05-18,442,73
S01475,P00275,2026-05-19,445,75
S01476,P00276,2026-05-20,448,77
S01477,P00277,2026-05-21,451,79
S01478,P00278,2026-05-22,454,81
S01479,P00279,2026-05-23,457,83
S01480,P00280,2026-05-24,460,5
S01481,P00281,2026-05-25,463,7
S01482,P00282,2026-05-26,466,9
S01483,P00283,2026-05-27,469,11
S01484,P00284,2026-05-28,472,13
S01485,P00285,2026-05-29,475,15
S01486,P00286,2026-05-30,478,17
S01487,P00287,2026-05-31,481,19
S01488,P00288,2026-05-01,484,21
S01489,P00289,2026-05-02,487,23
S01490,P00290,2026-05-03,490,25
S01491,P00291,2026-05-04,493,27
S01492,P00292,2026-05-05,496,29
S01493,P00293,2026-05-06,499,31
S01494,P00294,2026-05-07,502,33
S01495,P00295,2026-05-08,505,35
S01496,P00296,2026-05-09,508,37
S01497,P00297,2026-05-10,511,39
S01498,P00298,2026-05-11,514,41
S01499,P00299,2026-05-12,517,43
S01500,P00300,2026-05-13,20,45
S01501,P00301,2026-05-14,23,47
S01502,P00302,2026-05-15,26,49
S01503,P00303,2026-05-16,29,51
S01504,P00304,2026-05-17,32,53
S01505,P00305,2026-05-18,35,55
S01506,P00306,2026-05-19,38,57
S01507,P00307,2026-05-20,41,59
S01508,P00308,2026-05-21,44,61
S01509,P00309,2026-05-22,47,63
S01510,P00310,2026-05-23,50,65
S01511,P00311,2026-05-24,53,67
S01512,P00312,2026-05-25,56,69
S01513,P00313,2026-05-26,59,71
S01514,P00314,2026-05-27,62,73
S01515,P00315,2026-05-28,65,75
S01516,P00316,2026-05-29,68,77
S01517,P00317,2026-05-30,71,79
S01518,P00318,2026-05-31,74,81
S01519,P00319,2026-05-01,77,83
S01520,P00320,2026-05-02,80,5
S01521,P00321,2026-05-03,83,7
S01522,P00322,2026-05-04,86,9
S01523,P00323,2026-05-05,89,11
S01524,P00324,2026-05-06,92,13
S01525,P00325,2026-05-07,95,15
S01526,P00326,2026-05-08,98,17
S01527,P00327,2026-05-09,101,19
S01528,P00328,2026-05-10,104,21
S01529,P00329,2026-05-11,107,23
S01530,P00330,2026-05-12,110,25
S01531,P00331,2026-05-13,113,27
S01532,P00332,2026-05-14,116,29
S01533,P00333,2026-05-15,119,31
S01534,P00334,2026-05-16,122,33
S01535,P00335,2026-05-17,125,35
S01536,P00336,2026-05-18,128,37
S01537,P00337,2026-05-19,131,39
S01538,P00338,2026-05-20,134,41
S01539,P00339,2026-05-21,137,43
S01540,P00340,2026-05-22,140,45
S01541,P00341,2026-05-23,143,47
S01542,P00342,2026-05-24,146,49
S01543,P00343,2026-05-25,149,51
S01544,P00344,2026-05-26,152,53
S01545,P00345,2026-05-27,155,55
S01546,P00346,2026-05-28,158,57
S01547,P00347,2026-05-29,161,59
S01548,P00348,2026-05-30,164,61
S01549,P00349,2026-05-31,167,63
S01550,P00350,2026-05-01,170,65
S01551,P00351,2026-05-02,173,67
S01552,P00352,2026-05-03,176,69
S01553,P00353,2026-05-04,179,71
S01554,P00354,2026-05-05,182,73
S01555,P00355,2026-05-06,185,75
S01556,P00356,2026-05-07,188,77
S01557,P00357,2026-05-08,191,79
S01558,P00358,2026-05-09,194,81
S01559,P00359,2026-05-10,197,83
S01560,P00360,2026-05-11,200,5
S01561,P00361,2026-05-12,203,7
S01562,P00362,2026-05-13,206,9
S01563,P00363,2026-05-14,209,11
S01564,P00364,2026-05-15,212,13
S01565,P00365,2026-05-16,215,15
S01566,P00366,2026-05-17,218,17
S01567,P00367,2026-05-18,221,19
S01568,P00368,2026-05-19,224,21
S01569,P00369,2026-05-20,227,23
S01570,P00370,2026-05-21,230,25
S01571,P00371,2026-05-22,233,27
S01572,P00372,2026-05-23,236,29
S01573,P00373,2026-05-24,239,31
S01574,P00374,2026-05-25,242,33
S01575,P00375,2026-05-26,245,35
S01576,P00376,2026-05-27,248,37
S01577,P00377,2026-05-28,251,39
S01578,P00378,2026-05-29,254,41
S01579,P00379,2026-05-30,257,43
S01580,P00380,2026-05-31,260,45
S01581,P00381,2026-05-01,263,47
S01582,P00382,2026-05-02,266,49
S01583,P00383,2026-05-03,269,51
S01584,P00384,2026-05-04,272,53
S01585,P00385,2026-05-05,275,55
S01586,P00386,2026-05-06,278,57
S01587,P00387,2026-05-07,281,59
S01588,P00388,2026-05-08,284,61
S01589,P00389,2026-05-09,287,63
S01590,P00390,2026-05-10,290,65
S01591,P00391,2026-05-11,293,67
S01592,P00392,2026-05-12,296,69
S01593,P00393,2026-05-13,299,71
S01594,P00394,2026-05-14,302,73
S01595,P00395,2026-05-15,305,75
S01596,P00396,2026-05-16,308,77
S01597,P00397,2026-05-17,311,79
S01598,P00398,2026-05-18,314,81
S01599,P00399,2026-05-19,317,83
S01600,P00400,2026-05-20,320,5
S01601,P00401,2026-05-21,323,7
S01602,P00402,2026-05-22,326,9
S01603,P00403,2026-05-23,329,11
S01604,P00404,2026-05-24,332,13
S01605,P00405,2026-05-25,335,15
S01606,P00406,2026-05-26,338,17
S01607,P00407,2026-05-27,341,19
S01608,P00408,2026-05-28,344,21
S01609,P00409,2026-05-29,347,23
S01610,P00410,2026-05-30,350,25
S01611,P00411,2026-05-31,353,27
S01612,P00412,2026-05-01,356,29
S01613,P00413,2026-05-02,359,31
S01614,P00414,2026-05-03,362,33
S01615,P00415,2026-05-04,365,35
S01616,P00416,2026-05-05,368,37
S01617,P00417,2026-05-06,371,39
S01618,P00418,2026-05-07,374,41
S01619,P00419,2026-05-08,377,43
S01620,P00420,2026-05-09,380,45
S01621,P00421,2026-05-10,383,47
S01622,P00422,2026-05-11,386,49
S01623,P00423,2026-05-12,389,51
S01624,P00424,2026-05-13,392,53
S01625,P00425,2026-05-14,395,55
S01626,P00426,2026-05-15,398,57
S01627,P00427,2026-05-16,401,59
S01628,P00428,2026-05-17,404,61
S01629,P00429,2026-05-18,407,63
S01630,P00430,2026-05-19,410,65
S01631,P00431,2026-05-20,413,67
S01632,P00432,2026-05-21,416,69
S01633,P00433,2026-05-22,419,71
S01634,P00434,2026-05-23,422,73
S01635,P00435,2026-05-24,425,75
S01636,P00436,2026-05-25,428,77
S01637,P00437,2026-05-26,431,79
S01638,P00438,2026-05-27,434,81
S01639,P00439,2026-05-28,437,83
S01640,P00440,2026-05-29,440,5
S01641,P00441,2026-05-30,443,7
S01642,P00442,2026-05-31,446,9
S01643,P00443,2026-05-01,449,11
S01644,P00444,2026-05-02,452,13
S01645,P00445,2026-05-03,455,15
S01646,P00446,2026-05-04,458,17
S01647,P00447,2026-05-05,461,19
S01648,P00448,2026-05-06,464,21
S01649,P00449,2026-05-07,467,23
S01650,P00450,2026-05-08,470,25
S01651,P00451,2026-05-09,473,27
S01652,P00452,2026-05-10,476,29
S01653,P00453,2026-05-11,479,31
S01654,P00454,2026-05-12,482,33
S01655,P00455,2026-05-13,485,35
S01656,P00456,2026-05-14,488,37
S01657,P00457,2026-05-15,491,39
S01658,P00458,2026-05-16,494,41
S01659,P00459,2026-05-17,497,43
S01660,P00460,2026-05-18,500,45
S01661,P00461,2026-05-19,503,47
S01662,P00462,2026-05-20,506,49
S01663,P00463,2026-05-21,509,51
S01664,P00464,2026-05-22,512,53
S01665,P00465,2026-05-23,515,55
S01666,P00466,2026-05-24,518,57
S01667,P00467,2026-05-25,21,59
S01668,P00468,2026-05-26,24,61
S01669,P00469,2026-05-27,27,63
S01670,P00470,2026-05-28,30,65
S01671,P00471,2026-05-29,33,67
S01672,P00472,2026-05-30,36,69
S01673,P00473,2026-05-31,39,71
S01674,P00474,2026-05-01,42,73
S01675,P00475,2026-05-02,45,75
S01676,P00476,2026-05-03,48,77
S01677,P00477,2026-05-04,51,79
S01678,P00478,2026-05-05,54,81
S01679,P00479,2026-05-06,57,83
S01680,P00480,2026-05-07,60,5
S01681,P00481,2026-05-08,63,7
S01682,P00482,2026-05-09,66,9
S01683,P00483,2026-05-10,69,11
S01684,P00484,2026-05-11,72,13
S01685,P00485,2026-05-12,75,15
S01686,P00486,2026-05-13,78,17
S01687,P00487,2026-05-14,81,19
S01688,P00488,2026-05-15,84,21
S01689,P00489,2026-05-16,87,23
S01690,P00490,2026-05-17,90,25
S01691,P00491,2026-05-18,93,27
S01692,P00492,2026-05-19,96,29
S01693,P00493,2026-05-20,99,31
S01694,P00494,2026-05-21,102,33
S01695,P00495,2026-05-22,105,35
S01696,P00496,2026-05-23,108,37
S01697,P00497,2026-05-24,111,39
S01698,P00498,2026-05-25,114,41
S01699,P00499,2026-05-26,117,43
S01700,P00500,2026-05-27,120,45
S01701,P00501,2026-05-28,123,47
S01702,P00502,2026-05-29,126,49
S01703,P00503,2026-05-30,129,51
S01704,P00504,2026-05-31,132,53
S01705,P00505,2026-05-01,135,55
S01706,P00506,2026-05-02,138,57
S01707,P00507,2026-05-03,141,59
S01708,P00508,2026-05-04,144,61
S01709,P00509,2026-05-05,147,63
S01710,P00510,2026-05-06,150,65
S01711,P00511,2026-05-07,153,67
S01712,P00512,2026-05-08,156,69
S01713,P00513,2026-05-09,159,71
S01714,P00514,2026-05-10,162,73
S01715,P00515,2026-05-11,165,75
S01716,P00516,2026-05-12,168,77
S01717,P00517,2026-05-13,171,79
S01718,P00518,2026-05-14,174,81
S01719,P00519,2026-05-15,177,83
S01720,P00520,2026-05-16,180,5
S01721,P00521,2026-05-17,183,7
S01722,P00522,2026-05-18,186,9
S01723,P00523,2026-05-19,189,11
S01724,P00524,2026-05-20,192,13
S01725,P00525,2026-05-21,195,15
S01726,P00526,2026-05-22,198,17
S01727,P00527,2026-05-23,201,19
S01728,P00528,2026-05-24,204,21
S01729,P00529,2026-05-25,207,23
S01730,P00530,2026-05-26,210,25
S01731,P00531,2026-05-27,213,27
S01732,P00532,2026-05-28,216,29
S01733,P00533,2026-05-29,219,31
S01734,P00534,2026-05-30,222,33
S01735,P00535,2026-05-31,225,35
S01736,P00536,2026-05-01,228,37
S01737,P00537,2026-05-02,231,39
S01738,P00538,2026-05-03,234,41
S01739,P00539,2026-05-04,237,43
S01740,P00540,2026-05-05,240,45
S01741,P00541,2026-05-06,243,47
S01742,P00542,2026-05-07,246,49
S01743,P00543,2026-05-08,249,51
S01744,P00544,2026-05-09,252,53
S01745,P00545,2026-05-10,255,55
S01746,P00546,2026-05-11,258,57
S01747,P00547,2026-05-12,261,59
S01748,P00548,2026-05-13,264,61
S01749,P00549,2026-05-14,267,63
S01750,P00550,2026-05-15,270,65
S01751,P00551,2026-05-16,273,67
S01752,P00552,2026-05-17,276,69
S01753,P00553,2026-05-18,279,71
S01754,P00554,2026-05-19,282,73
S01755,P00555,2026-05-20,285,75
S01756,P00556,2026-05-21,288,77
S01757,P00557,2026-05-22,291,79
S01758,P00558,2026-05-23,294,81
S01759,P00559,2026-05-24,297,83
S01760,P00560,2026-05-25,300,5
S01761,P00561,2026-05-26,303,7
S01762,P00562,2026-05-27,306,9
S01763,P00563,2026-05-28,309,11
S01764,P00564,2026-05-29,312,13
S01765,P00565,2026-05-30,315,15
S01766,P00566,2026-05-31,318,17
S01767,P00567,2026-05-01,321,19
S01768,P00568,2026-05-02,324,21
S01769,P00569,2026-05-03,327,23
S01770,P00570,2026-05-04,330,25
S01771,P00571,2026-05-05,333,27
S01772,P00572,2026-05-06,336,29
S01773,P00573,2026-05-07,339,31
S01774,P00574,2026-05-08,342,33
S01775,P00575,2026-05-09,345,35
S01776,P00576,2026-05-10,348,37
S01777,P00577,2026-05-11,351,39
S01778,P00578,2026-05-12,354,41
S01779,P00579,2026-05-13,357,43
S01780,P00580,2026-05-14,360,45
S01781,P00581,2026-05-15,363,47
S01782,P00582,2026-05-16,366,49
S01783,P00583,2026-05-17,369,51
S01784,P00584,2026-05-18,372,53
S01785,P00585,2026-05-19,375,55
S01786,P00586,2026-05-20,378,57
S01787,P00587,2026-05-21,381,59
S01788,P00588,2026-05-22,384,61
S01789,P00589,2026-05-23,387,63
S01790,P00590,2026-05-24,390,65
S01791,P00591,2026-05-25,393,67
S01792,P00592,2026-05-26,396,69
S01793,P00593,2026-05-27,399,71
S01794,P00594,2026-05-28,402,73
S01795,P00595,2026-05-29,405,75
S01796,P00596,2026-05-30,408,77
S01797,P00597,2026-05-31,411,79
S01798,P00598,2026-05-01,414,81
S01799,P00599,2026-05-02,417,83
S01800,P00600,2026-05-03,420,5
S01801,P00601,2026-05-04,423,7
S01802,P00602,2026-05-05,426,9
S01803,P00603,2026-05-06,429,11
S01804,P00604,2026-05-07,432,13
S01805,P00605,2026-05-08,435,15
S01806,P00606,2026-05-09,438,17
S01807,P00607,2026-05-10,441,19
S01808,P00608,2026-05-11,444,21
S01809,P00609,2026-05-12,447,23
S01810,P00610,2026-05-13,450,25
S01811,P00611,2026-05-14,453,27
S01812,P00612,2026-05-15,456,29
S01813,P00613,2026-05-16,459,31
S01814,P00614,2026-05-17,462,33
S01815,P00615,2026-05-18,465,35
S01816,P00616,2026-05-19,468,37
S01817,P00617,2026-05-20,471,39
S01818,P00618,2026-05-21,474,41
S01819,P00619,2026-05-22,477,43
S01820,P00620,2026-05-23,480,45
S01821,P00621,2026-05-24,483,47
S01822,P00622,2026-05-25,486,49
S01823,P00623,2026-05-26,489,51
S01824,P00624,2026-05-27,492,53
S01825,P00625,2026-05-28,495,55
S01826,P00626,2026-05-29,498,57
S01827,P00627,2026-05-30,501,59
S01828,P00628,2026-05-31,504,61
S01829,P00629,2026-05-01,507,63
S01830,P00630,2026-05-02,510,65
S01831,P00631,2026-05-03,513,67
S01832,P00632,2026-05-04,516,69
S01833,P00633,2026-05-05,519,71
S01834,P00634,2026-05-06,22,73
S01835,P00635,2026-05-07,25,75
S01836,P00636,2026-05-08,28,77
S01837,P00637,2026-05-09,31,79
S01838,P00638,2026-05-10,34,81
S01839,P00639,2026-05-11,37,83
S01840,P00640,2026-05-12,40,5
S01841,P00641,2026-05-13,43,7
S01842,P00642,2026-05-14,46,9
S01843,P00643,2026-05-15,49,11
S01844,P00644,2026-05-16,52,13
S01845,P00645,2026-05-17,55,15
S01846,P00646,2026-05-18,58,17
S01847,P00647,2026-05-19,61,19
S01848,P00648,2026-05-20,64,21
S01849,P00649,2026-05-21,67,23
S01850,P00650,2026-05-22,70,25
S01851,P00651,2026-05-23,73,27
S01852,P00652,2026-05-24,76,29
S01853,P00653,2026-05-25,79,31
S01854,P00654,2026-05-26,82,33
S01855,P00655,2026-05-27,85,35
S01856,P00656,2026-05-28,88,37
S01857,P00657,2026-05-29,91,39
S01858,P00658,2026-05-30,94,41
S01859,P00659,2026-05-31,97,43
S01860,P00660,2026-05-01,100,45
S01861,P00661,2026-05-02,103,47
S01862,P00662,2026-05-03,106,49
S01863,P00663,2026-05-04,109,51
S01864,P00664,2026-05-05,112,53
S01865,P00665,2026-05-06,115,55
S01866,P00666,2026-05-07,118,57
S01867,P00667,2026-05-08,121,59
S01868,P00668,2026-05-09,124,61
S01869,P00669,2026-05-10,127,63
S01870,P00670,2026-05-11,130,65
S01871,P00671,2026-05-12,133,67
S01872,P00672,2026-05-13,136,69
S01873,P00673,2026-05-14,139,71
S01874,P00674,2026-05-15,142,73
S01875,P00675,2026-05-16,145,75
S01876,P00676,2026-05-17,148,77
S01877,P00677,2026-05-18,151,79
S01878,P00678,2026-05-19,154,81
S01879,P00679,2026-05-20,157,83
S01880,P00680,2026-05-21,160,5
S01881,P00681,2026-05-22,163,7
S01882,P00682,2026-05-23,166,9
S01883,P00683,2026-05-24,169,11
S01884,P00684,2026-05-25,172,13
S01885,P00685,2026-05-26,175,15
S01886,P00686,2026-05-27,178,17
S01887,P00687,2026-05-28,181,19
S01888,P00688,2026-05-29,184,21
S01889,P00689,2026-05-30,187,23
S01890,P00690,2026-05-31,190,25
S01891,P00691,2026-05-01,193,27
S01892,P00692,2026-05-02,196,29
S01893,P00693,2026-05-03,199,31
S01894,P00694,2026-05-04,202,33
S01895,P00695,2026-05-05,205,35
S01896,P00696,2026-05-06,208,37
S01897,P00697,2026-05-07,211,39
S01898,P00698,2026-05-08,214,41
S01899,P00699,2026-05-09,217,43
S01900,P00700,2026-05-10,220,45
S01901,P00701,2026-05-11,223,47
S01902,P00702,2026-05-12,226,49
S01903,P00703,2026-05-13,229,51
S01904,P00704,2026-05-14,232,53
S01905,P00705,2026-05-15,235,55
S01906,P00706,2026-05-16,238,57
S01907,P00707,2026-05-17,241,59
S01908,P00708,2026-05-18,244,61
S01909,P00709,2026-05-19,247,63
S01910,P00710,2026-05-20,250,65
S01911,P00711,2026-05-21,253,67
S01912,P00712,2026-05-22,256,69
S01913,P00713,2026-05-23,259,71
S01914,P00714,2026-05-24,262,73
S01915,P00715,2026-05-25,265,75
S01916,P00716,2026-05-26,268,77
S01917,P00717,2026-05-27,271,79
S01918,P00718,2026-05-28,274,81
S01919,P00719,2026-05-29,277,83
S01920,P00720,2026-05-30,280,5
S01921,P00721,2026-05-31,283,7
S01922,P00722,2026-05-01,286,9
S01923,P00723,2026-05-02,289,11
S01924,P00724,2026-05-03,292,13
S01925,P00725,2026-05-04,295,15
S01926,P00726,2026-05-05,298,17
S01927,P00727,2026-05-06,301,19
S01928,P00728,2026-05-07,304,21
S01929,P00729,2026-05-08,307,23
S01930,P00730,2026-05-09,310,25
S01931,P00731,2026-05-10,313,27
S01932,P00732,2026-05-11,316,29
S01933,P00733,2026-05-12,319,31
S01934,P00734,2026-05-13,322,33
S01935,P00735,2026-05-14,325,35
S01936,P00736,2026-05-15,328,37
S01937,P00737,2026-05-16,331,39
S01938,P00738,2026-05-17,334,41
S01939,P00739,2026-05-18,337,43
S01940,P00740,2026-05-19,340,45
S01941,P00741,2026-05-20,343,47
S01942,P00742,2026-05-21,346,49
S01943,P00743,2026-05-22,349,51
S01944,P00744,2026-05-23,352,53
S01945,P00745,2026-05-24,355,55
S01946,P00746,2026-05-25,358,57
S01947,P00747,2026-05-26,361,59
S01948,P00748,2026-05-27,364,61
S01949,P00749,2026-05-28,367,63
S01950,P00750,2026-05-29,370,65
S01951,P00751,2026-05-30,373,67
S01952,P00752,2026-05-31,376,69
S01953,P00753,2026-05-01,379,71
S01954,P00754,2026-05-02,382,73
S01955,P00755,2026-05-03,385,75
S01956,P00756,2026-05-04,388,77
S01957,P00757,2026-05-05,391,79
S01958,P00758,2026-05-06,394,81
S01959,P00759,2026-05-07,397,83
S01960,P00760,2026-05-08,400,5
S01961,P00761,2026-05-09,403,7
S01962,P00762,2026-05-10,406,9
S01963,P00763,2026-05-11,409,11
S01964,P00764,2026-05-12,412,13
S01965,P00765,2026-05-13,415,15
S01966,P00766,2026-05-14,418,17
S01967,P00767,2026-05-15,421,19
S01968,P00768,2026-05-16,424,21
S01969,P00769,2026-05-17,427,23
S01970,P00770,2026-05-18,430,25
S01971,P00771,2026-05-19,433,27
S01972,P00772,2026-05-20,436,29
S01973,P00773,2026-05-21,439,31
S01974,P00774,2026-05-22,442,33
S01975,P00775,2026-05-23,445,35
S01976,P00776,2026-05-24,448,37
S01977,P00777,2026-05-25,451,39
S01978,P00778,2026-05-26,454,41
S01979,P00779,2026-05-27,457,43
S01980,P00780,2026-05-28,460,45
S01981,P00781,2026-05-29,463,47
S01982,P00782,2026-05-30,466,49
S01983,P00783,2026-05-31,469,51
S01984,P00784,2026-05-01,472,53
S01985,P00785,2026-05-02,475,55
S01986,P00786,2026-05-03,478,57
S01987,P00787,2026-05-04,481,59
S01988,P00788,2026-05-05,484,61
S01989,P00789,2026-05-06,487,63
S01990,P00790,2026-05-07,490,65
S01991,P00791,2026-05-08,493,67
S01992,P00792,2026-05-09,496,69
S01993,P00793,2026-05-10,499,71
S01994,P00794,2026-05-11,502,73
S01995,P00795,2026-05-12,505,75
S01996,P00796,2026-05-13,508,77
S01997,P00797,2026-05-14,511,79
S01998,P00798,2026-05-15,514,81
S01999,P00799,2026-05-16,517,83
S02000,P00800,2026-05-17,20,5
S09001,P00005,2026-05-16,4,30
S09002,P00006,2026-05-16,3,25
S09003,P00001,2026-05-16,6,40
