campaign_id,order_id,customer_id,attribution_model,attributed_revenue
CA00017,O00959,C00579,MultiTouch,441.66
CA00034,O00960,C00579,MultiTouch,1787.06
CA00055,O00960,C00579,MultiTouch,860.27
CA00042,O00961,C00579,MultiTouch,617.84
CA00035,O00961,C00579,MultiTouch,794.08
CA00032,O00962,C00580,MultiTouch,2496.66
CA00009,O00962,C00580,MultiTouch,1456.02
CA00045,O00963,C00581,MultiTouch,1636.28
CA00014,O00963,C00581,MultiTouch,806.37
CA00049,O00964,C00582,MultiTouch,1739.56
CA00042,O00964,C00582,MultiTouch,1347.54
CA00025,O00965,C00582,MultiTouch,1543.66
CA00036,O00965,C00582,MultiTouch,847.29
CA00007,O00966,C00583,MultiTouch,208.20
CA00027,O00966,C00583,MultiTouch,289.44
CA00024,O00967,C00584,MultiTouch,1526.19
CA00027,O00967,C00584,MultiTouch,1116.68
CA00041,O00968,C00584,MultiTouch,2815.35
CA00018,O00968,C00584,MultiTouch,2438.28
CA00006,O00969,C00584,MultiTouch,1123.96
CA00041,O00969,C00584,MultiTouch,869.14
CA00003,O00970,C00585,MultiTouch,207.32
CA00047,O00970,C00585,MultiTouch,97.39
CA00008,O00971,C00586,MultiTouch,1166.77
CA00005,O00971,C00586,MultiTouch,596.73
CA00048,O00972,C00587,MultiTouch,1229.67
CA00017,O00972,C00587,MultiTouch,1139.36
CA00018,O00973,C00588,MultiTouch,206.63
CA00033,O00973,C00588,MultiTouch,419.19
CA00046,O00974,C00589,MultiTouch,182.27
CA00023,O00974,C00589,MultiTouch,142.78
CA00058,O00975,C00589,MultiTouch,2049.98
CA00033,O00975,C00589,MultiTouch,1075.95
CA00025,O00976,C00590,MultiTouch,553.14
CA00041,O00976,C00590,MultiTouch,620.83
CA00018,O00977,C00591,MultiTouch,1137.73
CA00049,O00977,C00591,MultiTouch,778.24
CA00034,O00978,C00591,MultiTouch,1193.51
CA00012,O00978,C00591,MultiTouch,787.20
CA00030,O00979,C00592,MultiTouch,480.26
CA00052,O00979,C00592,MultiTouch,377.18
CA00054,O00980,C00592,MultiTouch,243.84
CA00044,O00980,C00592,MultiTouch,423.79
CA00060,O00981,C00593,MultiTouch,1214.53
CA00040,O00981,C00593,MultiTouch,1220.57
CA00060,O00982,C00594,MultiTouch,636.53
CA00005,O00982,C00594,MultiTouch,490.08
CA00060,O00983,C00595,MultiTouch,658.43
CA00016,O00983,C00595,MultiTouch,1061.93
CA00055,O00984,C00595,MultiTouch,442.21
CA00019,O00984,C00595,MultiTouch,238.64
CA00013,O00985,C00596,MultiTouch,397.39
CA00058,O00985,C00596,MultiTouch,189.89
CA00029,O00986,C00596,MultiTouch,1338.49
CA00050,O00986,C00596,MultiTouch,2117.40
CA00036,O00987,C00597,MultiTouch,1225.96
CA00021,O00987,C00597,MultiTouch,1018.09
CA00005,O00988,C00598,MultiTouch,843.48
CA00018,O00988,C00598,MultiTouch,616.91
CA00003,O00989,C00598,MultiTouch,391.96
CA00040,O00989,C00598,MultiTouch,226.22
CA00054,O00990,C00599,MultiTouch,286.31
CA00027,O00990,C00599,MultiTouch,270.49
CA00025,O00991,C00600,MultiTouch,322.60
CA00050,O00991,C00600,MultiTouch,454.15
CA00024,O00992,C00601,MultiTouch,1171.52
CA00025,O00992,C00601,MultiTouch,892.36
CA00005,O00993,C00602,MultiTouch,108.36
CA00056,O00993,C00602,MultiTouch,69.24
CA00039,O00994,C00603,MultiTouch,311.61
CA00016,O00994,C00603,MultiTouch,435.12
CA00054,O00995,C00603,MultiTouch,405.18
CA00048,O00995,C00603,MultiTouch,655.18
CA00016,O00996,C00604,MultiTouch,180.66
CA00005,O00996,C00604,MultiTouch,334.23
CA00017,O00997,C00604,MultiTouch,911.55
CA00021,O00997,C00604,MultiTouch,1161.85
CA00007,O00998,C00605,MultiTouch,1325.50
CA00017,O00998,C00605,MultiTouch,644.50
CA00035,O00999,C00606,MultiTouch,1425.69
CA00047,O00999,C00606,MultiTouch,981.20
CA00054,O01000,C00607,MultiTouch,140.91
CA00036,O01000,C00607,MultiTouch,113.07
CA00034,O01001,C00608,MultiTouch,28.46
CA00033,O01001,C00608,MultiTouch,33.62
CA00044,O01002,C00609,MultiTouch,1726.18
CA00028,O01002,C00609,MultiTouch,1275.20
CA00033,O01003,C00610,MultiTouch,948.11
CA00049,O01003,C00610,MultiTouch,796.41
CA00023,O01004,C00610,MultiTouch,340.85
CA00041,O01004,C00610,MultiTouch,419.90
CA00040,O01005,C00611,MultiTouch,195.52
CA00042,O01005,C00611,MultiTouch,373.43
CA00051,O01006,C00611,MultiTouch,224.59
CA00055,O01006,C00611,MultiTouch,134.79
CA00046,O01007,C00611,MultiTouch,31.29
CA00030,O01007,C00611,MultiTouch,21.03
CA00021,O01008,C00612,MultiTouch,295.22
CA00015,O01008,C00612,MultiTouch,289.73
CA00009,O01009,C00612,MultiTouch,934.60
CA00042,O01009,C00612,MultiTouch,982.39
CA00021,O01010,C00613,MultiTouch,753.36
CA00018,O01010,C00613,MultiTouch,664.49
CA00011,O01011,C00614,MultiTouch,626.29
CA00026,O01011,C00614,MultiTouch,852.42
CA00005,O01012,C00614,MultiTouch,1862.34
CA00022,O01012,C00614,MultiTouch,974.00
CA00041,O01013,C00615,MultiTouch,632.05
CA00048,O01013,C00615,MultiTouch,591.76
CA00058,O01014,C00616,MultiTouch,450.79
CA00057,O01014,C00616,MultiTouch,586.99
CA00012,O01015,C00616,MultiTouch,183.79
CA00020,O01015,C00616,MultiTouch,117.55
CA00032,O01016,C00616,MultiTouch,348.82
CA00003,O01016,C00616,MultiTouch,687.71
CA00009,O01017,C00617,MultiTouch,61.18
CA00022,O01017,C00617,MultiTouch,85.75
CA00048,O01018,C00618,MultiTouch,230.78
CA00051,O01018,C00618,MultiTouch,526.28
CA00039,O01019,C00619,MultiTouch,165.33
CA00055,O01019,C00619,MultiTouch,319.49
CA00010,O01020,C00620,MultiTouch,394.27
CA00029,O01020,C00620,MultiTouch,780.43
CA00005,O01021,C00620,MultiTouch,1538.37
CA00003,O01021,C00620,MultiTouch,724.02
CA00036,O01022,C00621,MultiTouch,1006.87
CA00031,O01022,C00621,MultiTouch,1011.40
CA00044,O01023,C00622,MultiTouch,235.50
CA00040,O01023,C00622,MultiTouch,144.43
CA00049,O01024,C00623,MultiTouch,1854.02
CA00047,O01024,C00623,MultiTouch,2407.80
CA00027,O01025,C00623,MultiTouch,697.27
CA00004,O01025,C00623,MultiTouch,373.17
CA00047,O01026,C00624,MultiTouch,358.41
CA00038,O01026,C00624,MultiTouch,646.92
CA00052,O01027,C00624,MultiTouch,1258.89
CA00022,O01027,C00624,MultiTouch,1301.69
CA00026,O01028,C00624,MultiTouch,1308.80
CA00041,O01028,C00624,MultiTouch,755.36
CA00050,O01029,C00625,MultiTouch,1105.11
CA00030,O01029,C00625,MultiTouch,541.11
CA00044,O01030,C00625,MultiTouch,879.33
CA00033,O01030,C00625,MultiTouch,1761.08
CA00015,O01031,C00626,MultiTouch,165.82
CA00053,O01031,C00626,MultiTouch,137.17
CA00037,O01032,C00626,MultiTouch,261.88
CA00020,O01032,C00626,MultiTouch,464.15
CA00020,O01033,C00627,MultiTouch,361.74
CA00037,O01033,C00627,MultiTouch,803.24
CA00027,O01034,C00628,MultiTouch,593.74
CA00054,O01034,C00628,MultiTouch,563.61
CA00052,O01035,C00628,MultiTouch,1530.35
CA00011,O01035,C00628,MultiTouch,1409.93
CA00023,O01036,C00629,MultiTouch,316.80
CA00045,O01036,C00629,MultiTouch,297.31
CA00003,O01037,C00629,MultiTouch,1297.85
CA00001,O01037,C00629,MultiTouch,744.61
CA00058,O01038,C00630,MultiTouch,588.48
CA00038,O01038,C00630,MultiTouch,306.54
CA00051,O01039,C00630,MultiTouch,370.00
CA00020,O01039,C00630,MultiTouch,178.79
CA00055,O01040,C00631,MultiTouch,470.09
CA00047,O01040,C00631,MultiTouch,205.04
CA00035,O01041,C00631,MultiTouch,829.30
CA00022,O01041,C00631,MultiTouch,491.26
CA00006,O01042,C00632,MultiTouch,944.17
CA00050,O01042,C00632,MultiTouch,1587.56
CA00028,O01043,C00632,MultiTouch,2397.54
CA00032,O01043,C00632,MultiTouch,1760.65
CA00031,O01044,C00633,MultiTouch,334.51
CA00016,O01044,C00633,MultiTouch,206.07
CA00023,O01045,C00634,MultiTouch,562.33
CA00007,O01045,C00634,MultiTouch,1097.66
CA00031,O01046,C00634,MultiTouch,822.65
CA00039,O01046,C00634,MultiTouch,1238.34
CA00033,O01047,C00635,MultiTouch,1570.67
CA00055,O01047,C00635,MultiTouch,787.88
CA00022,O01048,C00636,MultiTouch,1434.74
CA00004,O01048,C00636,MultiTouch,2270.06
CA00004,O01049,C00636,MultiTouch,1255.74
CA00002,O01049,C00636,MultiTouch,1019.84
CA00033,O01050,C00636,MultiTouch,665.37
CA00040,O01050,C00636,MultiTouch,418.30
CA00056,O01051,C00637,MultiTouch,1370.23
CA00015,O01051,C00637,MultiTouch,629.73
CA00045,O01052,C00638,MultiTouch,135.11
CA00023,O01052,C00638,MultiTouch,194.53
CA00040,O01053,C00639,MultiTouch,527.97
CA00047,O01053,C00639,MultiTouch,630.17
CA00034,O01054,C00640,MultiTouch,1613.56
CA00024,O01054,C00640,MultiTouch,1332.27
CA00023,O01055,C00640,MultiTouch,85.40
CA00045,O01055,C00640,MultiTouch,42.40
CA00005,O01056,C00641,MultiTouch,202.78
CA00015,O01056,C00641,MultiTouch,301.64
CA00015,O01057,C00642,MultiTouch,2139.66
CA00047,O01057,C00642,MultiTouch,1441.56
CA00002,O01058,C00642,MultiTouch,351.86
CA00032,O01058,C00642,MultiTouch,202.95
CA00033,O01059,C00643,MultiTouch,749.57
CA00018,O01059,C00643,MultiTouch,455.06
CA00001,O01060,C00643,MultiTouch,1125.63
CA00007,O01060,C00643,MultiTouch,1870.34
CA00059,O01061,C00644,MultiTouch,308.30
CA00048,O01061,C00644,MultiTouch,329.93
CA00017,O01062,C00644,MultiTouch,26.99
CA00031,O01062,C00644,MultiTouch,37.44
CA00026,O01063,C00644,MultiTouch,306.87
CA00056,O01063,C00644,MultiTouch,571.63
CA00001,O01064,C00645,MultiTouch,1222.13
CA00041,O01064,C00645,MultiTouch,1743.70
CA00005,O01065,C00645,MultiTouch,605.61
CA00013,O01065,C00645,MultiTouch,785.25
CA00008,O01066,C00646,MultiTouch,619.17
CA00051,O01066,C00646,MultiTouch,752.63
CA00051,O01067,C00646,MultiTouch,290.68
CA00035,O01067,C00646,MultiTouch,634.72
CA00057,O01068,C00646,MultiTouch,1360.59
CA00018,O01068,C00646,MultiTouch,1462.28
CA00058,O01069,C00647,MultiTouch,58.47
CA00049,O01069,C00647,MultiTouch,90.59
CA00013,O01070,C00647,MultiTouch,912.84
CA00004,O01070,C00647,MultiTouch,704.68
CA00058,O01071,C00648,MultiTouch,1209.94
CA00043,O01071,C00648,MultiTouch,1038.72
CA00034,O01072,C00649,MultiTouch,2190.58
CA00040,O01072,C00649,MultiTouch,2132.15
CA00001,O01073,C00649,MultiTouch,609.35
CA00049,O01073,C00649,MultiTouch,940.72
CA00022,O01074,C00650,MultiTouch,974.84
CA00025,O01074,C00650,MultiTouch,945.00
CA00015,O01075,C00650,MultiTouch,92.43
CA00014,O01075,C00650,MultiTouch,116.02
CA00045,O01076,C00651,MultiTouch,1005.65
CA00003,O01076,C00651,MultiTouch,704.25
CA00041,O01077,C00652,MultiTouch,628.16
CA00012,O01077,C00652,MultiTouch,580.54
CA00038,O01078,C00652,MultiTouch,561.19
CA00058,O01078,C00652,MultiTouch,838.89
CA00004,O01079,C00653,MultiTouch,883.48
CA00027,O01079,C00653,MultiTouch,1349.13
CA00048,O01080,C00654,MultiTouch,1204.74
CA00024,O01080,C00654,MultiTouch,1578.43
CA00035,O01081,C00654,MultiTouch,1035.19
CA00046,O01081,C00654,MultiTouch,595.04
CA00045,O01082,C00655,MultiTouch,344.96
CA00012,O01082,C00655,MultiTouch,308.85
CA00048,O01083,C00656,MultiTouch,1400.93
CA00015,O01083,C00656,MultiTouch,918.73
CA00014,O01084,C00656,MultiTouch,305.18
CA00010,O01084,C00656,MultiTouch,597.89
CA00047,O01085,C00656,MultiTouch,634.70
CA00007,O01085,C00656,MultiTouch,1221.85
CA00020,O01086,C00657,MultiTouch,1811.08
CA00055,O01086,C00657,MultiTouch,1845.27
CA00013,O01087,C00658,MultiTouch,509.71
CA00004,O01087,C00658,MultiTouch,364.72
CA00042,O01088,C00659,MultiTouch,1587.94
CA00051,O01088,C00659,MultiTouch,2940.89
CA00028,O01089,C00659,MultiTouch,798.75
CA00027,O01089,C00659,MultiTouch,391.78
CA00018,O01090,C00660,MultiTouch,979.32
CA00003,O01090,C00660,MultiTouch,690.53
CA00047,O01091,C00661,MultiTouch,520.99
CA00024,O01091,C00661,MultiTouch,1199.35
CA00037,O01092,C00662,MultiTouch,987.40
CA00056,O01092,C00662,MultiTouch,1860.17
CA00050,O01093,C00663,MultiTouch,423.44
CA00008,O01093,C00663,MultiTouch,567.33
CA00001,O01094,C00664,MultiTouch,841.04
CA00047,O01094,C00664,MultiTouch,1044.16
CA00016,O01095,C00664,MultiTouch,794.47
CA00028,O01095,C00664,MultiTouch,1594.53
CA00058,O01096,C00665,MultiTouch,1606.84
CA00056,O01096,C00665,MultiTouch,1008.13
CA00041,O01097,C00665,MultiTouch,1701.51
CA00060,O01097,C00665,MultiTouch,955.76
CA00022,O01098,C00666,MultiTouch,756.05
CA00017,O01098,C00666,MultiTouch,852.10
CA00009,O01099,C00667,MultiTouch,872.61
CA00028,O01099,C00667,MultiTouch,915.92
CA00058,O01100,C00668,MultiTouch,967.96
CA00044,O01100,C00668,MultiTouch,491.27
CA00001,O01101,C00668,MultiTouch,177.77
CA00029,O01101,C00668,MultiTouch,219.51
CA00045,O01102,C00668,MultiTouch,334.59
CA00036,O01102,C00668,MultiTouch,497.45
CA00056,O01103,C00669,MultiTouch,1075.16
CA00002,O01103,C00669,MultiTouch,607.56
CA00051,O01104,C00670,MultiTouch,305.26
CA00054,O01104,C00670,MultiTouch,142.98
CA00029,O01105,C00670,MultiTouch,2344.47
CA00059,O01105,C00670,MultiTouch,1333.49
CA00043,O01106,C00671,MultiTouch,870.64
CA00028,O01106,C00671,MultiTouch,1580.71
CA00026,O01107,C00672,MultiTouch,803.02
CA00049,O01107,C00672,MultiTouch,1656.87
CA00008,O01108,C00672,MultiTouch,1025.13
CA00018,O01108,C00672,MultiTouch,476.72
CA00051,O01109,C00673,MultiTouch,51.16
CA00011,O01109,C00673,MultiTouch,58.77
CA00017,O01110,C00673,MultiTouch,651.57
CA00038,O01110,C00673,MultiTouch,352.61
CA00032,O01111,C00673,MultiTouch,448.79
CA00024,O01111,C00673,MultiTouch,238.74
CA00024,O01112,C00674,MultiTouch,289.41
CA00056,O01112,C00674,MultiTouch,234.35
CA00004,O01113,C00675,MultiTouch,539.92
CA00034,O01113,C00675,MultiTouch,745.16
CA00008,O01114,C00675,MultiTouch,915.25
CA00016,O01114,C00675,MultiTouch,504.97
CA00058,O01115,C00676,MultiTouch,1754.39
CA00014,O01115,C00676,MultiTouch,1445.73
CA00005,O01116,C00676,MultiTouch,697.23
CA00026,O01116,C00676,MultiTouch,415.96
CA00044,O01117,C00676,MultiTouch,1230.94
CA00038,O01117,C00676,MultiTouch,2592.06
CA00055,O01118,C00677,MultiTouch,112.00
CA00015,O01118,C00677,MultiTouch,230.49
CA00025,O01119,C00677,MultiTouch,2998.29
CA00058,O01119,C00677,MultiTouch,1285.02
CA00039,O01120,C00677,MultiTouch,915.08
CA00034,O01120,C00677,MultiTouch,1616.53
CA00004,O01121,C00678,MultiTouch,578.81
CA00012,O01121,C00678,MultiTouch,1260.93
CA00004,O01122,C00679,MultiTouch,900.03
CA00057,O01122,C00679,MultiTouch,1339.55
CA00052,O01123,C00680,MultiTouch,592.12
CA00057,O01123,C00680,MultiTouch,1043.27
CA00005,O01124,C00681,MultiTouch,847.07
CA00057,O01124,C00681,MultiTouch,1545.39
CA00021,O01125,C00682,MultiTouch,626.08
CA00020,O01125,C00682,MultiTouch,462.26
CA00030,O01126,C00682,MultiTouch,1801.74
CA00054,O01126,C00682,MultiTouch,1801.94
CA00007,O01127,C00683,MultiTouch,449.94
CA00047,O01127,C00683,MultiTouch,925.35
CA00060,O01128,C00683,MultiTouch,214.16
CA00018,O01128,C00683,MultiTouch,100.04
CA00008,O01129,C00683,MultiTouch,811.43
CA00016,O01129,C00683,MultiTouch,628.53
CA00050,O01130,C00684,MultiTouch,1155.39
CA00003,O01130,C00684,MultiTouch,1775.97
CA00047,O01131,C00684,MultiTouch,502.64
CA00060,O01131,C00684,MultiTouch,670.81
CA00018,O01132,C00685,MultiTouch,918.15
CA00045,O01132,C00685,MultiTouch,1062.20
CA00024,O01133,C00685,MultiTouch,887.55
CA00043,O01133,C00685,MultiTouch,477.04
CA00006,O01134,C00686,MultiTouch,43.67
CA00010,O01134,C00686,MultiTouch,47.60
CA00052,O01135,C00686,MultiTouch,1488.37
CA00056,O01135,C00686,MultiTouch,1476.53
CA00018,O01136,C00687,MultiTouch,994.85
CA00024,O01136,C00687,MultiTouch,1781.86
CA00003,O01137,C00687,MultiTouch,594.60
CA00011,O01137,C00687,MultiTouch,1105.21
CA00007,O01138,C00687,MultiTouch,1167.64
CA00046,O01138,C00687,MultiTouch,1205.66
CA00056,O01139,C00688,MultiTouch,1063.19
CA00004,O01139,C00688,MultiTouch,1498.69
CA00045,O01140,C00688,MultiTouch,1177.99
CA00058,O01140,C00688,MultiTouch,1332.59
CA00045,O01141,C00688,MultiTouch,1370.49
CA00058,O01141,C00688,MultiTouch,1909.66
CA00011,O01142,C00689,MultiTouch,1083.64
CA00055,O01142,C00689,MultiTouch,2118.36
CA00004,O01143,C00690,MultiTouch,260.40
CA00041,O01143,C00690,MultiTouch,444.86
CA00007,O01144,C00691,MultiTouch,1156.12
CA00036,O01144,C00691,MultiTouch,1111.01
CA00031,O01145,C00692,MultiTouch,1325.55
CA00041,O01145,C00692,MultiTouch,752.58
CA00057,O01146,C00692,MultiTouch,135.84
CA00029,O01146,C00692,MultiTouch,107.13
CA00038,O01147,C00693,MultiTouch,1066.67
CA00011,O01147,C00693,MultiTouch,1157.48
CA00053,O01148,C00693,MultiTouch,1295.40
CA00052,O01148,C00693,MultiTouch,560.34
CA00053,O01149,C00694,MultiTouch,98.37
CA00047,O01149,C00694,MultiTouch,137.63
CA00011,O01150,C00694,MultiTouch,561.18
CA00021,O01150,C00694,MultiTouch,789.42
CA00039,O01151,C00695,MultiTouch,918.07
CA00059,O01151,C00695,MultiTouch,1088.94
CA00004,O01152,C00695,MultiTouch,878.18
CA00032,O01152,C00695,MultiTouch,458.28
CA00049,O01153,C00695,MultiTouch,1769.64
CA00031,O01153,C00695,MultiTouch,2131.13
CA00043,O01154,C00696,MultiTouch,506.23
CA00039,O01154,C00696,MultiTouch,1142.32
CA00012,O01155,C00696,MultiTouch,782.45
CA00060,O01155,C00696,MultiTouch,1383.74
CA00047,O01156,C00696,MultiTouch,1609.82
CA00023,O01156,C00696,MultiTouch,1644.95
CA00057,O01157,C00697,MultiTouch,1374.06
CA00027,O01157,C00697,MultiTouch,1728.48
CA00025,O01158,C00698,MultiTouch,563.02
CA00016,O01158,C00698,MultiTouch,768.26
CA00024,O01159,C00699,MultiTouch,867.31
CA00002,O01159,C00699,MultiTouch,1145.12
CA00017,O01160,C00700,MultiTouch,1174.57
CA00040,O01160,C00700,MultiTouch,2667.05
CA00023,O01161,C00700,MultiTouch,220.06
CA00046,O01161,C00700,MultiTouch,94.61
CA00052,O01162,C00700,MultiTouch,826.50
CA00025,O01162,C00700,MultiTouch,1128.50
CA00025,O01163,C00701,MultiTouch,1672.60
CA00056,O01163,C00701,MultiTouch,1226.86
CA00048,O01164,C00702,MultiTouch,2068.46
CA00004,O01164,C00702,MultiTouch,1441.01
CA00018,O01165,C00703,MultiTouch,282.55
CA00029,O01165,C00703,MultiTouch,246.47
CA00046,O01166,C00704,MultiTouch,397.36
CA00014,O01166,C00704,MultiTouch,826.14
CA00060,O01167,C00705,MultiTouch,101.41
CA00040,O01167,C00705,MultiTouch,223.67
CA00012,O01168,C00705,MultiTouch,982.95
CA00060,O01168,C00705,MultiTouch,1166.98
CA00026,O01169,C00706,MultiTouch,858.93
CA00001,O01169,C00706,MultiTouch,500.30
CA00048,O01170,C00707,MultiTouch,2256.15
CA00060,O01170,C00707,MultiTouch,1816.55
CA00041,O01171,C00707,MultiTouch,913.38
CA00056,O01171,C00707,MultiTouch,642.63
CA00031,O01172,C00708,MultiTouch,351.56
CA00016,O01172,C00708,MultiTouch,535.88
CA00057,O01173,C00709,MultiTouch,1190.17
CA00027,O01173,C00709,MultiTouch,1709.45
CA00051,O01174,C00710,MultiTouch,408.67
CA00010,O01174,C00710,MultiTouch,574.42
CA00006,O01175,C00710,MultiTouch,396.26
CA00019,O01175,C00710,MultiTouch,285.32
CA00034,O01176,C00711,MultiTouch,816.91
CA00004,O01176,C00711,MultiTouch,1397.79
CA00029,O01177,C00712,MultiTouch,915.48
CA00044,O01177,C00712,MultiTouch,541.08
CA00051,O01178,C00712,MultiTouch,133.42
CA00059,O01178,C00712,MultiTouch,131.10
CA00010,O01179,C00712,MultiTouch,620.39
CA00047,O01179,C00712,MultiTouch,433.45
CA00025,O01180,C00713,MultiTouch,677.35
CA00030,O01180,C00713,MultiTouch,1366.49
CA00037,O01181,C00713,MultiTouch,111.78
CA00045,O01181,C00713,MultiTouch,144.47
CA00056,O01182,C00713,MultiTouch,1759.32
CA00040,O01182,C00713,MultiTouch,2327.40
CA00038,O01183,C00714,MultiTouch,781.33
CA00029,O01183,C00714,MultiTouch,521.65
CA00029,O01184,C00715,MultiTouch,475.09
CA00004,O01184,C00715,MultiTouch,742.65
CA00048,O01185,C00715,MultiTouch,450.19
CA00037,O01185,C00715,MultiTouch,1008.63
CA00014,O01186,C00715,MultiTouch,760.42
CA00057,O01186,C00715,MultiTouch,341.82
CA00056,O01187,C00716,MultiTouch,240.94
CA00023,O01187,C00716,MultiTouch,324.96
CA00020,O01188,C00716,MultiTouch,471.12
CA00032,O01188,C00716,MultiTouch,619.60
CA00041,O01189,C00717,MultiTouch,65.88
CA00060,O01189,C00717,MultiTouch,78.74
CA00041,O01190,C00717,MultiTouch,309.59
CA00046,O01190,C00717,MultiTouch,335.89
CA00037,O01191,C00718,MultiTouch,105.10
CA00022,O01191,C00718,MultiTouch,72.02
CA00040,O01192,C00719,MultiTouch,2108.73
CA00030,O01192,C00719,MultiTouch,2142.69
CA00057,O01193,C00719,MultiTouch,1441.71
CA00016,O01193,C00719,MultiTouch,1134.04
CA00029,O01194,C00720,MultiTouch,465.18
CA00060,O01194,C00720,MultiTouch,541.84
CA00007,O01195,C00720,MultiTouch,454.15
CA00011,O01195,C00720,MultiTouch,612.99
CA00052,O01196,C00721,MultiTouch,877.58
CA00010,O01196,C00721,MultiTouch,1583.85
CA00002,O01197,C00721,MultiTouch,146.63
CA00051,O01197,C00721,MultiTouch,77.05
CA00044,O01198,C00722,MultiTouch,199.10
CA00053,O01198,C00722,MultiTouch,356.54
CA00053,O01199,C00723,MultiTouch,1563.77
CA00020,O01199,C00723,MultiTouch,710.29
CA00046,O01200,C00724,MultiTouch,638.41
CA00041,O01200,C00724,MultiTouch,564.77
CA00004,O01201,C00725,MultiTouch,1656.76
CA00008,O01201,C00725,MultiTouch,2210.66
CA00002,O01202,C00725,MultiTouch,349.61
CA00036,O01202,C00725,MultiTouch,260.04
CA00058,O01203,C00725,MultiTouch,909.14
CA00028,O01203,C00725,MultiTouch,991.14
CA00056,O01204,C00726,MultiTouch,609.39
CA00009,O01204,C00726,MultiTouch,1059.97
CA00026,O01205,C00727,MultiTouch,1004.46
CA00014,O01205,C00727,MultiTouch,1569.79
CA00008,O01206,C00727,MultiTouch,905.70
CA00017,O01206,C00727,MultiTouch,612.98
CA00034,O01207,C00728,MultiTouch,1469.29
CA00057,O01207,C00728,MultiTouch,1858.27
CA00059,O01208,C00728,MultiTouch,605.39
CA00033,O01208,C00728,MultiTouch,1149.25
CA00058,O01209,C00729,MultiTouch,533.17
CA00015,O01209,C00729,MultiTouch,1059.35
CA00004,O01210,C00730,MultiTouch,178.37
CA00050,O01210,C00730,MultiTouch,239.53
CA00005,O01211,C00731,MultiTouch,2368.37
CA00044,O01211,C00731,MultiTouch,1609.03
CA00032,O01212,C00732,MultiTouch,118.12
CA00002,O01212,C00732,MultiTouch,74.51
CA00004,O01213,C00732,MultiTouch,924.44
CA00047,O01213,C00732,MultiTouch,576.62
CA00053,O01214,C00733,MultiTouch,1958.21
CA00048,O01214,C00733,MultiTouch,1061.10
CA00011,O01215,C00734,MultiTouch,485.48
CA00003,O01215,C00734,MultiTouch,1073.49
CA00036,O01216,C00735,MultiTouch,240.92
CA00054,O01216,C00735,MultiTouch,417.18
CA00043,O01217,C00735,MultiTouch,907.69
CA00041,O01217,C00735,MultiTouch,1412.23
CA00013,O01218,C00735,MultiTouch,1027.06
CA00008,O01218,C00735,MultiTouch,1225.54
CA00048,O01219,C00736,MultiTouch,220.95
CA00043,O01219,C00736,MultiTouch,203.02
CA00028,O01220,C00736,MultiTouch,1458.71
CA00034,O01220,C00736,MultiTouch,1735.04
CA00034,O01221,C00737,MultiTouch,870.00
CA00036,O01221,C00737,MultiTouch,1097.23
CA00041,O01222,C00738,MultiTouch,709.29
CA00031,O01222,C00738,MultiTouch,743.96
CA00053,O01223,C00739,MultiTouch,473.73
CA00026,O01223,C00739,MultiTouch,450.50
CA00003,O01224,C00740,MultiTouch,265.78
CA00006,O01224,C00740,MultiTouch,302.84
CA00025,O01225,C00740,MultiTouch,403.33
CA00006,O01225,C00740,MultiTouch,404.74
CA00035,O01226,C00740,MultiTouch,1437.18
CA00018,O01226,C00740,MultiTouch,700.53
CA00041,O01227,C00741,MultiTouch,283.87
CA00055,O01227,C00741,MultiTouch,147.04
CA00058,O01228,C00742,MultiTouch,442.12
CA00007,O01228,C00742,MultiTouch,292.15
CA00041,O01229,C00742,MultiTouch,581.12
CA00055,O01229,C00742,MultiTouch,500.77
CA00026,O01230,C00743,MultiTouch,1382.24
CA00044,O01230,C00743,MultiTouch,2318.73
CA00055,O01231,C00743,MultiTouch,884.84
CA00026,O01231,C00743,MultiTouch,1163.90
CA00002,O01232,C00744,MultiTouch,917.50
CA00032,O01232,C00744,MultiTouch,763.13
CA00009,O01233,C00745,MultiTouch,1496.63
CA00023,O01233,C00745,MultiTouch,834.04
CA00013,O01234,C00746,MultiTouch,464.15
CA00025,O01234,C00746,MultiTouch,276.84
CA00057,O01235,C00747,MultiTouch,630.77
CA00038,O01235,C00747,MultiTouch,657.84
CA00009,O01236,C00747,MultiTouch,1271.87
CA00004,O01236,C00747,MultiTouch,1293.10
CA00007,O01237,C00747,MultiTouch,511.17
CA00009,O01237,C00747,MultiTouch,527.83
CA00049,O01238,C00748,MultiTouch,466.20
CA00035,O01238,C00748,MultiTouch,535.05
CA00058,O01239,C00749,MultiTouch,1649.13
CA00043,O01239,C00749,MultiTouch,1455.94
CA00054,O01240,C00750,MultiTouch,70.50
CA00008,O01240,C00750,MultiTouch,125.93
CA00011,O01241,C00750,MultiTouch,2721.74
CA00008,O01241,C00750,MultiTouch,1890.04
CA00021,O01242,C00750,MultiTouch,377.99
CA00059,O01242,C00750,MultiTouch,481.16
CA00059,O01243,C00751,MultiTouch,420.53
CA00003,O01243,C00751,MultiTouch,970.14
CA00006,O01244,C00751,MultiTouch,1025.01
CA00056,O01244,C00751,MultiTouch,891.88
CA00037,O01245,C00752,MultiTouch,714.59
CA00030,O01245,C00752,MultiTouch,1031.13
