shipment_id,order_id,shipment_status,delivered_at
SH01054,O01054,Delivered,2026-06-04T11:00:00+09:00
SH01055,O01055,Delivered,2026-05-10T05:00:00+09:00
SH01056,O01056,Delivered,2026-05-05T03:00:00+09:00
SH01057,O01057,Delivered,2026-05-26T10:00:00+09:00
SH01058,O01058,InTransit,
SH01059,O01059,Delivered,2026-06-03T11:00:00+09:00
SH01060,O01060,Delivered,2026-05-24T06:00:00+09:00
SH01061,O01061,Delivered,2026-05-11T04:00:00+09:00
SH01062,O01062,Delivered,2026-06-03T02:00:00+09:00
SH01063,O01063,InTransit,
SH01064,O01064,Delivered,2026-05-06T06:00:00+09:00
SH01065,O01065,Delivered,2026-06-22T01:00:00+09:00
SH01066,O01066,InTransit,
SH01067,O01067,Delayed,2026-06-02T11:00:00+09:00
SH01068,O01068,Delayed,2026-06-21T12:00:00+09:00
SH01069,O01069,Delayed,2026-06-10T00:00:00+09:00
SH01070,O01070,Delayed,2026-05-29T08:00:00+09:00
SH01071,O01071,Delayed,2026-06-18T02:00:00+09:00
SH01072,O01072,InTransit,
SH01073,O01073,InTransit,
SH01074,O01074,InTransit,
SH01075,O01075,Delayed,2026-05-19T10:00:00+09:00
SH01076,O01076,Delivered,2026-06-30T00:00:00+09:00
SH01077,O01077,InTransit,
SH01078,O01078,Delayed,2026-05-20T05:00:00+09:00
SH01079,O01079,Delivered,2026-06-17T09:00:00+09:00
SH01080,O01080,Delivered,2026-05-25T12:00:00+09:00
SH01081,O01081,Delayed,2026-05-21T00:00:00+09:00
SH01082,O01082,Delayed,2026-07-03T03:00:00+09:00
SH01083,O01083,InTransit,
SH01084,O01084,Delivered,2026-05-14T00:00:00+09:00
SH01085,O01085,InTransit,
SH01086,O01086,Delivered,2026-06-13T11:00:00+09:00
SH01087,O01087,InTransit,
SH01088,O01088,InTransit,
SH01089,O01089,Delayed,2026-06-25T03:00:00+09:00
SH01090,O01090,Delivered,2026-05-26T01:00:00+09:00
SH01091,O01091,Delivered,2026-06-01T08:00:00+09:00
SH01092,O01092,InTransit,
SH01093,O01093,InTransit,
SH01094,O01094,Delayed,2026-06-10T05:00:00+09:00
SH01095,O01095,Delivered,2026-06-03T05:00:00+09:00
SH01096,O01096,Delayed,2026-05-12T00:00:00+09:00
SH01097,O01097,Delayed,2026-05-16T05:00:00+09:00
SH01098,O01098,Delayed,2026-05-15T02:00:00+09:00
SH01099,O01099,InTransit,
SH01100,O01100,Delayed,2026-07-01T01:00:00+09:00
SH01101,O01101,Delivered,2026-06-05T11:00:00+09:00
SH01102,O01102,InTransit,
SH01103,O01103,InTransit,
SH01104,O01104,InTransit,
SH01105,O01105,Delayed,2026-06-15T05:00:00+09:00
SH01106,O01106,Delivered,2026-05-27T03:00:00+09:00
SH01107,O01107,Delayed,2026-06-17T02:00:00+09:00
SH01108,O01108,Delayed,2026-05-31T03:00:00+09:00
SH01109,O01109,Delayed,2026-05-21T10:00:00+09:00
SH01110,O01110,Delivered,2026-05-21T10:00:00+09:00
SH01111,O01111,Delivered,2026-05-22T08:00:00+09:00
SH01112,O01112,Delivered,2026-06-07T00:00:00+09:00
SH01113,O01113,InTransit,
SH01114,O01114,Delayed,2026-06-08T12:00:00+09:00
SH01115,O01115,Delivered,2026-06-02T01:00:00+09:00
SH01116,O01116,Delayed,2026-06-15T08:00:00+09:00
SH01117,O01117,Delivered,2026-06-30T02:00:00+09:00
SH01118,O01118,Delayed,2026-05-10T02:00:00+09:00
SH01119,O01119,InTransit,
SH01120,O01120,InTransit,
SH01121,O01121,Delivered,2026-05-07T02:00:00+09:00
SH01122,O01122,InTransit,
SH01123,O01123,Delivered,2026-05-28T02:00:00+09:00
SH01124,O01124,Delayed,2026-05-25T11:00:00+09:00
SH01125,O01125,Delayed,2026-06-06T03:00:00+09:00
SH01126,O01126,Delayed,2026-05-31T00:00:00+09:00
SH01127,O01127,InTransit,
SH01128,O01128,Delayed,2026-06-30T05:00:00+09:00
SH01129,O01129,Delayed,2026-05-12T09:00:00+09:00
SH01130,O01130,Delivered,2026-05-16T10:00:00+09:00
SH01131,O01131,Delayed,2026-06-18T07:00:00+09:00
SH01132,O01132,InTransit,
SH01133,O01133,InTransit,
SH01134,O01134,InTransit,
SH01135,O01135,InTransit,
SH01136,O01136,Delivered,2026-05-30T02:00:00+09:00
SH01137,O01137,Delivered,2026-06-11T04:00:00+09:00
SH01138,O01138,Delayed,2026-06-06T05:00:00+09:00
SH01139,O01139,Delivered,2026-06-22T03:00:00+09:00
SH01140,O01140,Delivered,2026-05-31T07:00:00+09:00
SH01141,O01141,InTransit,
SH01142,O01142,Delivered,2026-06-04T04:00:00+09:00
SH01143,O01143,Delayed,2026-06-08T06:00:00+09:00
SH01144,O01144,Delivered,2026-06-05T07:00:00+09:00
SH01145,O01145,InTransit,
SH01146,O01146,Delivered,2026-06-25T09:00:00+09:00
SH01147,O01147,InTransit,
SH01148,O01148,InTransit,
SH01149,O01149,InTransit,
SH01150,O01150,InTransit,
SH01151,O01151,Delivered,2026-05-28T03:00:00+09:00
SH01152,O01152,Delivered,2026-06-19T02:00:00+09:00
SH01153,O01153,Delivered,2026-05-08T10:00:00+09:00
SH01154,O01154,Delayed,2026-06-15T12:00:00+09:00
SH01155,O01155,Delivered,2026-06-01T08:00:00+09:00
SH01156,O01156,InTransit,
SH01157,O01157,Delivered,2026-05-03T11:00:00+09:00
SH01158,O01158,Delayed,2026-06-16T12:00:00+09:00
SH01159,O01159,Delivered,2026-06-24T00:00:00+09:00
SH01160,O01160,InTransit,
SH01161,O01161,Delivered,2026-06-23T05:00:00+09:00
SH01162,O01162,Delayed,2026-06-27T12:00:00+09:00
SH01163,O01163,Delayed,2026-06-29T00:00:00+09:00
SH01164,O01164,Delivered,2026-05-04T06:00:00+09:00
SH01165,O01165,Delayed,2026-06-03T08:00:00+09:00
SH01166,O01166,Delayed,2026-05-13T00:00:00+09:00
SH01167,O01167,InTransit,
SH01168,O01168,Delayed,2026-06-07T11:00:00+09:00
SH01169,O01169,Delayed,2026-05-19T06:00:00+09:00
SH01170,O01170,Delayed,2026-06-22T08:00:00+09:00
SH01171,O01171,Delivered,2026-06-19T00:00:00+09:00
SH01172,O01172,InTransit,
SH01173,O01173,Delivered,2026-06-07T12:00:00+09:00
SH01174,O01174,Delivered,2026-05-30T08:00:00+09:00
SH01175,O01175,Delivered,2026-05-08T01:00:00+09:00
SH01176,O01176,Delivered,2026-05-25T03:00:00+09:00
SH01177,O01177,InTransit,
SH01178,O01178,Delivered,2026-06-14T02:00:00+09:00
SH01179,O01179,Delayed,2026-06-29T11:00:00+09:00
SH01180,O01180,Delivered,2026-06-29T00:00:00+09:00
SH01181,O01181,Delayed,2026-05-11T06:00:00+09:00
SH01182,O01182,Delayed,2026-05-09T04:00:00+09:00
SH01183,O01183,InTransit,
SH01184,O01184,InTransit,
SH01185,O01185,Delivered,2026-06-09T01:00:00+09:00
SH01186,O01186,Delivered,2026-05-11T12:00:00+09:00
SH01187,O01187,Delayed,2026-06-13T09:00:00+09:00
SH01188,O01188,Delayed,2026-05-18T08:00:00+09:00
SH01189,O01189,Delivered,2026-05-15T12:00:00+09:00
SH01190,O01190,Delivered,2026-06-21T04:00:00+09:00
SH01191,O01191,Delivered,2026-06-12T00:00:00+09:00
SH01192,O01192,InTransit,
SH01193,O01193,Delayed,2026-05-22T00:00:00+09:00
SH01194,O01194,Delivered,2026-05-14T06:00:00+09:00
SH01195,O01195,InTransit,
SH01196,O01196,Delayed,2026-05-27T07:00:00+09:00
SH01197,O01197,InTransit,
SH01198,O01198,Delayed,2026-05-30T12:00:00+09:00
SH01199,O01199,Delayed,2026-06-20T05:00:00+09:00
SH01200,O01200,InTransit,
SH01201,O01201,Delivered,2026-05-14T03:00:00+09:00
SH01202,O01202,Delivered,2026-06-14T10:00:00+09:00
SH01203,O01203,Delivered,2026-05-29T10:00:00+09:00
SH01204,O01204,Delayed,2026-06-09T08:00:00+09:00
SH01205,O01205,Delayed,2026-06-04T05:00:00+09:00
SH01206,O01206,InTransit,
SH01207,O01207,Delayed,2026-05-13T03:00:00+09:00
SH01208,O01208,InTransit,
SH01209,O01209,Delivered,2026-06-04T09:00:00+09:00
SH01210,O01210,Delivered,2026-05-29T11:00:00+09:00
SH01211,O01211,Delivered,2026-05-20T00:00:00+09:00
SH01212,O01212,Delayed,2026-06-23T11:00:00+09:00
SH01213,O01213,Delayed,2026-06-20T01:00:00+09:00
SH01214,O01214,Delayed,2026-06-03T02:00:00+09:00
SH01215,O01215,Delayed,2026-07-03T12:00:00+09:00
SH01216,O01216,Delayed,2026-06-18T08:00:00+09:00
SH01217,O01217,Delayed,2026-05-29T07:00:00+09:00
SH01218,O01218,Delayed,2026-06-27T12:00:00+09:00
SH01219,O01219,Delivered,2026-06-08T06:00:00+09:00
SH01220,O01220,InTransit,
SH01221,O01221,Delayed,2026-06-26T08:00:00+09:00
SH01222,O01222,Delivered,2026-05-31T02:00:00+09:00
SH01223,O01223,Delivered,2026-05-18T01:00:00+09:00
SH01224,O01224,Delayed,2026-06-23T12:00:00+09:00
SH01225,O01225,Delayed,2026-05-06T09:00:00+09:00
SH01226,O01226,Delivered,2026-05-13T05:00:00+09:00
SH01227,O01227,Delivered,2026-05-03T11:00:00+09:00
SH01228,O01228,Delayed,2026-05-16T04:00:00+09:00
SH01229,O01229,Delayed,2026-05-11T00:00:00+09:00
SH01230,O01230,Delayed,2026-06-29T05:00:00+09:00
SH01231,O01231,Delivered,2026-06-07T09:00:00+09:00
SH01232,O01232,Delivered,2026-06-14T03:00:00+09:00
SH01233,O01233,Delayed,2026-06-01T07:00:00+09:00
SH01234,O01234,Delayed,2026-05-12T08:00:00+09:00
SH01235,O01235,Delayed,2026-06-13T04:00:00+09:00
SH01236,O01236,InTransit,
SH01237,O01237,InTransit,
SH01238,O01238,InTransit,
SH01239,O01239,Delivered,2026-06-08T06:00:00+09:00
SH01240,O01240,Delivered,2026-05-15T12:00:00+09:00
SH01241,O01241,Delayed,2026-06-01T10:00:00+09:00
SH01242,O01242,InTransit,
SH01243,O01243,Delivered,2026-05-30T04:00:00+09:00
SH01244,O01244,InTransit,
SH01245,O01245,Delayed,2026-05-16T12:00:00+09:00
SH01246,O01246,Delivered,2026-05-20T04:00:00+09:00
SH01247,O01247,InTransit,
SH01248,O01248,InTransit,
SH01249,O01249,Delivered,2026-05-19T03:00:00+09:00
SH01250,O01250,Delayed,2026-05-06T07:00:00+09:00
SH01251,O01251,InTransit,
SH01252,O01252,InTransit,
SH01253,O01253,InTransit,
SH01254,O01254,Delivered,2026-07-02T00:00:00+09:00
SH01255,O01255,Delayed,2026-05-14T00:00:00+09:00
SH01256,O01256,Delivered,2026-06-18T04:00:00+09:00
SH01257,O01257,Delivered,2026-05-21T01:00:00+09:00
SH01258,O01258,Delayed,2026-05-10T09:00:00+09:00
SH01259,O01259,Delivered,2026-06-14T07:00:00+09:00
SH01260,O01260,Delivered,2026-06-07T08:00:00+09:00
SH01261,O01261,Delivered,2026-05-21T02:00:00+09:00
SH01262,O01262,InTransit,
SH01263,O01263,Delivered,2026-06-25T00:00:00+09:00
SH01264,O01264,Delivered,2026-05-12T02:00:00+09:00
SH01265,O01265,Delayed,2026-06-30T01:00:00+09:00
SH01266,O01266,InTransit,
SH01267,O01267,Delayed,2026-06-03T06:00:00+09:00
SH01268,O01268,Delivered,2026-05-21T12:00:00+09:00
SH01269,O01269,InTransit,
SH01270,O01270,InTransit,
SH01271,O01271,Delayed,2026-05-19T11:00:00+09:00
SH01272,O01272,InTransit,
SH01273,O01273,Delivered,2026-06-13T06:00:00+09:00
SH01274,O01274,Delivered,2026-05-12T11:00:00+09:00
SH01275,O01275,Delayed,2026-05-20T04:00:00+09:00
SH01276,O01276,Delivered,2026-06-22T05:00:00+09:00
SH01277,O01277,Delivered,2026-06-12T10:00:00+09:00
SH01278,O01278,Delivered,2026-07-05T08:00:00+09:00
SH01279,O01279,Delayed,2026-05-10T09:00:00+09:00
SH01280,O01280,Delayed,2026-05-17T08:00:00+09:00
SH01281,O01281,Delayed,2026-06-05T01:00:00+09:00
SH01282,O01282,Delivered,2026-06-30T09:00:00+09:00
SH01283,O01283,InTransit,
SH01284,O01284,InTransit,
SH01285,O01285,Delivered,2026-05-05T10:00:00+09:00
SH01286,O01286,Delayed,2026-06-19T04:00:00+09:00
SH01287,O01287,InTransit,
SH01288,O01288,Delivered,2026-06-04T08:00:00+09:00
SH01289,O01289,InTransit,
SH01290,O01290,Delayed,2026-05-11T11:00:00+09:00
SH01291,O01291,Delayed,2026-06-15T10:00:00+09:00
SH01292,O01292,Delivered,2026-05-08T11:00:00+09:00
SH01293,O01293,Delayed,2026-05-23T07:00:00+09:00
SH01294,O01294,Delivered,2026-06-09T01:00:00+09:00
SH01295,O01295,InTransit,
SH01296,O01296,Delivered,2026-05-17T10:00:00+09:00
SH01297,O01297,Delayed,2026-06-08T04:00:00+09:00
SH01298,O01298,Delayed,2026-05-10T07:00:00+09:00
SH01299,O01299,Delivered,2026-06-08T02:00:00+09:00
SH01300,O01300,InTransit,
SH01301,O01301,Delayed,2026-06-29T02:00:00+09:00
SH01302,O01302,InTransit,
SH01303,O01303,InTransit,
SH01304,O01304,InTransit,
SH01305,O01305,Delayed,2026-06-12T10:00:00+09:00
SH01306,O01306,Delivered,2026-06-08T09:00:00+09:00
SH01307,O01307,Delivered,2026-05-28T07:00:00+09:00
SH01308,O01308,Delivered,2026-05-29T12:00:00+09:00
SH01309,O01309,Delivered,2026-05-16T11:00:00+09:00
SH01310,O01310,Delayed,2026-05-13T12:00:00+09:00
SH01311,O01311,Delivered,2026-05-21T02:00:00+09:00
SH01312,O01312,Delayed,2026-06-17T01:00:00+09:00
SH01313,O01313,Delayed,2026-05-16T09:00:00+09:00
SH01314,O01314,Delayed,2026-05-14T07:00:00+09:00
SH01315,O01315,Delayed,2026-06-01T05:00:00+09:00
SH01316,O01316,Delayed,2026-06-05T08:00:00+09:00
SH01317,O01317,Delayed,2026-06-27T03:00:00+09:00
SH01318,O01318,Delayed,2026-05-07T11:00:00+09:00
SH01319,O01319,InTransit,
SH01320,O01320,Delayed,2026-06-25T09:00:00+09:00
SH01321,O01321,Delayed,2026-06-14T02:00:00+09:00
SH01322,O01322,InTransit,
SH01323,O01323,InTransit,
SH01324,O01324,Delayed,2026-06-03T02:00:00+09:00
SH01325,O01325,InTransit,
SH01326,O01326,Delivered,2026-06-30T01:00:00+09:00
SH01327,O01327,Delayed,2026-06-16T04:00:00+09:00
SH01328,O01328,Delayed,2026-05-29T12:00:00+09:00
SH01329,O01329,Delivered,2026-06-21T12:00:00+09:00
SH01330,O01330,Delayed,2026-06-24T03:00:00+09:00
SH01331,O01331,Delivered,2026-06-12T11:00:00+09:00
SH01332,O01332,InTransit,
SH01333,O01333,Delayed,2026-06-06T01:00:00+09:00
SH01334,O01334,Delayed,2026-06-13T11:00:00+09:00
SH01335,O01335,InTransit,
SH01336,O01336,Delivered,2026-05-26T12:00:00+09:00
SH01337,O01337,Delayed,2026-05-20T03:00:00+09:00
SH01338,O01338,Delivered,2026-06-07T11:00:00+09:00
SH01339,O01339,Delivered,2026-05-21T11:00:00+09:00
SH01340,O01340,Delayed,2026-05-16T09:00:00+09:00
SH01341,O01341,Delivered,2026-05-29T01:00:00+09:00
SH01342,O01342,Delayed,2026-05-14T02:00:00+09:00
SH01343,O01343,InTransit,
SH01344,O01344,Delivered,2026-06-20T11:00:00+09:00
SH01345,O01345,InTransit,
SH01346,O01346,Delivered,2026-06-03T04:00:00+09:00
SH01347,O01347,Delayed,2026-06-14T06:00:00+09:00
SH01348,O01348,Delayed,2026-06-01T03:00:00+09:00
SH01349,O01349,Delivered,2026-05-14T09:00:00+09:00
SH01350,O01350,InTransit,
SH01351,O01351,Delayed,2026-05-07T06:00:00+09:00
SH01352,O01352,Delayed,2026-06-05T05:00:00+09:00
SH01353,O01353,Delayed,2026-06-04T12:00:00+09:00
SH01354,O01354,Delivered,2026-06-27T11:00:00+09:00
SH01355,O01355,Delayed,2026-05-18T01:00:00+09:00
SH01356,O01356,Delayed,2026-05-17T02:00:00+09:00
SH01357,O01357,Delivered,2026-05-16T08:00:00+09:00
SH01358,O01358,Delivered,2026-06-25T11:00:00+09:00
SH01359,O01359,Delivered,2026-05-22T03:00:00+09:00
SH01360,O01360,Delayed,2026-05-24T06:00:00+09:00
SH01361,O01361,Delayed,2026-05-30T02:00:00+09:00
SH01362,O01362,Delivered,2026-06-29T08:00:00+09:00
SH01363,O01363,Delivered,2026-06-16T10:00:00+09:00
SH01364,O01364,Delivered,2026-05-14T02:00:00+09:00
SH01365,O01365,Delayed,2026-07-05T07:00:00+09:00
SH01366,O01366,InTransit,
SH01367,O01367,Delivered,2026-07-04T02:00:00+09:00
SH01368,O01368,Delayed,2026-06-26T07:00:00+09:00
SH01369,O01369,Delayed,2026-05-16T05:00:00+09:00
SH01370,O01370,Delayed,2026-05-12T09:00:00+09:00
SH01371,O01371,Delivered,2026-06-06T07:00:00+09:00
SH01372,O01372,Delivered,2026-06-11T07:00:00+09:00
SH01373,O01373,Delivered,2026-06-18T12:00:00+09:00
SH01374,O01374,InTransit,
SH01375,O01375,Delivered,2026-05-31T07:00:00+09:00
SH01376,O01376,InTransit,
SH01377,O01377,Delayed,2026-05-22T03:00:00+09:00
SH01378,O01378,InTransit,
SH01379,O01379,InTransit,
SH01380,O01380,Delivered,2026-06-28T00:00:00+09:00
SH01381,O01381,Delivered,2026-06-10T08:00:00+09:00
SH01382,O01382,Delayed,2026-05-06T12:00:00+09:00
SH01383,O01383,Delayed,2026-06-07T01:00:00+09:00
SH01384,O01384,Delivered,2026-05-24T12:00:00+09:00
SH01385,O01385,InTransit,
SH01386,O01386,Delivered,2026-05-28T12:00:00+09:00
SH01387,O01387,InTransit,
SH01388,O01388,Delayed,2026-06-04T12:00:00+09:00
SH01389,O01389,Delivered,2026-06-06T03:00:00+09:00
SH01390,O01390,Delivered,2026-06-08T09:00:00+09:00
SH01391,O01391,InTransit,
SH01392,O01392,Delayed,2026-06-25T11:00:00+09:00
SH01393,O01393,Delivered,2026-05-20T01:00:00+09:00
SH01394,O01394,Delayed,2026-06-18T11:00:00+09:00
SH01395,O01395,Delivered,2026-05-18T11:00:00+09:00
SH01396,O01396,InTransit,
SH01397,O01397,Delivered,2026-06-04T06:00:00+09:00
SH01398,O01398,Delivered,2026-06-22T01:00:00+09:00
SH01399,O01399,Delivered,2026-05-28T09:00:00+09:00
SH01400,O01400,Delayed,2026-05-15T09:00:00+09:00
SH01401,O01401,Delayed,2026-05-12T07:00:00+09:00
SH01402,O01402,Delayed,2026-05-11T08:00:00+09:00
SH01403,O01403,InTransit,
SH01404,O01404,InTransit,
SH01405,O01405,InTransit,
SH01406,O01406,Delayed,2026-06-05T10:00:00+09:00
SH01407,O01407,Delivered,2026-06-05T02:00:00+09:00
SH01408,O01408,Delivered,2026-06-04T12:00:00+09:00
SH01409,O01409,Delayed,2026-06-12T01:00:00+09:00
SH01410,O01410,Delivered,2026-07-02T06:00:00+09:00
SH01411,O01411,Delayed,2026-06-10T02:00:00+09:00
SH01412,O01412,InTransit,
SH01413,O01413,Delayed,2026-06-13T10:00:00+09:00
SH01414,O01414,InTransit,
SH01415,O01415,Delivered,2026-05-13T08:00:00+09:00
SH01416,O01416,Delivered,2026-06-28T11:00:00+09:00
SH01417,O01417,Delayed,2026-05-05T11:00:00+09:00
SH01418,O01418,Delayed,2026-05-10T08:00:00+09:00
SH01419,O01419,Delayed,2026-06-03T10:00:00+09:00
SH01420,O01420,Delivered,2026-05-13T08:00:00+09:00
SH01421,O01421,Delayed,2026-05-29T05:00:00+09:00
SH01422,O01422,InTransit,
SH01423,O01423,InTransit,
SH01424,O01424,Delivered,2026-06-05T10:00:00+09:00
SH01425,O01425,Delivered,2026-05-10T07:00:00+09:00
SH01426,O01426,Delayed,2026-05-10T03:00:00+09:00
SH01427,O01427,Delivered,2026-05-31T04:00:00+09:00
SH01428,O01428,Delivered,2026-06-12T02:00:00+09:00
SH01429,O01429,Delayed,2026-05-08T03:00:00+09:00
SH01430,O01430,Delivered,2026-06-12T04:00:00+09:00
SH01431,O01431,InTransit,
SH01432,O01432,Delayed,2026-05-29T02:00:00+09:00
SH01433,O01433,InTransit,
SH01434,O01434,Delivered,2026-06-13T09:00:00+09:00
SH01435,O01435,InTransit,
SH01436,O01436,InTransit,
SH01437,O01437,Delayed,2026-06-04T01:00:00+09:00
SH01438,O01438,Delayed,2026-06-18T04:00:00+09:00
SH01439,O01439,Delivered,2026-06-09T04:00:00+09:00
SH01440,O01440,Delivered,2026-05-24T09:00:00+09:00
SH01441,O01441,Delivered,2026-05-26T05:00:00+09:00
SH01442,O01442,Delivered,2026-06-28T01:00:00+09:00
SH01443,O01443,Delayed,2026-06-12T03:00:00+09:00
SH01444,O01444,Delayed,2026-06-27T04:00:00+09:00
SH01445,O01445,Delayed,2026-05-04T08:00:00+09:00
SH01446,O01446,Delayed,2026-05-29T04:00:00+09:00
SH01447,O01447,Delivered,2026-05-06T02:00:00+09:00
SH01448,O01448,Delivered,2026-05-18T11:00:00+09:00
SH01449,O01449,Delivered,2026-05-06T05:00:00+09:00
SH01450,O01450,Delayed,2026-05-23T06:00:00+09:00
SH01451,O01451,Delivered,2026-06-05T09:00:00+09:00
SH01452,O01452,Delivered,2026-05-20T10:00:00+09:00
SH01453,O01453,Delayed,2026-06-12T00:00:00+09:00
SH01454,O01454,Delivered,2026-05-11T01:00:00+09:00
SH01455,O01455,Delayed,2026-06-30T05:00:00+09:00
SH01456,O01456,Delivered,2026-05-22T05:00:00+09:00
SH01457,O01457,Delayed,2026-05-27T10:00:00+09:00
SH01458,O01458,Delivered,2026-06-09T06:00:00+09:00
SH01459,O01459,Delayed,2026-05-15T04:00:00+09:00
SH01460,O01460,Delivered,2026-05-25T03:00:00+09:00
SH01461,O01461,Delayed,2026-05-20T07:00:00+09:00
SH01462,O01462,Delayed,2026-05-22T09:00:00+09:00
SH01463,O01463,InTransit,
SH01464,O01464,Delayed,2026-05-19T11:00:00+09:00
SH01465,O01465,Delayed,2026-05-20T06:00:00+09:00
SH01466,O01466,Delivered,2026-05-31T10:00:00+09:00
SH01467,O01467,Delayed,2026-06-14T04:00:00+09:00
SH01468,O01468,InTransit,
SH01469,O01469,Delivered,2026-06-07T11:00:00+09:00
SH01470,O01470,Delivered,2026-05-25T12:00:00+09:00
SH01471,O01471,Delivered,2026-05-09T03:00:00+09:00
SH01472,O01472,InTransit,
SH01473,O01473,Delayed,2026-06-21T00:00:00+09:00
SH01474,O01474,Delayed,2026-06-15T04:00:00+09:00
SH01475,O01475,Delivered,2026-07-04T00:00:00+09:00
SH01476,O01476,Delivered,2026-06-03T04:00:00+09:00
SH01477,O01477,Delayed,2026-05-17T09:00:00+09:00
SH01478,O01478,Delivered,2026-05-24T00:00:00+09:00
SH01479,O01479,Delivered,2026-06-23T11:00:00+09:00
SH01480,O01480,Delivered,2026-06-27T04:00:00+09:00
SH01481,O01481,Delayed,2026-06-03T11:00:00+09:00
SH01482,O01482,Delayed,2026-06-27T04:00:00+09:00
SH01483,O01483,InTransit,
SH01484,O01484,Delivered,2026-06-09T07:00:00+09:00
SH01485,O01485,Delayed,2026-05-25T07:00:00+09:00
SH01486,O01486,Delayed,2026-06-08T07:00:00+09:00
SH01487,O01487,Delayed,2026-06-29T07:00:00+09:00
SH01488,O01488,Delivered,2026-06-05T09:00:00+09:00
SH01489,O01489,Delivered,2026-06-27T11:00:00+09:00
SH01490,O01490,InTransit,
SH01491,O01491,Delivered,2026-06-18T04:00:00+09:00
SH01492,O01492,Delivered,2026-05-23T00:00:00+09:00
SH01493,O01493,Delivered,2026-06-21T08:00:00+09:00
SH01494,O01494,Delayed,2026-06-03T01:00:00+09:00
SH01495,O01495,InTransit,
SH01496,O01496,Delayed,2026-06-06T06:00:00+09:00
SH01497,O01497,Delivered,2026-05-31T07:00:00+09:00
SH01498,O01498,InTransit,
SH01499,O01499,InTransit,
SH01500,O01500,Delayed,2026-05-03T02:00:00+09:00
SH01501,O01501,Delivered,2026-06-27T02:00:00+09:00
SH01502,O01502,Delayed,2026-06-08T02:00:00+09:00
SH01503,O01503,Delayed,2026-06-27T02:00:00+09:00
SH01504,O01504,InTransit,
SH01505,O01505,Delivered,2026-07-02T04:00:00+09:00
SH01506,O01506,Delivered,2026-06-23T09:00:00+09:00
SH01507,O01507,InTransit,
SH01508,O01508,Delayed,2026-07-03T07:00:00+09:00
SH01509,O01509,InTransit,
SH01510,O01510,Delivered,2026-06-09T11:00:00+09:00
SH01511,O01511,Delayed,2026-06-22T12:00:00+09:00
SH01512,O01512,Delayed,2026-06-18T02:00:00+09:00
SH01513,O01513,InTransit,
SH01514,O01514,Delayed,2026-06-21T06:00:00+09:00
SH01515,O01515,Delayed,2026-05-13T09:00:00+09:00
SH01516,O01516,Delivered,2026-05-16T08:00:00+09:00
SH01517,O01517,Delayed,2026-05-11T09:00:00+09:00
SH01518,O01518,Delivered,2026-05-29T08:00:00+09:00
SH01519,O01519,Delivered,2026-05-28T03:00:00+09:00
SH01520,O01520,Delivered,2026-06-19T05:00:00+09:00
SH01521,O01521,InTransit,
SH01522,O01522,Delayed,2026-06-21T07:00:00+09:00
SH01523,O01523,Delivered,2026-06-11T01:00:00+09:00
SH01524,O01524,Delivered,2026-05-28T09:00:00+09:00
SH01525,O01525,Delayed,2026-05-21T05:00:00+09:00
SH01526,O01526,Delivered,2026-06-08T09:00:00+09:00
SH01527,O01527,Delivered,2026-06-04T06:00:00+09:00
SH01528,O01528,Delivered,2026-05-28T12:00:00+09:00
SH01529,O01529,Delivered,2026-05-17T12:00:00+09:00
SH01530,O01530,InTransit,
SH01531,O01531,Delivered,2026-06-21T10:00:00+09:00
SH01532,O01532,InTransit,
SH01533,O01533,Delivered,2026-05-19T06:00:00+09:00
SH01534,O01534,Delivered,2026-05-20T02:00:00+09:00
SH01535,O01535,Delayed,2026-06-23T04:00:00+09:00
SH01536,O01536,Delivered,2026-06-07T12:00:00+09:00
SH01537,O01537,Delayed,2026-06-12T10:00:00+09:00
SH01538,O01538,InTransit,
SH01539,O01539,InTransit,
SH01540,O01540,Delayed,2026-05-29T12:00:00+09:00
SH01541,O01541,InTransit,
SH01542,O01542,Delivered,2026-05-27T09:00:00+09:00
SH01543,O01543,Delayed,2026-06-02T10:00:00+09:00
SH01544,O01544,Delayed,2026-05-03T06:00:00+09:00
SH01545,O01545,InTransit,
SH01546,O01546,Delayed,2026-07-02T09:00:00+09:00
SH01547,O01547,Delivered,2026-05-21T09:00:00+09:00
SH01548,O01548,Delayed,2026-06-28T06:00:00+09:00
SH01549,O01549,InTransit,
SH01550,O01550,Delivered,2026-06-24T03:00:00+09:00
SH01551,O01551,Delayed,2026-05-25T04:00:00+09:00
SH01552,O01552,Delivered,2026-05-13T01:00:00+09:00
SH01553,O01553,InTransit,
SH01554,O01554,InTransit,
SH01555,O01555,Delivered,2026-06-25T05:00:00+09:00
SH01556,O01556,Delivered,2026-06-30T10:00:00+09:00
SH01557,O01557,InTransit,
SH01558,O01558,InTransit,
SH01559,O01559,Delivered,2026-06-24T01:00:00+09:00
SH01560,O01560,Delayed,2026-05-06T11:00:00+09:00
SH01561,O01561,Delivered,2026-06-04T01:00:00+09:00
SH01562,O01562,Delivered,2026-05-22T01:00:00+09:00
SH01563,O01563,Delayed,2026-05-22T01:00:00+09:00
SH01564,O01564,InTransit,
SH01565,O01565,Delayed,2026-05-14T06:00:00+09:00
SH01566,O01566,Delayed,2026-05-27T04:00:00+09:00
SH01567,O01567,Delivered,2026-06-01T01:00:00+09:00
